Front,Back
عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ اليَأْسِ القَاتِلِ,"Translations:
EN: over generations rising from the rubble after deadly despair
FR: au fil des générations surgissant des décombres après le désespoir mortel
UR: مہلک مایوسی کے بعد ملبے سے ابھرنے والی نسلوں کے دوران

Definition:
(EN) (Double emphatic). Dramatic temporal phrase describing a people who survived a period of such total hopelessness that it almost killed their collective spirit.

Example: اِنتَصَرْنَا عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ اليَأْسِ القَاتِلِ.

Translation: We triumphed over generations rising from the rubble after deadly despair.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: طِوَالَ سِنِي الصُّمُودِ المُرِّ, بَعْدَ الإِبَادَةِ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الحَسَّاسَةِ لِلْغَايَةِ,"Translations:
EN: at this extremely sensitive and pivotal stage
FR: à cette phase charnière extrêmement sensible
UR: اس انتہائی حساس اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point where even a tiny mistake could lead to a massive disaster.

Example: اِحْذَرُوا فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الحَسَّاسَةِ لِلْغَايَةِ.

Translation: Be careful at this extremely sensitive and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: وَقْتٌ دَقِيقٌ جِدًّا, خَطَرٌ دَاهِمٌ"
بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ الشَّدِيدِ,"Translations:
EN: regardless of very unfortunately fleeting psychological considerations
FR: quelles que soient les considérations psychologiques très malheureusement éphémères
UR: انتہائی افسوس کے ساتھ عارضی نفسیاتی مفادات سے قطع نظر

Definition:
(EN) (Triple emphatic). Asserting that a decision must be made with cold logic, despite the extreme sadness of ignoring the short-term feelings of the people involved.

Example: نُفِيذُ القَرَارَ بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ الشَّدِيدِ.

Translation: We execute the decision regardless of very unfortunately fleeting psychological considerations.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلْمَصْلَحَةِ المُرَّةِ, دُونَ مَشَاعِرٍ أَبَدًا"
عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ الصَّبْرِ,"Translations:
EN: over generations rising from the rubble after patience
FR: au fil des générations surgissant des décombres après la patience
UR: صبر کے بعد ملبے سے ابھرنے والی نسلوں کے دوران

Definition:
(EN) Dramatic temporal phrase used to describe a people who waited with dignity and strength through disaster, finally rebuilding their world.

Example: جَاءَ الفَرَجُ عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ الصَّبْرِ.

Translation: Relief came over generations rising from the rubble after patience.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: طِوَالَ سِنِي الاِنْتِظَارِ الصَّادِقِ, بَعْدَ الضِّيقِ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ المُرْعِبَةِ لِلْغَايَةِ,"Translations:
EN: at this extremely terrifying and pivotal stage
FR: à cette phase charnière extrêmement terrifiante
UR: اس انتہائی خوفناک اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point in history or life that is filled with extreme fear and danger.

Example: الصُّمودُ وَاجِبٌ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ المُرْعِبَةِ لِلْغَايَةِ.

Translation: Standing firm is a duty at this extremely terrifying and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: وَقْتٌ مُخِيفٌ جِدًّا, كَارِثَةٌ حَاسِمَةٌ"
بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ البَالِغِ,"Translations:
EN: regardless of extremely unfortunately fleeting psychological considerations
FR: quelles que soient les considérations psychologiques extrêmement malheureusement éphémères
UR: شدید افسوس کے ساتھ عارضی نفسیاتی مفادات سے قطع نظر

Definition:
(EN) (Triple emphatic). The strongest possible way to say that facts must rule, even when the human heart is breaking at the decision.

Example: نُغْلِقُ المَصْنَعَ بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ البَالِغِ.

Translation: We close the factory regardless of extremely unfortunately fleeting psychological considerations.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلْحَقِيقَةِ القَاسِيَةِ, دُونَ رَحْمَةٍ عَابِرَةٍ"
عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ الصَّبْرِ الجَمِيلِ,"Translations:
EN: over generations rising from the rubble after beautiful patience
FR: au fil des générations surgissant des décombres après la belle patience
UR: صبرِ جمیل کے بعد ملبے سے ابھرنے والی نسلوں کے دوران

Definition:
(EN) (Double emphatic). Dramatic temporal phrase describing a people who endured disaster with Sabran Jameelan (dignified, silent patience), finally rebuilding their world.

Example: نَصَرَهُمُ اللهُ عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ الصَّبْرِ الجَمِيلِ.

Translation: Allah gave them victory over generations rising from the rubble after beautiful patience.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: طِوَالَ سِنِي الثَّبَاتِ العَظِيمِ, بَعْدَ البَلَاءِ"
عَلَى نِطَاقٍ تَرْبَوِيٍّ فِيزْيَائِيٍّ مُتَقَدِّمٍ,"Translations:
EN: on an advanced educational and physical / physics scale
FR: à une échelle éducative et physique / de physique avancée
UR: اعلیٰ تعلیمی اور طبیعیاتی (فزکس) سطح پر

Definition:
(EN) Phrase describing high-level scientific training that focuses on the laws of matter, energy, and the physical universe.

Example: نَبْحَثُ عَلَى نِطَاقٍ تَرْبَوِيٍّ فِيزْيَائِيٍّ مُتَقَدِّمٍ.

Translation: We research on an advanced educational and physical scale.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلْعُلَمَاءِ, تَعْلِيمٌ مَادِيٌّ عَمِيقٍ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ القَاتِمَةِ لِلْغَايَةِ,"Translations:
EN: at this extremely dark and pivotal stage
FR: à cette phase charnière extrêmement sombre
UR: اس انتہائی تاریک اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point in history that looks like a total failure, where the future seems black and hopeless.

Example: اِبحثُوا عَنِ النُّورِ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ القَاتِمَةِ لِلْغَايَةِ.

Translation: Search for light at this extremely dark and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: وَقْتٌ سَوَدَاوِيٌّ, يَأْسٌ حَاسِمٌ"
بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ المُرِّ,"Translations:
EN: regardless of bitter unfortunately fleeting psychological considerations
FR: quelles que soient les considérations psychologiques amèrement éphémères
UR: تلخ افسوس کے ساتھ عارضی نفسیاتی مفادات سے قطع نظر

Definition:
(EN) (Triple emphatic). Asserting that facts must be followed even when the decision tastes like poison (bitterness) to the human soul.

Example: قَرَّرْنَا بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ المُرِّ.

Translation: We decided regardless of bitter unfortunately fleeting psychological considerations.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلْقَدَرِ القَاسِي, دُونَ مَشَاعِرٍ أَبَدًا"
عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ الصَّبْرِ الجَمِيلِ جِدًّا,"Translations:
EN: over generations rising from the rubble after very beautiful patience
FR: au fil des générations surgissant des décombres après une très belle patience
UR: انتہائی خوبصورت صبرِ جمیل کے بعد ملبے سے ابھرنے والی نسلوں کے دوران

Definition:
(EN) (Triple emphatic). Dramatic temporal phrase describing a people who survived disaster with perfect, noble patience, finally rebuilding their world.

Example: صَدَقَ الوَعْدُ عَلَى مَدَى الأَجْيَالِ المُنْبَعِثَةِ مِنْ بَيْنِ الرُّكَامِ بَعْدَ الصَّبْرِ الجَمِيلِ جِدًّا.

Translation: The promise came true over generations rising from the rubble after very beautiful patience.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: طِوَالَ سِنِي الإِيمَانِ المَتِينِ, بَعْدَ الاِخْتِبَارِ الصَّعْبِ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ المَجْهُولَةِ لِلْغَايَةِ,"Translations:
EN: at this extremely unknown and pivotal stage
FR: à cette phase charnière extrêmement inconnue
UR: اس انتہائی نامعلوم اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point in history where no one can predict what will happen next; the future is a total mystery.

Example: نَحْنُ نَسِيرُ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ المَجْهُولَةِ لِلْغَايَةِ.

Translation: We are walking at this extremely unknown and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: وَقْتٌ غَيْرُ وَاضِحٍ, اِحْتِمَالَاتٌ كَثِيرَةٌ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ النِّهَائِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely final and pivotal stage
FR: à cette phase charnière extrêmement finale
UR: اس انتہائی حتمی اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on the absolute last turning point before a process is finished forever; the last chance stage.

Example: نَحْنُ الآنَ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ النِّهَائِيَّةِ لِلْغَايَةِ.

Translation: We are now at this extremely final and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: الوَقْتُ الأَخِيرُ, نِهَايَةُ الطَّرِيقِ"
بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ القَاتِلِ,"Translations:
EN: regardless of deadly unfortunately fleeting psychological considerations
FR: quelles que soient les considérations psychologiques mortellement malheureusement éphémères
UR: مہلک افسوس کے ساتھ عارضی نفسیاتی مفادات سے قطع نظر

Definition:
(EN) (Triple emphatic). Asserting that facts must be followed even when the decision feels like it is killing the person's spirit or heart.

Example: نُوقِفُ العِلاجَ بِغَضِّ النَّظَرِ عَنِ الاِعْتِبَارَاتِ النَّفْسِيَّةِ العَابِرَةِ لِلأَسَفِ القَاتِلِ.

Translation: We stop the treatment regardless of deadly unfortunately fleeting psychological considerations.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلْقَرَارِ المُمِيتِ, دُونَ رَحْمَةٍ نِهَائِيًّا"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ العَالَمِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely global and pivotal stage
FR: à cette phase charnière extrêmement mondiale
UR: اس انتہائی عالمی اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point that is not just for one country, but affects every person on Earth at the same time.

Example: البَشَرِيَّةُ مُتَّحِدَةٌ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ العَالَمِيَّةِ لِلْغَايَةِ.

Translation: Humanity is united at this extremely global and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: وَقْتٌ كَوْنِيٌّ حَاسِمٌ, مَصِيرٌ مُشْتَرَكٌ"
عَلَى نِطَاقٍ تَرْبَوِيٍّ كِيمْيَائِيٍّ مُكَثَّفٍ,"Translations:
EN: on an intensive educational and chemical scale
FR: à une échelle éducative et chimique intensive
UR: شدید تعلیمی اور کیمیائی سطح پر

Definition:
(EN) Phrase describing high-speed, high-pressure training that focuses on the reactions, elements, and formulas of chemistry.

Example: نُجْرِي التَّجَارِبَ عَلَى نِطَاقٍ تَرْبَوِيٍّ كِيمْيَائِيٍّ مُكَثَّفٍ.

Translation: We conduct experiments on an intensive educational and chemical scale.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلْخُبَرَاءِ الكِيمْيَائِيِّينَ, تَعْلِيمٌ مَادِيٌّ سَرِيعٌ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ القَدَرِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely fateful and pivotal stage
FR: à cette phase charnière extrêmement fatidique
UR: اس انتہائی تقدیر ساز اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point in life or history that feels like it was written by Fate itself; a moment of destiny.

Example: اِصْبِرُوا فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ القَدَرِيَّةِ لِلْغَايَةِ.

Translation: Be patient at this extremely fateful and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: وَقْتٌ مَكْتُوبٌ, لَحْظَةُ القَدَرِ العَظِيمَةِ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ التَّارِيخيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely historical and pivotal stage
FR: à cette phase charnière extrêmement historique
UR: اس انتہائی تاریخی اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point that will be written about in textbooks for hundreds of years to come.

Example: كَتَبْنَا نَصْرَنَا فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ التَّارِيخيَّةِ لِلْغَايَةِ.

Translation: We wrote our victory at this extremely historical and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَحْظَةٌ سَيَذْكُرُهَا التَّارِيخُ, وَقْتٌ عَظِيمٌ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ المَصِيرِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely fateful and pivotal stage (of destiny)
FR: à cette phase charnière extrêmement fatidique (du destin)
UR: اس انتہائی فیصلہ کن اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point where the outcome determines the life or death of a nation or a soul forever.

Example: تَقَرَّرَ العَدْلُ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ المَصِيرِيَّةِ لِلْغَايَةِ.

Translation: Justice was decided at this extremely fateful and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَحْظَةُ الحَيَاةِ أَوِ المَوْتِ, وَقْتٌ قَدَرِيٌّ حَاسِمٌ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ النَّوَوِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely nuclear and pivotal stage
FR: à cette phase charnière extrêmement nucléaire
UR: اس انتہائی جوہری (نیوکلیئر) اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point involving nuclear power, weapons, or the very core (nucleus) of a major political system.

Example: تَقَرَّرَ السَّلامُ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ النَّوَوِيَّةِ لِلْغَايَةِ.

Translation: Peace was decided at this extremely nuclear and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَحْظَةُ القُوَّةِ الذَّرِّيَّةِ, وَقْتٌ خَطِيرٌ جِدًّا"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ العَقَدِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely dogmatic and pivotal stage (of belief)
FR: à cette phase charnière extrêmement dogmatique (de croyance)
UR: اس انتہائی عقائدی (نظریاتی) اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point that involves the deepest core beliefs, religious doctrines, or ideological foundations of a group.

Example: تَثَبَّتُوا فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ العَقَدِيَّةِ لِلْغَايَةِ.

Translation: Stay firm at this extremely dogmatic and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَحْظَةُ الإِيمَانِ المُرَّةِ, وَقْتٌ عَقَائِدِيٌّ حَاسِمٌ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الغَيْبِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely unseen (metaphysical) and pivotal stage
FR: à cette phase charnière extrêmement occulte (métaphysique)
UR: اس انتہائی غیبی (نامعلوم) اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point that involves the unseen world, spiritual forces, or secrets that only God knows.

Example: اِنْتَظِرُوا النَّصْرَ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الغَيْبِيَّةِ لِلْغَايَةِ.

Translation: Wait for victory at this extremely unseen and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَحْظَةُ الأَسْرَارِ الإِلَهِيَّةِ, وَقْتٌ رُوحِيٌّ حَاسِمٌ"
بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الكِيْمْيَائِيِّ الحَيَوِيِّ,"Translations:
EN: at your own scientific and bio-chemical discretion
FR: à ta seule discrétion scientifique et biochimique
UR: آپ کی اپنی سائنسی اور بائیو کیمیکل صوابدید پر

Definition:
(EN) (Triple emphatic). Focuses entirely on the listener's understanding of the chemistry of living things (hormones, enzymes, and life-molecules).

Example: حَلِّلِ الدَّمَ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الكِيْمْيَائِيِّ الحَيَوِيِّ.

Translation: Analyze the blood at your own scientific and bio-chemical discretion.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: حَسْبَ كِيمْيَاءِ الحَيَاةِ, لِلْعَالِمِ البَاحِثِ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الجِيُوبُولِيتِيكِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely geo-political and pivotal stage
FR: à cette phase charnière extrêmement géopolitique
UR: اس انتہائی جیو پولیٹیکل اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point that involves map changes, border disputes, and the power of geography over nations.

Example: اِتَّحَدْنَا فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الجِيُوبُولِيتِيكِيَّةِ لِلْغَايَةِ.

Translation: We united at this extremely geo-political and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَحْظَةُ تَقْسِيمِ الأَرْضِ, وَقْتٌ دَوْلِيٌّ حَاسِمٌ"
بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفَلَكِيِّ المَجَرِّيِّ,"Translations:
EN: at your own scientific, astronomical and galactic discretion
FR: à ta seule discrétion scientifique, astronomique et galactique
UR: آپ کی اپنی سائنسی، فلکیاتی اور کہکشانی صوابدید پر

Definition:
(EN) (Triple emphatic). Focuses entirely on the listener's understanding of stars, planets, and the structure of galaxies in the deep universe.

Example: حَدِّدِ المَسَارَ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفَلَكِيِّ المَجَرِّيِّ.

Translation: Define the path at your own scientific, astronomical and galactic discretion.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: حَسْبَ نُجُومِ الكَوْنِ, لِلْعَالِمِ الفَلَكِيِّ"
فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الأَبَدِيَّةِ لِلْغَايَةِ,"Translations:
EN: at this extremely eternal and pivotal stage
FR: à cette phase charnière extrêmement éternelle
UR: اس انتہائی ابدی اور کلیدی مرحلے پر

Definition:
(EN) (Double emphatic). Phrase focusing on a turning point that will affect not just the next few years, but the entire future history of the world forever.

Example: بَنَيْنَا مَجْدَنَا فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الأَبَدِيَّةِ لِلْغَايَةِ.

Translation: We built our glory at this extremely eternal and pivotal stage.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَحْظَةُ الخُلُودِ العُظْمَى, وَقْتٌ لا يَنْتَهِي أَثَرُهُ"
