rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags
1025,پہر,"n. unit of time equalling three hours | Platts: s.m. A division of time consisting of eight ghaṛīs or three hours, an eighth part of a day, a watch: —…",verified_strong,4.160,True,True,"equall,equalling,hour,hours,three,time,unit",True,True,,
1026,جاتی,"s.f. See jāt, s.f",explicit_review_required,5.780,False,False,,True,True,,
1027,بارے,"about, regarding (کے بارے میں)",explicit_review_required,5.620,False,False,,True,True,,
1028,ای,the English letter E (in acronyms),explicit_review_required,5.160,False,False,,True,True,,
1029,لیا,took (masculine of لینا),explicit_review_required,5.860,False,False,,True,True,,
1030,جانے,"(2nd. or 3rd. pers. sing. aor. of jānnā), adv. & conj. One would suppose…",explicit_review_required,5.810,False,False,,True,True,,
1031,پی,the English letter P; drank (feminine of پینا),explicit_review_required,6.080,False,False,,True,True,,
1032,امریکی,American,explicit_review_required,5.750,False,False,,True,True,,
1033,ہوتے,"happen, are (plural)",explicit_review_required,5.810,False,False,,True,True,,
1034,کرتا,does (masculine of کرنا); kurta (shirt),explicit_review_required,5.900,False,False,,True,True,,
1035,ایم,the English letter M (in acronyms),explicit_review_required,5.750,False,False,,True,True,,
1036,بتایا,"told, informed (of بتانا)",explicit_review_required,5.160,False,False,,True,True,,
1037,مجہے,"(dialec.) मुझै mujhai (see mujh), pron. Me; to me",explicit_review_required,0.000,False,False,,True,True,,
1038,پولیس,police,explicit_review_required,5.800,False,False,,True,True,,
1039,کہیل,"(prob. akin to khilnā, q.v.), s.f. Parched grain or rice (inflated or puffed out so as to appear like froth;…",explicit_review_required,0.000,False,False,,True,True,,
1040,کرے,may do (subjunctive of کرنا),explicit_review_required,5.870,False,False,,True,True,,
1041,سکتے,"can, are able (plural)",explicit_review_required,5.670,False,False,,True,True,,
1042,گہر,"s.m. House, dwelling, mansion, habitation, abode, home; — a room (in a house), an apartment; — a den; nest;…",explicit_review_required,3.310,False,False,,True,True,,
1043,جاتے,inflection of जाना (jānā):,explicit_review_required,5.710,False,False,,True,True,,
1044,سکتی,"can, is able (feminine)",explicit_review_required,5.460,False,False,,True,True,,
1045,میچ,match (sports),explicit_review_required,5.320,False,False,,True,True,,
1046,دیں,give (polite/plural of دینا),explicit_review_required,5.720,False,False,,True,True,,
1047,سکے,plural direct of سِکَّہ (sikka — coin; medal) | also: oblique singular of سِکَّہ (sikka — coin; medal),explicit_review_required,5.320,False,False,,True,True,,
1048,ٹی,the English letter T (in acronyms),explicit_review_required,5.790,False,False,,True,True,,
1049,علاوہ,"besides, in addition to (کے علاوہ)",verified,5.690,False,False,,True,True,,
1050,خبریں,plural formal of خَبَر (xabar — news),explicit_review_required,4.890,False,False,,True,True,,
1051,آئے,came (plural),explicit_review_required,5.750,False,False,,True,True,,
1052,عالمی,"global, international",explicit_review_required,5.560,False,False,,True,True,,
1053,حوالے,"plural direct of حَوَالَہ (havāla — reference, citing) | also: oblique singular of حَوَالَہ (havāla — reference, citing)",explicit_review_required,5.230,False,False,,True,True,,
1054,دینے,oblique infinitive; masculine plural infinitive participle,explicit_review_required,5.750,True,True,"infinitive,masculine,oblique,participle,plural",False,,,
1055,آنے,inflection of आना (ānā): | also: plural direct of آنَہ (āna — an anna (¹⁄₁₆ of an Indian rupee)),explicit_review_required,5.590,False,False,,True,True,,
1056,کرتی,does (feminine of کرنا),explicit_review_required,5.560,False,False,,True,True,,
1057,ایسی,direct/oblique/vocative feminine singular/plural of ऐसा (aisā),explicit_review_required,5.600,False,False,,True,True,,
1058,سید,Sayyid (title/name: descendant of the Prophet),explicit_review_required,5.400,False,False,,True,True,,
1059,تعمیر,"construction, building",explicit_review_required,5.340,False,False,,True,True,,
1060,ذریعے,"plural direct of ذَرِیعَہ (zariya — means, way, agency) | also: oblique singular of ذَرِیعَہ (zariya — means, way, agency)",explicit_review_required,5.370,False,False,,True,True,,
1061,دیتے,give (plural),explicit_review_required,5.610,False,False,,True,True,,
1062,مشرف,"Musharraf (Pervez Musharraf, Pakistani president 2001–08); honored",explicit_review_required,5.020,False,False,,True,True,,
1063,پابندی,"restriction, curtailment; custom, tradition",explicit_review_required,4.990,False,False,,True,True,,
1064,ڈی,the English letter D (in acronyms),explicit_review_required,5.630,False,False,,True,True,,
1065,پوری,s.f. A thin cake of meal fried in ghī or oil,explicit_review_required,5.610,False,False,,True,True,,
1066,لیں,take (polite/plural of لینا),explicit_review_required,5.510,False,False,,True,True,,
1067,ایس,the English letter S (in acronyms),explicit_review_required,5.680,False,False,,True,True,,
1068,مل,"s.m. Dirt, filth; dust; impurity; impure matter; excrement; refuse; sediment; dregs; scum; alloy or dross (of…",explicit_review_required,5.600,False,False,,True,True,,
1069,اسمبلی,"assembly, legislature",explicit_review_required,5.570,False,False,,True,True,,
1070,اعلان,"announcement, declaration",explicit_review_required,5.570,False,False,,True,True,,
1071,تحت,"(in A. phrases taḥtu), s.m. The location which is beneath, the interior part, the under part, the inferior…",explicit_review_required,5.440,False,False,,True,True,,
1072,ابہی,"adj. & s.m. (f. -ā), Without fear, fearless, undaunted, bold, courageous; — a fearless person, &c.…",explicit_review_required,0.000,False,False,,True,True,,
1073,آف,of (in English names: بینک آف...),explicit_review_required,5.560,False,False,,True,True,,
1074,لیگ,league,explicit_review_required,5.650,False,False,,True,True,,
1075,بہر,"(changeable to बहिस् bahis and बहिः bahih̥), adj. Out, without, outside, outer, ex ternal, exterior…",explicit_review_required,4.180,False,False,,True,True,,
1076,چکے,"(fr. ćakkā), s.m. A Hindū festival at which it is unlawful to eat any grain ground in a mill. | also: plural masculine of چُکْنا (cuknā — to be settled) | also: plural masculine of چَکْنا (caknā — to be astonished, bewildered, surprised, or amazed)",explicit_review_required,5.300,False,False,,True,True,,
1077,حالات,"circumstances, conditions",explicit_review_required,5.370,False,False,,True,True,,
1078,لگا,"seemed, struck, began (of لگنا)",explicit_review_required,5.650,False,False,,True,True,,
1079,سلسلے,"plural direct of سِلْسِلَہ (silsila — chain, shackle) | also: oblique singular of سِلْسِلَہ (silsila — chain, shackle)",explicit_review_required,5.130,False,False,,True,True,,
1080,گرفتار,"adj. & s.m. Taken, seized, arrested, captured; involved (in), entangled; liable; stricken, smitten (with…",explicit_review_required,5.320,False,False,,True,True,,
1081,رنز,s.m. Rice (syn. ćāwal; birinj),explicit_review_required,4.600,False,False,,True,True,,
1082,اقبال,"s.m. Prosperity, good fortune, auspices, felicity; prestige; — acceptance (of a bond, bill, &c.); admission…",explicit_review_required,5.340,False,False,,True,True,,
1083,نمبر,"number, numeral; phone number",explicit_review_required,5.330,False,False,,True,True,,
1084,لی,took (feminine of لینا),explicit_review_required,5.420,False,False,,True,True,,
1085,رپورٹ,report,explicit_review_required,5.340,False,False,,True,True,,
1086,اچہی,"adj. Imperishable; undecayable: — aććhai-lok, s.m. The imperishable world, heaven",explicit_review_required,0.000,False,False,,True,True,,
1087,خطاب,"(inf. n. of iii of خطب 'to recite'), s.m. Conversation, discourse, speech, address, harangue…",explicit_review_required,5.270,False,False,,True,True,,
1088,سرکاری,"governmental, official",explicit_review_required,5.480,False,False,,True,True,,
1089,بہائی,"adj. Baháʼí | n. Baháʼí | Platts: s.f. A spirit, supposed to tease infants by whispering alternately sad and pleasing things in their ears…",verified_strong,3.330,True,True,bah,True,True,,
1090,کہتے,form of کَہْنا (kahnā — to say) | also: plural masculine of کَہْنا (kahnā — to say),explicit_review_required,5.630,False,False,,True,True,,
1091,باوجود,despite (کے باوجود),explicit_review_required,5.270,False,False,,True,True,,
1092,چکا,already done (completive of چکنا),explicit_review_required,5.360,False,False,,True,True,,
1093,حسن,beauty,explicit_review_required,5.400,False,False,,True,True,,
1094,بنایا,"made, built (of بنانا)",explicit_review_required,5.460,False,False,,True,True,,
1095,صوبائی,provincial,explicit_review_required,5.230,False,False,,True,True,,
1096,کانفرنس,conference,explicit_review_required,5.300,False,False,,True,True,,
1097,مولانا,a maulana,explicit_review_required,5.520,False,False,,True,True,,
1098,میر,"(contrac. of amīr, q.v.), s.m. Chief, leader, master, head, dux; a title by which the Saiyids (or descendants…",explicit_review_required,5.170,False,False,,True,True,,
1099,پہنچ,"(see pahuṅćnā), s.f. Arrival; reach; access, admittance; attainment, comprehension; sagacity, penetration;… | also: form of پَہُن٘چنا (pahũcnā — to arrive, to reach)",explicit_review_required,5.350,False,False,,True,True,,
1100,پیداوار,"produce; yield (of land); production, manufacture",explicit_review_required,4.920,False,False,,True,True,,
1101,کیے,did (plural of کرنا),explicit_review_required,5.690,False,False,,True,True,,
1102,پروفیسر,professor,explicit_review_required,5.050,False,False,,True,True,,
1103,درج,"(inf. n. of درج 'to fold or roll up'), s.m. Folding up, fold; comprising, including, holding; insertion,…",explicit_review_required,5.280,False,False,,True,True,,
1104,چاہتے,want (plural of چاہنا),explicit_review_required,5.440,False,False,,True,True,,
1105,چودہری,"s.m. The head man of a caste, guild, profession, or trade; the head man of a village; a title, an honorific…",explicit_review_required,0.000,False,False,,True,True,,
1106,دیتا,gives (masculine of دینا),explicit_review_required,5.500,False,False,,True,True,,
1107,قیام,"stay, residence; establishment",explicit_review_required,5.330,False,False,,True,True,,
1108,ڈالر,dollar,explicit_review_required,5.300,False,False,,True,True,,
1109,بہترین,"best, excellent",explicit_review_required,5.360,False,False,,True,True,,
1110,زیر,"under, below (زیرِ غور = under consideration)",explicit_review_required,5.410,False,False,,True,True,,
1111,وزیراعظم,prime minister,explicit_review_required,5.620,False,False,,True,True,,
1112,زخمی,"(rel. n. fr. zaḵẖm), adj. & s.m.f. Wounded, hurt; slain, killed by a wound; — a wounded person: — zaḵẖmī…",explicit_review_required,5.290,False,False,,True,True,,
1113,شخصیت,"(for A. شخصية, abst. s. fr. شخصی, rel. n. of shaḵẖṣ), s.f. Individuality, personality, identity; nobility,…",explicit_review_required,5.080,False,False,,True,True,,
1114,سکول,school,explicit_review_required,4.910,False,False,,True,True,,
1115,سری,"s.f. Cascade, waterfall; water-course, channel for water (in a garden, &c.), a river; — sari-tīr, s.m. Bank…",explicit_review_required,5.040,False,False,,True,True,,
1116,نیوز,news,explicit_review_required,5.380,False,False,,True,True,,
1117,حیثیت,"status, standing, capacity",explicit_review_required,5.320,False,False,,True,True,,
1118,کہیں,"somewhere, anywhere | also: plural perfective of کَہْنا (kahnā — to say)",explicit_review_required,5.540,False,False,,True,True,,
1119,این,the English letter N (in acronyms),explicit_review_required,5.610,False,False,,True,True,,
1120,ملا,"met, received (of ملنا); mullah",explicit_review_required,5.370,False,False,,True,True,,
1121,ایف,the English letter F (in acronyms),explicit_review_required,5.270,False,False,,True,True,,
1122,چل,"s.f.m. (masc. in S., but fem. in H., in which it is the v.n. of ćalnā, q.v.), Going, departure; dispersion;…",explicit_review_required,5.260,False,False,,True,True,,
1123,زائد,"(act. part. of زيد 'to increase,' &c.), adj. Exceeding, in excess, beyond, more (than, -se), redundant,…",explicit_review_required,5.050,False,False,,True,True,,
1124,شرح,rate; commentary,explicit_review_required,5.020,False,False,,True,True,,
1125,تقریب,"s.f. Giving access (to), causing to approach, bringing near; approaching; approximation, proximity; approach,…",explicit_review_required,5.070,False,False,,True,True,,
1126,چاہیے,"should, ought to, is needed",explicit_review_required,5.610,False,False,,True,True,,
1127,آتا,"(imperf. part. of آنا ānā, q.v.), s.m. One who comes, a comer; that which is coming to or due, dues,…",explicit_review_required,5.400,False,False,,True,True,,
1128,تعالی,"adj., lit. 'He is exalted'; or 'be He exalted'; the Exalted, the Most High (God)",explicit_review_required,5.630,False,False,,True,True,,
1129,دیکہا,"(fr. dekhnā, q.v.), s.m. (f. -ī), Seeing, sight: — dekhā-bhālī, s.f. Looking, scanning; ogling…",explicit_review_required,0.000,False,False,,True,True,,
1130,اچہا,"adj. (f. -ī), Good; serviceable; useful; fit; excellent; nice, fine; — sound; hale; healthy; salubrious (as…",explicit_review_required,0.000,False,False,,True,True,,
1131,رہیں,plural perfective of رَہْنا (rahnā — to live) | also: feminine of رَہْنا (rahnā — to live),explicit_review_required,5.370,False,False,,True,True,,
1132,جمع,"(inf. n. of جمع 'to collect'), s.f. A collection, a number together, an assemblage, a congregation, assembly;…",explicit_review_required,5.310,False,False,,True,True,,
1133,آؤٹ,out,explicit_review_required,4.720,False,False,,True,True,,
1134,سالہ,"(fr. sāl), adj. aff. Years old, &c. (used with numerals, e.g. du-sāla, 'Two years old'; ṣad-sāla, 'of a…",explicit_review_required,4.940,False,False,,True,True,,
1135,رہتے,"(formative or oblique of rahtā, imperf. part. of rahnā), adv. In the presence (of, -ke), before; while (he… | also: form of رَہْنا (rahnā — to live)",explicit_review_required,5.250,False,False,,True,True,,
1136,ارکان,"s.m. pl. (of رکن rukn), Supports, props; posts, pillars, columns; component parts; fundamentals, essentials;…",explicit_review_required,5.080,False,False,,True,True,,
1137,رقم,"(inf. n. of رقم 'to stamp, mark,' &c.), s.f. Mark, sign, price-mark; writing, hand-writing, character;…",explicit_review_required,4.900,False,False,,True,True,,
1138,آتے,inflection of आना (ānā); inflection of आना (ānā):,explicit_review_required,5.350,False,False,,True,True,,
1139,بنائے,made (plural),explicit_review_required,5.010,False,False,,True,True,,
1140,رہنے,oblique infinitive of رَہْنا (rahnā — to live) | also: plural infinitive of رَہْنا (rahnā — to live),explicit_review_required,5.270,False,False,,True,True,,
1141,عرصہ,"(for A. عرصة, v.n. fr. عرص 'to play, sport,' &c.), s.m. Court, open area (of a house, — the 'play-ground' of…",explicit_review_required,5.060,False,False,,True,True,,
1142,شوکت,"corr. shokat (for A. شوکة, n. of un. fr. shauk, inf. n. of شوك 'to pierce,' &c.), s.f. A thorn; — power,…",explicit_review_required,4.670,False,False,,True,True,,
1143,یونیورسٹی,university,explicit_review_required,5.340,False,False,,True,True,,
1144,شائع,published (شائع ہونا = to be published),explicit_review_required,5.210,False,False,,True,True,,
1145,برقرار,"established, confirmed, fixed, settled, maintained",explicit_review_required,4.980,False,False,,True,True,,
1146,حکام,"authorities, officials (plural of حاکم)",explicit_review_required,4.860,False,False,,True,True,,
1147,ملے,"met, received (plural)",explicit_review_required,5.290,False,False,,True,True,,
1148,نامہ نگار,correspondent (journalist who sends reports from abroad),explicit_review_required,4.700,True,True,"abroad,correspondent,journalist,report,reports,send,sends",False,,,
1149,سربراہ,"head, chief (of an organization)",explicit_review_required,5.060,False,False,,True,True,,
1150,بش,"s.m. Poison, &c. = bis, q.v.: — bish-kanyā, s.f. lit. 'Poison-damsel'…",explicit_review_required,4.030,False,False,,True,True,,
1151,الیکشن,election,explicit_review_required,5.540,False,False,,True,True,,
1152,منعقد,"(act. part. of اِنْعقد 'to become tied, or knit,' &c., vii of عقد 'to tie,' &c.), part. adj. Tied, knit;…",explicit_review_required,4.960,False,False,,True,True,,
1153,قائد,"(act. part. of قود 'to lead,' &c.), s.m. A leader; a general; — the last star in the tail of Ursa Minor",explicit_review_required,5.090,False,False,,True,True,,
1154,تبدیلی,"s.f. Transfer (of officials, &c.); relief (of a guard)",explicit_review_required,5.270,False,False,,True,True,,
1155,مشتمل,"comprising, consisting of (پر مشتمل)",explicit_review_required,5.180,False,False,,True,True,,
1156,رہتا,masculine singular of رَہْنا (rahnā — to live) | also: masculine of رَہْنا (rahnā — to live),explicit_review_required,5.220,False,False,,True,True,,
1157,فلموں,"plural oblique of فِلْم (film, movie)",explicit_review_required,4.780,False,False,,True,True,,
1158,بین الاقوامی,international,explicit_review_required,5.000,True,True,international,False,,,
1159,آپریشن,operation (military or medical),explicit_review_required,5.190,False,False,,True,True,,
1160,وفاقی,federal,explicit_review_required,5.120,False,False,,True,True,,
1161,ٹیکس,tax,explicit_review_required,4.960,False,False,,True,True,,
1162,حیدر,"(fr. حدر 'to be thick and strong'), s.m. A lion; a name of ʻAlī, son-in-law of Mohammad; a proper name",explicit_review_required,4.860,False,False,,True,True,,
1163,فروخت,"s.f. Selling; sale: — faroḵẖt karnā, v.t. To sell",explicit_review_required,4.920,False,False,,True,True,,
1164,نواز,"(fr. nawāḵẖtan; see nawāḵẖta), part. adj. & n. of ag., Caressing, soothing; cherishing; — playing (on a…",explicit_review_required,5.750,False,False,,True,True,,
1165,محفوظ,"(pass. part. of حفظ 'to keep, preserve, guard,' &c.), part. Kept safe, preserved, guarded, protected, taken…",explicit_review_required,5.210,False,False,,True,True,,
1166,نتیجے,"plural direct of نَتِیجَہ (natīja — result, consequence, end, outcome) | also: oblique singular of نَتِیجَہ (natīja — result, consequence, end, outcome)",explicit_review_required,5.270,False,False,,True,True,,
1167,دیتی,gives (feminine),explicit_review_required,5.190,False,False,,True,True,,
1168,فیصلے,plural direct of فَیصْلَہ (faisla — decision; judgment) | also: oblique singular of فَیصْلَہ (faisla — decision; judgment),explicit_review_required,5.080,False,False,,True,True,,
1169,فرمایا,"masculine singular of فَرْمانا (farmānā — to bequest, request; to utter, say graciously)",explicit_review_required,5.420,False,False,,True,True,,
1170,لیتے,take (plural),explicit_review_required,5.250,False,False,,True,True,,
1171,ٹاؤن,town,explicit_review_required,5.270,False,False,,True,True,,
1172,اپوزیشن,opposition (political),explicit_review_required,5.070,False,False,,True,True,,
1173,فروغ,"(for furoḵẖ, by change of خ to غ; see furoz, and furoḵẖta), s.m. Illumination, light, brightness, splendour;…",explicit_review_required,4.950,False,False,,True,True,,
1174,شمار,"s.f. Counting, reckoning, computing, numbering; calculation, amount, number; account, note, estimation: —…",explicit_review_required,5.350,False,False,,True,True,,
1175,فائنل,last round of a competition to decide the winner,explicit_review_required,4.920,False,False,,True,True,,
1176,عملی,"(rel. n. fr. ʻamal), adj. Practical (opp. to ʻilmī, 'theoretical'); to be done, fabrile, fictitious,…",explicit_review_required,5.030,False,False,,True,True,,
1177,ہاکی,hockey,explicit_review_required,4.520,False,False,,True,True,,
1178,مطالبہ,demand,explicit_review_required,5.260,False,False,,True,True,,
1179,چلا,"moved, went (of چلنا)",explicit_review_required,5.290,False,False,,True,True,,
1180,چیف,chief,explicit_review_required,5.580,False,False,,True,True,,
1181,دودہ,"(see dūd), s.m. Family; — lamp-black; soot",explicit_review_required,0.000,False,False,,True,True,,
1182,شعبہ,"(for A. شعبة shǒʻbat, v.n. fr. شعب 'to collect;' 'to separate,' &c.), s.m. A crack, cleft in a mountain; a…",explicit_review_required,5.030,False,False,,True,True,,
1183,ملین,"(act. part. of ليّن 'to smooth; to soften,' &c., ii of لان (for لين) 'to be smooth,' &c.), adj. & s.m.…",explicit_review_required,4.800,False,False,,True,True,,
1184,رہتی,feminine singular of رَہْنا (rahnā — to live) | also: feminine of رَہْنا (rahnā — to live),explicit_review_required,5.080,False,False,,True,True,,
1185,اکرم,"adj. compar. & superl. (of کريم karīm), Most merciful; very kind, very generous, bountiful",explicit_review_required,4.980,False,False,,True,True,,
1186,نمایاں,alternative form of नुमायान (numāyān),explicit_review_required,5.010,False,False,,True,True,,
1187,طریقے,plural direct of طَرِیقَہ (tarīqa — method) | also: oblique singular of طَرِیقَہ (tarīqa — method),explicit_review_required,4.910,False,False,,True,True,,
1188,یونین,operation denoted by symbol “∪” applied on two sets; the set of all distinct elements in the collection,explicit_review_required,5.080,False,False,,True,True,,
1189,ایل,the English letter L (in acronyms),explicit_review_required,5.320,False,False,,True,True,,
1190,طلبہ,"(for A. طلبة, pl. of t̤ālib), s.m. Students (see t̤ulabā)",explicit_review_required,4.950,False,False,,True,True,,
1191,چاہتا,wants (masculine),explicit_review_required,5.340,False,False,,True,True,,
1192,پائی,"s.f. A small copper coin; the fourth part of an ānā or anna, a paisā or pice; a vertical line (in Hindī…",explicit_review_required,5.040,False,False,,True,True,,
1193,سماجی,s.m. Musicians that attend dancers,explicit_review_required,5.180,False,False,,True,True,,
1194,ریکارڈ,record,explicit_review_required,5.110,False,False,,True,True,,
1195,مالی,"s.m. The caste of gardeners; a man of that caste, a gardener, a florist",explicit_review_required,4.990,False,False,,True,True,,
1196,تلاش,"(prob. contrac. from A. talāshī, q.v.), s.f. Search, quest; scrutiny; study, research; pursuit (syn.…",explicit_review_required,5.260,False,False,,True,True,,
1197,اثرات,"plural formal of اَثَر (asar — result, consequence, impact)",explicit_review_required,4.870,False,False,,True,True,,
1198,ڈال,"branch, bough",explicit_review_required,5.300,False,False,,True,True,,
1199,اہتمام,"s.m. Solicitude, care, anxiety, diligence; inspection, supervision, management, superintendence, charge: —…",explicit_review_required,4.740,False,False,,True,True,,
1200,اینڈ,"city in and county seat of Garfield County, Oklahoma, United States",explicit_review_required,5.100,False,False,,True,True,,
1201,گورنر,high ranked governing official,explicit_review_required,5.030,False,False,,True,True,,
1202,فراہمی,"s.f. A gathering together, collecting, assembling; collection",explicit_review_required,4.650,False,False,,True,True,,
1203,وسطی,"(rel. n. fr. wasat̤), = A وسطي wust̤ā (fem. of ausat̤, compar. and super. of wasat̤), adj. Middle, central,…",explicit_review_required,4.860,False,False,,True,True,,
1204,ذیل,"s.m. The latter, hinder, last, or hindmost part (of anything), lower part, bottom; supplementary part; skirt,…",explicit_review_required,4.890,False,False,,True,True,,
1205,مجموعی,"total, overall, aggregate",explicit_review_required,5.010,False,False,,True,True,,
1206,ہسپتال,hospital,explicit_review_required,5.200,False,False,,True,True,,
1207,میران,s.m. A portion paid to the head of a department out of the fees received by the inferior officers…,explicit_review_required,3.280,False,False,,True,True,,
1208,مجلس,"(n. of place fr. جلس 'to sit'), s.f. An assembly, congregation, company, party, meeting; convivial meeting;…",explicit_review_required,5.010,False,False,,True,True,,
1209,مشکلات,"s.f. pl. (of mushkil), Difficulties; intricacies; doubts, &c. | also: plural formal of مُشْکِل (muśkil — difficulty)",explicit_review_required,4.750,False,False,,True,True,,
1210,کوچ,"s.m. Armour, mail, coat of mail, cuirass; — an amulet, a charm (part of a mantra, or a mystical verse or…",explicit_review_required,4.520,False,False,,True,True,,
1211,لگتا,"part. adj. (f. -ī), Touching, joining, &c.; applying (to, -se); having affinity, related; resembling; —…",explicit_review_required,5.180,False,False,,True,True,,
1212,رکہی,"s.m. Protector, guardian ( = rakshak, q.v.)",explicit_review_required,0.000,False,False,,True,True,,
1213,دلچسپی,interest,explicit_review_required,4.800,False,False,,True,True,,
1214,رسد,"(fr. rasīdan; see ras), s.f. Coming in, income, import; revenue; store of grain (laid up for an army, or…",explicit_review_required,3.890,False,False,,True,True,,
1215,چلے,"moved, went (plural)",explicit_review_required,5.250,False,False,,True,True,,
1216,اخراجات,"s.m. (pl. of the above), Expenses, disbursements, costs, charges",explicit_review_required,4.540,False,False,,True,True,,
1217,مار,"adj. & s.m. (f. -ī), Killing, slaying, destroying; — killer, destroyer (as last member of compounds); —…",explicit_review_required,5.160,False,False,,True,True,,
1218,ووٹ,vote,explicit_review_required,5.300,False,False,,True,True,,
1219,تجویز,"s.f. Permitting, allowing; approving; permission; approbation; inquiring into, examining, considering;…",explicit_review_required,4.880,False,False,,True,True,,
1220,کرنی,"s.f. An action, act, deed, doing; business",explicit_review_required,5.100,False,False,,True,True,,
1221,پہنچا,"s.m. The fore-arm, the wrist. | also: perfective masculine of پَہُن٘چنا (pahũcnā — to arrive, to reach)",explicit_review_required,5.030,False,False,,True,True,,
1222,دکہائی,"s.f. Showing (one self, itself, &c.), coming in sight, appearance…",explicit_review_required,0.000,False,False,,True,True,,
1223,فرق,"(inf. n. of فرق 'to make a separation or distinction' (between)), s.m. Separation, intervening space,…",explicit_review_required,5.130,False,False,,True,True,,
1224,اننگز,division of a cricket match during which a team takes its turn at batting,explicit_review_required,4.020,False,False,,True,True,,
1225,سروس,"service; duty, work",explicit_review_required,4.790,False,False,,True,True,,
1226,عائد,"(act. part. of عود 'to return,' &c.), part. adj. Returning, coming back, reverting (to), relating or…",explicit_review_required,4.810,False,False,,True,True,,
1227,کردہ,"done, made (Persian participle: قائم کردہ = established)",explicit_review_required,5.250,False,False,,True,True,,
1228,الطاف,"s.m. pl. (of لطف lut̤f,), Kindnesses, favours",explicit_review_required,4.650,False,False,,True,True,,
1229,کمپنی,company,explicit_review_required,5.300,False,False,,True,True,,
1230,اندازہ,"estimate, guess (a rough calculation that approximates the actual value); hypothesis (a conjecture to the cause or purpose of something)",explicit_review_required,4.990,False,False,,True,True,,
1231,نتائج,"s.m. pl. (of natīja, q.v.), Fruits, consequences, issues, &c. | also: plural formal of نَتِیجَہ (natīja — result, consequence, end, outcome)",explicit_review_required,5.170,False,False,,True,True,,
1232,تباہی,"s.f. Ruin, wreck, destruction, perdition; wretchedness, misery; wickedness, depravity: — tabāhī-zada, adj.…",explicit_review_required,4.790,False,False,,True,True,,
1233,طالب,seeker (طالب علم = student),explicit_review_required,5.050,False,False,,True,True,,
1234,میڈیا,media,explicit_review_required,5.680,False,False,,True,True,,
1235,مظفر,"(pass. part. of ظفّر 'to cause to be successful, or victorious,' ii of ظفر 'to be successful,' &c.), part.…",explicit_review_required,4.570,False,False,,True,True,,
1236,کیں,did (feminine plural of کرنا),explicit_review_required,5.020,False,False,,True,True,,
1237,مارکیٹ,market,explicit_review_required,4.850,False,False,,True,True,,
1238,بیرونی,"adj. Outer, external, &c. = bāharī, q.v",explicit_review_required,4.870,False,False,,True,True,,
