Front,Back
مِنَ المُفْتَرَضِ أَنْ,"Translations:
EN: supposed to / presumably
FR: censé / supposé que
UR: فرض کیا جاتا ہے کہ / ہونا چاہیے کہ

Definition:
(EN) Phrase indicating an expectation or a theoretical assumption about an action.

Example: مِنَ المُفْتَرَضِ أَنْ نَصِلَ الآنَ.

Translation: We are supposed to arrive now.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مِنَ المُتَوَقَّعِ أَنْ, يُفْتَرَضُ أَنْ"
لِأَقْصَى حَدٍّ,"Translations:
EN: to the maximum extent / as much as possible
FR: au maximum / autant que possible
UR: زیادہ سے زیادہ

Definition:
(EN) Phrase indicating the highest limit or degree of something.

Example: اِسْتَمْتَعْتُ لِأَقْصَى حَدٍّ.

Translation: I enjoyed myself to the maximum extent.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلْغَايَةِ, كَثِيرًا جِدًّا"
مِنْ وَقْتٍ لِآخَرَ,"Translations:
EN: from time to time / occasionally
FR: de temps en temps / occasionnellement
UR: وقت فوقت / کبھی کبھی

Definition:
(EN) Phrase indicating that an action occurs at irregular intervals.

Example: أَزُورُهُ مِنْ وَقْتٍ لِآخَرَ.

Translation: I visit him from time to time.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: أَحْيَانًا, بَيْنَ الحِينِ وَالآخَرِ"
بِغَضِّ النَّظَرِ عَنْ,"Translations:
EN: regardless of
FR: indépendamment de
UR: قطع نظر

Definition:
(EN) Phrase used to exclude a particular factor or circumstance from consideration.

Example: بِغَضِّ النَّظَرِ عَنِ الظُّرُوفِ.

Translation: Regardless of the circumstances.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: دُونَ اعْتِبَارٍ لِـ, مَعَ ذَلِكَ"
بِصِفَةٍ خَاصَّةٍ,"Translations:
EN: especially / particularly
FR: particulièrement / spécialement
UR: خاص طور پر

Definition:
(EN) Phrase used to emphasize a specific instance or a member of a group.

Example: أُحِبُّ الرِّيَاضَةَ، بِصِفَةٍ خَاصَّةٍ السِّبَاحَةَ.

Translation: I love sports, especially swimming.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: خُصُوصًا, لَا سِيَّمَا"
مِنَ المُرَجَّحِ أَنْ,"Translations:
EN: likely to / probably
FR: probable que / vraisemblablement
UR: غالب گمان ہے کہ

Definition:
(EN) Phrase used to indicate that something is more likely true or expected to happen than not.

Example: مِنَ المُرَجَّحِ أَنْ تُمْطِرَ اليَوْمَ.

Translation: It is likely to rain today.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مِنَ المُحْتَمَلِ أَنْ, رُبَّمَا"
لَا بُدَّ أَنْ,"Translations:
EN: must / it is necessary that
FR: il faut que / devoir
UR: ہونا چاہیے کہ / لازمی ہے

Definition:
(EN) Phrase used to express an absolute necessity or an inescapable conclusion.

Example: لَا بُدَّ أَنْ نَذْهَبَ الآنَ.

Translation: We must go now.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: يَجِبُ أَنْ, يَنْبَغِي أَنْ"
عَلَى كُلِّ حَالٍ,"Translations:
EN: in any case / anyway
FR: de toute façon / quoi qu'il en soit
UR: بہرحال

Definition:
(EN) Phrase used to summarize or dismiss previous points and move on.

Example: عَلَى كُلِّ حَالٍ، شُكْرًا لَكَ.

Translation: Anyway, thank you.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: بِأَيِّ حَالٍ, مَهْمَا كَانَ"
مِنْ وَجْهَةِ نَظَرِي,"Translations:
EN: from my point of view
FR: de mon point de vue
UR: میری نظر میں / میرے نقطہ نظر سے

Definition:
(EN) Phrase used to introduce one's personal opinion or perspective on a matter.

Example: مِنْ وَجْهَةِ نَظَرِي، هَذَا خَطَأٌ.

Translation: From my point of view, this is a mistake.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: فِي رَأْيِي, بِالنِّسْبَةِ لِي"
مِنْ نَاحِيَةٍ,"Translations:
EN: from one side / on one hand
FR: d'un côté / d'une part
UR: ایک لحاظ سے

Definition:
(EN) Phrase used to introduce the first part of a comparison or a multi-faceted argument.

Example: مِنْ نَاحِيَةٍ، هِيَ جَمِيلَةٌ.

Translation: On one hand, she is beautiful.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مِنْ جَانِبٍ, أَوَّلاً"
مِنْ تِلْقَاءِ نَفْسِهِ,"Translations:
EN: of his own accord / spontaneously
FR: de son propre chef / spontanément
UR: خود بخود / اپنی مرضی سے

Definition:
(EN) Phrase used to describe an action done without external pressure or invitation.

Example: فَعَلَ ذَلِكَ مِنْ تِلْقَاءِ نَفْسِهِ.

Translation: He did that of his own accord.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: تِلْقَائِيًّا, مِنْ دُونِ طَلَبٍ"
بِلا شَكٍّ,"Translations:
EN: without a doubt / certainly
FR: sans aucun doute / certainement
UR: بلاشبہ

Definition:
(EN) Phrase used to express total certainty or conviction about a statement.

Example: أَنْتَ مُحِقٌّ بِلا شَكٍّ.

Translation: You are right without a doubt.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: يَقِينًا, تَمَامًا"
بِمَا أَنَّ,"Translations:
EN: since / because / as
FR: puisque / comme
UR: چونکہ / اس لیے کہ

Definition:
(EN) Conjunction used to introduce a known or established reason for a subsequent statement.

Example: بِمَا أَنَّكَ هُنَا، فَلْنَذْهَبْ.

Translation: Since you are here, let's go.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِأَنَّ, حَيْثُ إِنَّ"
عَلَى الرَّغْمِ مِنْ,"Translations:
EN: despite / in spite of
FR: malgré / en dépit de
UR: کے باوجود

Definition:
(EN) Prepositional phrase used to introduce a fact that contrasts with the main clause.

Example: نَجَحَ عَلَى الرَّغْمِ مِنَ الصُّعُوبَاتِ.

Translation: He succeeded despite the difficulties.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: رَغْمَ, مَعَ أَنَّ"
مَعَ ذَلِكَ,"Translations:
EN: nevertheless / however / even so
FR: néanmoins / pourtant / tout de même
UR: اس کے باوجود / پھر بھی

Definition:
(EN) Phrase used to introduce a statement that contrasts with what was just said.

Example: كَانَ مَرِيضًا، وَمَعَ ذَلِكَ جَاءَ.

Translation: He was sick, and nevertheless he came.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَكِنْ, رَغْمَ ذَلِكَ"
مِنْ حِينٍ لِآخَرَ,"Translations:
EN: from time to time / occasionally
FR: de temps en temps
UR: کبھی کبھی / وقت فوقت

Definition:
(EN) Phrase indicating that an action occurs intermittently or not very often.

Example: نَلْتَقِي مِنْ حِينٍ لِآخَرَ.

Translation: We meet from time to time.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: أَحْيَانًا, بَيْنَ الحِينِ وَالآخَرِ"
مِنْ نَاحِيَتِي,"Translations:
EN: from my side / as for me
FR: de mon côté / pour ma part
UR: میری طرف سے

Definition:
(EN) Phrase used to express one's own position or willingness in a situation.

Example: مِنْ نَاحِيَتِي، أَنَا مُوَافِقٌ.

Translation: As for me, I agree.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: بِالنِّسْبَةِ لِي, مِنْ جَانِبِي"
بِغَضِّ النَّظَرِ عَمَّا,"Translations:
EN: regardless of what
FR: peu importe ce que / quoi qu'il en soit de
UR: قطع نظر اس سے کہ کیا

Definition:
(EN) Phrase used to indicate that the following action or fact is irrelevant to the outcome.

Example: بِغَضِّ النَّظَرِ عَمَّا حَدَثَ.

Translation: Regardless of what happened.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مَهْمَا كَانَ, كَيْفَمَا كَانَ"
فِي آخِرِ المَطَافِ,"Translations:
EN: in the end / ultimately
FR: en fin de compte / finalement
UR: آخرکار / انجام کار

Definition:
(EN) Idiomatic phrase referring to the final result or conclusion of a process or event.

Example: فِي آخِرِ المَطَافِ، الحَقِيقَةُ تَظْهَرُ.

Translation: In the end, the truth appears.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: أَخِيرًا, فِي النِّهَايَةِ"
مِنْ شَأْنِهِ أَنْ,"Translations:
EN: likely to / calculated to / which would
FR: de nature à / susceptible de
UR: اس کا مقصد ہے کہ / اس سے ہو سکتا ہے

Definition:
(EN) Phrase indicating that an action or factor has the potential or tendency to cause a result.

Example: هَذَا مِنْ شَأْنِهِ أَنْ يُسَاعِدَنَا.

Translation: This is likely to help us.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مِنَ المُحْتَمَلِ أَنْ, يُؤَدِّي إِلَى"
بِمَا فِي ذَلِكَ,"Translations:
EN: including / as well as
FR: y compris / ainsi que
UR: بشمول / اس سمیت

Definition:
(EN) Phrase used to specify that certain items or people are part of a larger group mentioned.

Example: الكُلُّ جَاءُوا بِمَا فِي ذَلِكَ أَحْمَدُ.

Translation: Everyone came, including Ahmad.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مَعَ, شَامِلًا"
فِيمَا يَتَعَلَّقُ بِـ,"Translations:
EN: with regard to / concerning
FR: en ce qui concerne / concernant
UR: کے متعلق / کے بارے میں

Definition:
(EN) Formal phrase used to introduce a specific topic or subject of discussion.

Example: فِيمَا يَتَعَلَّقُ بِالعَمَلِ.

Translation: With regard to the work.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: بِخُصُوصِ, عَنْ"
بِغَرَضِ التَّوْضِيحِ,"Translations:
EN: for the sake of clarification
FR: à des fins de clarification
UR: وضاحت کی غرض سے

Definition:
(EN) Phrase used when providing extra details to ensure a point is understood correctly.

Example: أَقُولُ ذَلِكَ بِغَرَضِ التَّوْضِيحِ.

Translation: I say that for the sake of clarification.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلتَّوْضِيحِ, لِتَبْيِينِ"
إِلَى حَدٍّ بَعِيدٍ,"Translations:
EN: to a large extent / greatly
FR: dans une large mesure / grandement
UR: کافی حد تک

Definition:
(EN) Phrase indicating that a statement is true to a high degree or a significant distance.

Example: نَجَحْنَا إِلَى حَدٍّ بَعِيدٍ.

Translation: We succeeded to a large extent.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: كَثِيرًا جِدًّا, تَمَامًا"
مِنْ قِبَلِ البَعْضِ,"Translations:
EN: by some / on the part of some
FR: par certains / de la part de certains
UR: بعض کی طرف سے

Definition:
(EN) Phrase used when an action is attributed to an unspecified group of people.

Example: هُنَاكَ اِعْتِرَاضٌ مِنْ قِبَلِ البَعْضِ.

Translation: There is an objection by some.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مِنْ طَرَفِ البَعْضِ, بَعْضُ النَّاسِ"
مِنَ الصَّعْبِ أَنْ,"Translations:
EN: it is difficult to
FR: il est difficile de
UR: مشکل ہے کہ

Definition:
(EN) Phrase used to indicate that a specific action is hard or unlikely to be achieved.

Example: مِنَ الصَّعْبِ أَنْ تَنْسَى.

Translation: It is difficult to forget.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لَيْسَ مِنَ السَّهْلِ أَنْ, يَصْعُبُ أَنْ"
عَلَى العَكْسِ تَمَامًا,"Translations:
EN: quite the opposite / on the contrary
FR: tout au contraire / bien au contraire
UR: اس کے بالکل برعکس

Definition:
(EN) Phrase used to emphasize that the reality is the exact opposite of what was suggested.

Example: هُوَ لَيْسَ حَزِينًا، عَلَى العَكْسِ تَمَامًا.

Translation: He is not sad; quite the opposite.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: بِالعَكْسِ, بِالمُقَابِلِ"
فِي هَذَا الصَّدَدِ,"Translations:
EN: in this regard / in this context
FR: à cet égard / dans ce contexte
UR: اس سلسلے میں

Definition:
(EN) Phrase used to connect a statement to the specific topic currently being discussed.

Example: وَفِي هَذَا الصَّدَدِ، نَقُولُ...

Translation: And in this regard, we say...

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: فِي هَذَا الإِطَارِ, بِهَذَا الخُصُوصِ"
بِدُونِ أَدْنَى شَكٍّ,"Translations:
EN: without the slightest doubt
FR: sans le moindre doute
UR: بغیر کسی شک و شبہ کے

Definition:
(EN) Emphatic phrase used to express absolute and unquestionable certainty.

Example: هُوَ البَطَلُ بِدُونِ أَدْنَى شَكٍّ.

Translation: He is the hero without the slightest doubt.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: يَقِينًا تَمَامًا, لَا رَيْبَ فِيهِ"
مِنْ حَيْثُ المَبْدَأِ,"Translations:
EN: in principle / theoretically
FR: en principe / en théorie
UR: اصولی طور پر

Definition:
(EN) Phrase used to indicate agreement with the basic idea of something, even if details are not yet settled.

Example: أَنَا مُوَافِقٌ مِنْ حَيْثُ المَبْدَأِ.

Translation: I agree in principle.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مَبْدَئِيًّا, نَظَرِيًّا"
عَلَى كُلٍّ,"Translations:
EN: anyway / regardless
FR: de toute façon / quoi qu'il en soit
UR: بہرحال

Definition:
(EN) Shortened version of 'ala kulli hal', used to dismiss details and move to a conclusion.

Example: عَلَى كُلٍّ، أَنَا ذَاهِبٌ.

Translation: Anyway, I am going.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: بِأَيِّ حَالٍ, مَهْمَا كَانَ"
فِي المَسْتَقْبَلِ,"Translations:
EN: in the future
FR: à l'avenir / dans le futur
UR: مستقبل میں / آنے والے وقت میں

Definition:
(EN) Temporal phrase referring to the time that is yet to come.

Example: سَأُسَافِرُ فِي المَسْتَقْبَلِ.

Translation: I will travel in the future.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: قَرِيبًا, لَاحِقًا"
لَا سِيَّمَا أَنَّ,"Translations:
EN: especially since / particularly because
FR: d'autant plus que / surtout que
UR: خاص طور پر اس لیے کہ

Definition:
(EN) Compound phrase used to emphasize a reason or cause for a statement.

Example: هُوَ مَاهِرٌ، لَا سِيَّمَا أَنَّهُ تَدَرَّبَ كَثِيرًا.

Translation: He is skilled, especially since he trained a lot.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: خُصُوصًا وَأَنَّ, لِأَنَّ"
مِنَ الضَّرُورِيِّ أَنْ,"Translations:
EN: it is necessary to
FR: il est nécessaire de
UR: ضروری ہے کہ

Definition:
(EN) Phrase used to indicate that a specific action is required or essential.

Example: مِنَ الضَّرُورِيِّ أَنْ تَدْرُسَ.

Translation: It is necessary that you study.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: يَجِبُ أَنْ, يَنْبَغِي أَنْ"
بِمُجَرَّدِ أَنْ,"Translations:
EN: as soon as / once
FR: dès que / aussitôt que
UR: جیسے ہی

Definition:
(EN) Conjunction indicating that one action will occur immediately after another.

Example: بِمُجَرَّدِ أَنْ أَصِلَ، سَأَتَّصِلُ بِكَ.

Translation: As soon as I arrive, I will call you.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: حَالَمَا, فَوْرَ"
عَلَى نَحْوٍ,"Translations:
EN: in a way / in a manner
FR: d'une manière / d'une façon
UR: اس طرح سے

Definition:
(EN) Phrase used to describe the method or style in which an action is performed.

Example: هُوَ يَعْمَلُ عَلَى نَحْوٍ جَيِّدٍ.

Translation: He works in a good manner.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: بِشَكْلٍ, بِطَرِيقَةٍ"
مِنْ وِجْهَةِ نَظَرٍ,"Translations:
EN: from a perspective / from a point of view
FR: d'un point de vue
UR: ایک نقطہ نظر سے

Definition:
(EN) Phrase introducing a specific angle or way of looking at a subject.

Example: مِنْ وِجْهَةِ نَظَرٍ اقْتِصَادِيَّةٍ.

Translation: From an economic perspective.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مِنْ مَنْظُورِ, بِالنِّسْبَةِ لِـ"
بِالمُقَابِلِ لِـ,"Translations:
EN: in contrast to / compared with
FR: par rapport à / contrairement à
UR: کے مقابلے میں

Definition:
(EN) Phrase used to highlight differences between two entities or situations.

Example: هَذَا جَيِّدٌ بِالمُقَابِلِ لِذَاكَ.

Translation: This is good in contrast to that.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: مُقَارَنَةً بِـ, ضِدَّ"
فِي غُضُونِ,"Translations:
EN: within / during the course of
FR: au cours de / dans l'espace de
UR: کے دوران / کے اندر

Definition:
(EN) Temporal phrase indicating the duration within which an event occurs.

Example: فِي غُضُونِ أُسْبُوعٍ.

Translation: Within a week.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: خِلَالَ, فِي مَدَى"
بِدُونِ جَدْوَى,"Translations:
EN: in vain / to no avail
FR: en vain / inutilement
UR: بے سود / لا حاصل

Definition:
(EN) Phrase indicating that an action was performed but did not achieve the desired result.

Example: حَاوَلْتُ بِدُونِ جَدْوَى.

Translation: I tried in vain.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: دُونَ فَائِدَةٍ, عَبَثًا"
بِأَيِّ حَالٍ مِنَ الأَحْوَالِ,"Translations:
EN: in any case / by any means (often negative: by no means)
FR: de toute façon / en aucun cas
UR: کسی بھی صورت میں

Definition:
(EN) Strong emphatic phrase used to indicate that a statement holds true under all circumstances.

Example: لَا تَفْعَلْ ذَلِكَ بِأَيِّ حَالٍ مِنَ الأَحْوَالِ.

Translation: Do not do that by any means.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: قَطْعِيًّا, أَبَدًا"
مِنْ نَاحِيَةٍ تَقْنِيَّةٍ,"Translations:
EN: technically / from a technical standpoint
FR: techniquement / d'un point de vue technique
UR: فنی لحاظ سے

Definition:
(EN) Phrase used to narrow the focus of a discussion to technical details or rules.

Example: هَذَا مُمْكِنٌ مِنْ نَاحِيَةٍ تَقْنِيَّةٍ.

Translation: This is possible technically.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: فَنِّيًّا, تِقْنِيًّا"
عَلَى حَدِّ قَوْلِهِ,"Translations:
EN: according to him / as he said
FR: selon lui / comme il l'a dit
UR: اس کے بقول / جیسا کہ اس نے کہا

Definition:
(EN) Phrase used to attribute a statement or an idea to a specific person.

Example: عَلَى حَدِّ قَوْلِهِ، الأَمْرُ سَهْلٌ.

Translation: According to him, the matter is easy.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: كَمَا قَالَ, بِنَاءً عَلَى قَوْلِهِ"
بِالمُقَابِلِ لِذَلِكَ,"Translations:
EN: in return for that / in exchange for that
FR: en échange de cela / en contrepartie
UR: اس کے بدلے میں

Definition:
(EN) Phrase indicating a response or a trade-off for a previously mentioned action or thing.

Example: أَعْطَيْتُهُ مَالاً، وَبِالمُقَابِلِ لِذَلِكَ سَاعَدَنِي.

Translation: I gave him money, and in return for that, he helped me.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: عِوَضًا عَنْ ذَلِكَ, لِقَاءَ ذَلِكَ"
فِي المَقَامِ الأَوَّلِ,"Translations:
EN: in the first place / primarily
FR: en premier lieu / d'abord
UR: سب سے پہلے / اولاً

Definition:
(EN) Phrase used to emphasize the most important reason or factor in a situation.

Example: هِيَ أُمٌّ فِي المَقَامِ الأَوَّلِ.

Translation: She is a mother in the first place.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: أَوَّلاً, بِالدَّرَجَةِ الأُولَى"
بِمَا لَا يَدَعُ مَجَالاً لِلشَّكِّ,"Translations:
EN: beyond any doubt / leaving no room for doubt
FR: sans l'ombre d'un doute / sans équivoque
UR: بغیر کسی شک و شبہ کے

Definition:
(EN) Strong idiomatic expression used to assert that something is absolutely certain.

Example: هُوَ مَذْنِبٌ بِمَا لَا يَدَعُ مَجَالاً لِلشَّكِّ.

Translation: He is guilty beyond any doubt.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: تَمَامًا, يَقِينًا"
بِغَرَضِ التَّحَقُّقِ,"Translations:
EN: for the purpose of verification / to check
FR: aux fins de vérification / pour vérifier
UR: تصدیق کی غرض سے

Definition:
(EN) Phrase used when an action is performed to ensure the accuracy or truth of something.

Example: اِتَّصَلْتُ بِهِ بِغَرَضِ التَّحَقُّقِ.

Translation: I called him for the purpose of verification.

Root: — (multiword expression; no single lexical root)

Related / near-equivalents: لِلتَّأَكُدِ, لِلْمُرَاجَعَةِ"
