rank,front,meaning,kaikki_entry,kaikki_semantic_agreement,kaikki_overlap_terms,omw_entry,omw_semantic_agreement,omw_overlap_terms,wordfreq_attested,calima_exact,status
1085,جمهوري,multitude; public,True,False,,False,False,,True,True,explicit_review_required
1086,ريال,"riyal (S.Ar.=100 halala, Qatar=100 dirham, Yemen=100 fils)",True,True,qatar|riyal|yemen,True,True,fils|qatar|riyal|yemen,True,True,verified_strong
1087,صف,line; row; class,True,True,clas|line|row,True,True,clas|line|row,True,True,verified_strong
1088,طرف,party; side,True,True,party|side,True,True,party,True,True,verified_strong
1089,جوال,itinerant; wandering,True,True,itinerant,True,False,,True,True,verified
1090,شعبي,popular; national; people's,True,True,national|popular,False,False,,True,True,verified
1091,تبليغ,conveyance; notification; informing,True,False,,False,False,,True,True,explicit_review_required
1092,أ,A; 1st,True,False,,True,False,,True,True,explicit_review_required
1093,مدني,civilian,True,True,civilian,True,True,civilian,True,True,verified_strong
1094,مقال,article; essay,True,True,article|essay,True,True,article|essay,True,True,verified_strong
1095,نشاط,activity; active,True,True,activity,True,True,active|activity,True,True,verified_strong
1096,ثقافي,cultural; intellectual,True,True,cultural|intellectual,False,False,,True,True,verified
1097,جمع,gather; assemble,True,True,assemble|gather,True,True,assemble|gather,True,True,verified_strong
1098,وظيفة,job; position; function,True,True,function|job,True,True,function|job|position,True,True,verified_strong
1099,رابع,fourth,True,True,fourth,False,False,,True,True,verified
1100,منتج,product; production,True,True,product,True,True,product|production,True,True,verified_strong
1101,صحي,health; healthy; sanitary,True,True,health|healthy|sanitary,False,False,,True,True,verified
1102,وكالة,agency,True,True,agency,True,True,agency,True,True,verified_strong
1103,درس,lesson; study,True,True,lesson|study,True,True,lesson|study,True,True,verified_strong
1104,أمير,prince,True,True,prince,True,True,prince,True,True,verified_strong
1105,أمني,security; safety,False,False,,False,False,,True,True,explicit_review_required
1106,أرشيف,archive,True,True,archive,False,False,,True,True,verified
1107,فنان,artist,True,True,artist,True,True,artist,True,True,verified_strong
1108,عامل,worker,True,True,worker,True,True,worker,True,True,verified_strong
1109,مسلم,Muslim,True,True,muslim,False,False,,True,True,verified
1110,قائم,remaining; existing,True,False,,False,False,,True,True,explicit_review_required
1111,رواية,story; novel,True,True,novel|story,True,True,novel|story,True,True,verified_strong
1112,أستاذ,professor,True,True,professor,True,True,professor,True,True,verified_strong
1113,إنجليزي,English,True,True,english,True,True,english,True,True,verified_strong
1114,شاعر,poet,True,True,poet,True,True,poet,True,True,verified_strong
1115,أزرق,blue,True,True,blue,False,False,,True,True,verified
1116,وفق,according to; in accordance with,True,True,accord|accordance,True,True,accord,True,True,verified_strong
1117,جهد,exertion; endeavor,True,True,endeavor|exertion,True,True,endeavor|exertion,True,True,verified_strong
1118,ختر,betray; deceive,False,False,,True,False,,False,True,explicit_review_required
1119,مساء,evening,True,True,even,True,True,even,True,True,verified_strong
1120,دائم,permanent; lasting; constant,True,True,constant|last|permanent,False,False,,True,True,verified
1121,صلاة,prayer; salat,True,True,prayer|salat,True,True,prayer,True,True,verified_strong
1122,تعديل,adjustment; change; modification; amendment,True,True,adjust|change,True,True,adjust|change|modific,True,True,verified_strong
1123,ديني,religious,True,True,religiou,False,False,,True,True,verified
1124,سياحة,tourism,True,True,tourism,True,True,tourism,True,True,verified_strong
1125,تعالى,come!,True,True,come,True,True,come,True,True,verified_strong
1126,وسيلة,means; device; instrument,True,True,device|instru|mean,True,True,instru|mean,True,True,verified_strong
1127,أمارة,sign; indication,False,False,,True,False,,True,True,explicit_review_required
1128,تعليق,comment; remark; commentary,True,True,comment|commentary,True,True,comment|remark,True,True,verified_strong
1129,أدب,literature; good manners; etiquette,True,True,etiquette|literature,True,True,literature,True,True,verified_strong
1130,خصوص,matter; issue; regard; respect,True,False,,True,True,regard|respect,True,True,verified
1131,تواصل,continuity; continuation,True,False,,False,False,,True,True,explicit_review_required
1132,تفصيل,detailing; elaboration; giving details,True,True,detail,True,True,detail,True,True,verified_strong
1133,تركي,Turkish,True,True,turkish,False,False,,True,True,verified
1134,سبت,basket,False,False,,True,False,,True,True,explicit_review_required
1135,ورى,kindle; light,True,True,kindle,False,False,,True,True,verified
1136,أدبي,literary,True,True,literary,True,True,literary,True,True,verified_strong
1137,تعليمي,educational; pedagogical; instructional,True,True,educational,True,True,educational,True,True,verified_strong
1138,تعريف,identification; notification,True,False,,True,True,identific,True,True,verified
1139,إطلاق,firing,True,False,,True,False,,True,True,explicit_review_required
1140,غربي,west; western; westerner,True,True,western,True,True,west|western,True,True,verified_strong
1141,مباشر,direct; immediate,True,True,direct,True,True,direct,True,True,verified_strong
1142,عنى,mean; signify; concern,True,True,concern|mean|signify,True,True,mean|signify,True,True,verified_strong
1143,د,D; 4th; Dr.; (minute); (dinar); (dirham),True,False,,False,False,,True,True,explicit_review_required
1144,جنيه,pound,True,True,pound,True,True,pound,True,True,verified_strong
1145,شرط,precondition; stipulation,True,True,stipul,True,False,,True,True,verified
1146,شارك,participate; share,True,True,participate|share,True,True,participate|share,True,True,verified_strong
1147,فرقة,groups; teams,True,True,group,True,True,group|team,True,True,verified_strong
1148,زائر,visitor; tourist,True,True,visitor,True,True,visitor,True,True,verified_strong
1149,قانوني,legitimate; licit; allowed; legal,True,True,allow|legal,True,True,legal,True,True,verified_strong
1150,تنظيف,cleaning,True,True,clean,True,True,clean,True,True,verified_strong
1151,جرى,occur; happen; take place; flow,True,True,flow|happen|place|take,True,True,flow|happen|occur|place|take,True,True,verified_strong
1152,بقي,remain; last,True,True,last|remain,True,True,last|remain,True,True,verified_strong
1153,ديكور,decor; interior decoration,True,True,decor,True,True,decor,True,True,verified_strong
1154,مشترك,common; joint; collective,True,True,common|joint,True,True,common,True,True,verified_strong
1155,تكليف,cost; expense; charge,True,False,,True,False,,True,True,explicit_review_required
1156,حر,free; independent,True,True,free,True,True,free,True,True,verified_strong
1157,ديموقراطي,democratic,False,False,,False,False,,True,True,explicit_review_required
1158,معلم,teacher,True,True,teacher,True,True,teacher,True,True,verified_strong
1159,مشاهدة,viewer; spectator; witness,True,True,spectator|viewer,True,False,,True,True,verified
1160,زاد,increase; exceed; add,True,True,add|increase,True,True,add|increase,True,True,verified_strong
1161,أحدث,newer; newest; more; most recent,True,True,more|most|newer|newest|recent,True,False,,True,True,verified
1162,أقام,install; establish; erect,True,True,erect|establish,True,True,establish,True,True,verified_strong
1163,مطبخ,kitchen,True,True,kitchen,True,True,kitchen,True,True,verified_strong
1164,رسم,drawing; sketch; illustration,True,True,draw|sketch,True,True,draw|illustr,True,True,verified_strong
1165,إعلامي,information; media,True,True,media,False,False,,True,True,verified
1166,دار,house; home,True,True,house,True,True,house,True,True,verified_strong
1167,شخصي,private; personal,True,True,personal,True,False,,True,True,verified
1168,مخروطي,conical,True,True,conical,False,False,,True,True,verified
1169,مهندس,engineer; technician,True,True,engineer,True,True,engineer,True,True,verified_strong
1170,نبي,prophet,True,True,prophet,True,True,prophet,True,True,verified_strong
1171,خمس,five,True,True,five,True,False,,True,True,verified
1172,خامس,fifth,True,True,fifth,False,False,,True,True,verified
1173,أظهر,show; manifest; demonstrate,True,True,manifest|show,True,False,,True,True,verified
1174,تعلق,be connected with; pertain to,True,False,,True,True,pertain,True,True,verified
1175,أثاث,furniture; equipment,True,True,equip|furniture,True,True,furniture,True,True,verified_strong
1176,مغربي,of; from the Maghrib (northwest Africa),True,False,,False,False,,True,True,explicit_review_required
1177,تعرض,be exposed to; encounter,True,False,,False,False,,True,True,explicit_review_required
1178,لوحة,painting; picture,True,False,,True,False,,True,True,explicit_review_required
1179,قرن,century; age,True,True,century,True,True,century,True,True,verified_strong
1180,نجم,star; constellation,True,True,constell|star,True,True,star,True,True,verified_strong
1181,جودة,excellence; high quality,True,True,excellence|quality,False,False,,True,True,verified
1182,أليس,valiant,True,False,,False,False,,True,True,explicit_review_required
1183,لون,color; tint,True,True,color,True,True,color,True,True,verified_strong
1184,تصريح,declaration; statement,True,True,declar|state,True,True,declar|state,True,True,verified_strong
1185,ترحيب,welcoming; greeting,True,True,welcom,True,True,greet,True,True,verified_strong
1186,ه,H; (Hijrah); 5th,True,False,,False,False,,True,True,explicit_review_required
1187,مليار,billion,True,True,billion,False,False,,True,True,verified
1188,داخلي,interior; inside,True,True,interior,True,False,,True,True,verified
1189,مستخدم,employee,True,True,employee,True,True,employee,True,True,verified_strong
1190,يومي,daily,True,True,daily,False,False,,True,True,verified
1191,شكوى,complaint; grievance,True,True,complaint,True,True,complaint|grievance,True,True,verified_strong
1192,عاش,live; exist,True,True,live,True,True,exist|live,True,True,verified_strong
1193,ثني,fold; bend,True,True,bend|fold,True,True,bend|fold,True,True,verified_strong
1194,مميز,distinguished; special,True,True,distinguish|special,False,False,,True,True,verified
1195,قراءة,reading,True,True,read,True,True,read,True,True,verified_strong
1196,إيراني,Iranian,True,True,iranian,False,False,,True,True,verified
1197,عنصر,element; factor,True,True,element,True,True,element|factor,True,True,verified_strong
1198,ملف,file; dossier,True,True,dossier|file,True,True,file,True,True,verified_strong
1199,نسخة,copies,True,True,copy,True,True,copy,True,True,verified_strong
1200,شهادة,certificate; witness; testimony,True,True,certificate|testimony|witnes,True,False,,True,True,verified
1201,متميز,distinguished; outstanding; prominent,True,True,distinguish|prominent,False,False,,True,True,verified
1202,جسم,body; form,True,True,body,True,True,body,True,True,verified_strong
1203,سبيل,way; road,True,True,road|way,True,True,road|way,True,True,verified_strong
1204,عالي,high; elevated,True,False,,True,True,high,True,True,verified
1205,سيدة,lady,True,True,lady,True,True,lady,True,True,verified_strong
1206,سنوي,yearly; annual,True,True,annual|yearly,False,False,,True,True,verified
1207,مرئي,visual; seen; visible,True,True,visible|visual,False,False,,True,True,verified
1208,تفسير,explanation; commentary,True,True,commentary|explan,True,True,explan,True,True,verified_strong
1209,رغب,wish; desire,True,True,desire,True,True,desire|wish,True,True,verified_strong
1210,متخصص,specialized; specialist,True,True,specialist,True,True,specialist,True,True,verified_strong
1211,مركزي,central,True,True,central,False,False,,True,True,verified
1212,ورق,paper; sheet,True,True,paper|sheet,True,True,paper|sheet,True,True,verified_strong
1213,ولي,follow; come after,True,True,after|follow,True,False,,True,True,verified
1214,شريف,noble; honorable; respectable,True,True,noble,False,False,,True,True,verified
1215,أنشأ,establish; found; install,True,True,establish|found,True,True,establish|found,True,True,verified_strong
1216,بينما,while,True,True,while,False,False,,True,True,verified
1217,بلدية,municipality; township,True,True,municipality|township,True,True,municipality,True,True,verified_strong
1218,أربع,four,True,True,four,False,False,,True,True,verified
1219,مكافحة,confrontation; battle,True,False,,False,False,,True,True,explicit_review_required
1220,صوتيات,phonetics,True,True,phonetic,False,False,,True,True,verified
1221,سهل,easy; simple,True,True,easy,True,True,easy,True,True,verified_strong
1222,فرد,individual; unit,True,True,individual|unit,True,True,individual,True,True,verified_strong
1223,محامي,lawyers; defense counsel,False,False,,True,True,lawyer,True,True,verified
1224,بريد,mail; post office,True,True,mail|office|post,True,True,mail|office|post,True,True,verified_strong
1225,سمى,name; designate,True,True,designate|name,True,True,designate|name,True,True,verified_strong
1226,نص,text,True,True,text,True,True,text,True,True,verified_strong
1227,قريب,near; close,True,True,close|near,True,True,close|near,True,True,verified_strong
1228,شقة,apartment,True,True,apart,True,True,apart,True,True,verified_strong
1229,ضم,include; comprise; incorporate,True,True,incorporate,True,True,comprise|include|incorporate,True,True,verified_strong
1230,بصر,vision; glance,True,True,vision,True,True,vision,True,True,verified_strong
1231,شمالي,north; northern,True,True,northern,True,True,north|northern,True,True,verified_strong
1232,شمل,comprise; include; contain,True,True,contain|include,True,True,comprise|contain|include,True,True,verified_strong
1233,مشير,indicative; indicating,False,False,,True,False,,True,True,explicit_review_required
1234,جنوبي,southern; south,True,True,southern,True,True,south|southern,True,True,verified_strong
1235,سلعة,commodity; commercial article,True,True,article|commodity,True,True,commodity,True,True,verified_strong
1236,روسي,Russian,True,True,russian,True,True,russian,True,True,verified_strong
1237,نقاش,debate; argument; controversy,True,False,,True,False,,True,True,explicit_review_required
1238,ساحة,scene; field; arena; forum,True,True,field,True,True,field|scene,True,True,verified_strong
1239,شرقي,Eastern; Oriental,True,True,eastern|oriental,True,False,,True,True,verified
1240,سهم,share; stock,True,True,share|stock,True,True,share|stock,True,True,verified_strong
1241,تاريخي,historical,True,True,historical,True,True,historical,True,True,verified_strong
1242,تكنولوجيا,technology,True,True,technology,False,False,,True,True,verified
1243,مترجم,translator; interpreter,True,True,interpreter|translator,True,True,interpreter|translator,True,True,verified_strong
1244,شهيد,martyr,True,True,martyr,True,True,martyr,True,True,verified_strong
1245,بي,B,False,False,,True,False,,True,True,explicit_review_required
1246,مفتوح,open; opened,True,True,open,False,False,,True,True,verified
1247,خلق,creation,True,True,creation,True,True,creation,True,True,verified_strong
1248,طير,bird,True,True,bird,True,True,bird,True,True,verified_strong
1249,جزر,islands,True,False,,True,True,island,True,True,verified
1250,بريطاني,British,True,True,british,True,True,british,True,True,verified_strong
1251,ألماني,German,True,True,german,True,True,german,True,True,verified_strong
1252,سعى,strive; pursue,True,True,pursue|strive,True,True,pursue,True,True,verified_strong
1253,زراعة,agriculture; cultivation,True,True,agriculture,True,True,agriculture,True,True,verified_strong
1254,خبرة,experience; expertise,True,True,experience,True,True,experience,True,True,verified_strong
1255,فئة,faction; party,True,False,,True,False,,True,True,explicit_review_required
1256,عميل,agent,True,True,agent,True,True,agent,True,True,verified_strong
1257,رابطة,league; union,True,True,league|union,True,False,,True,True,verified
1258,واسع,wide; extensive; broad,True,True,broad|extensive|wide,False,False,,True,True,verified
1259,صفة,attribute; characteristic; feature,True,True,attribute|characteristic|feature,True,True,attribute|characteristic|feature,True,True,verified_strong
1260,فرض,imposing; levying,True,False,,True,True,impos|levy,True,True,verified
1261,تضمن,guarantee; comprise; include,True,True,comprise|include,True,True,include,True,True,verified_strong
1262,تشغيل,operation; activation,True,True,oper,False,False,,True,True,verified
1263,دينار,dinar,True,True,dinar,True,True,dinar,True,True,verified_strong
1264,أفاد,report; inform; provide,True,True,inform|report,True,True,inform,True,True,verified_strong
1265,مسجد,mosque,True,True,mosque,True,True,mosque,True,True,verified_strong
1266,مريض,patient; sick person,True,True,patient|sick,True,True,patient|sick,True,True,verified_strong
1267,سياحي,tourist; tourism,True,True,tourist,False,False,,True,True,verified
1268,كيفية,manner; mode; way,True,True,manner|way,False,False,,True,True,verified
1269,يمني,Yemeni,True,True,yemeni,False,False,,True,True,verified
1270,إبداع,originality; creativity,True,True,creativity|originality,True,False,,True,True,verified
1271,علامة,mark; sign; point,True,True,mark|sign,True,True,mark|point,True,True,verified_strong
1272,إرهاب,terrorism; terrorizing,True,True,terrorism,True,True,terrorism,True,True,verified_strong
1273,شامل,comprehensive; general; complete; mass,False,False,,False,False,,True,True,explicit_review_required
1274,أحمر,red,True,True,red,True,True,red,True,True,verified_strong
1275,سادس,sixth,True,True,sixth,False,False,,True,True,verified
1276,معروف,known; well-known,True,True,known,True,True,known,True,True,verified_strong
1277,مساحة,surface; space; land; terrain,True,True,space|surface,True,True,space|surface,True,True,verified_strong
1278,شحن,transportation; shipment; freighting,True,False,,True,True,freight|ship|transport,True,True,verified
1279,عقار,real estate; immovable property,True,True,estate|immovable|property|real,True,True,estate|immovable|property|real,True,True,verified_strong
1280,موظف,employee,True,True,employee,True,False,,True,True,verified
1281,جوي,air; aerial; atmospheric,True,True,air,False,False,,True,True,verified
1282,مجلة,magazine; journal,True,True,journal|magazine,True,True,journal|magazine,True,True,verified_strong
1283,صحفي,newspapers,True,False,,True,True,newspaper,True,True,verified
1284,عصر,age; period; epoch,True,True,age|period,True,True,age|epoch|period,True,True,verified_strong
1285,ديوان,office; agency; anthology,True,False,,False,False,,True,True,explicit_review_required
1286,بشري,human,True,True,human,True,True,human,True,True,verified_strong
1287,فضائي,space; cosmic,True,False,,True,True,space,True,True,verified
1288,دراسي,educational; scholastic; instructional,True,True,educational,False,False,,True,True,verified
1289,مطلوب,required; necessary; demanded,True,True,demand,True,True,demand,True,True,verified_strong
1290,تحويل,conversion; transfer,True,False,,True,True,conversion|transfer,True,True,verified
1291,وفر,provide; fulfill,True,True,provide,True,False,,True,True,verified
1292,محل,place; location,True,True,location|place,False,False,,True,True,verified
1293,سمح,allow; permit; authorize,True,True,allow|permit,True,True,allow|authorize|permit,True,True,verified_strong
1294,أداة,tool; instrument; apparatus,True,True,apparatu|instru|tool,True,True,instru|tool,True,True,verified_strong
1295,فرع,branch; section; subdivision,True,True,branch|section|subdivision,True,True,branch|subdivision,True,True,verified_strong
1296,خاطر,mind; feeling; wish,True,False,,True,False,,True,True,explicit_review_required
1297,خيار,good; better; best,True,False,,True,False,,True,True,explicit_review_required
1298,أثار,provoke; agitate,True,True,provoke,True,True,provoke,True,True,verified_strong
1299,أون,calm; serenity,False,False,,True,False,,True,True,explicit_review_required
1300,صناعي,industrial; artificial,True,True,artificial|industrial,True,True,industrial,True,True,verified_strong
1301,إسباني,Spanish; Spaniard,True,True,spaniard|spanish,False,False,,True,True,verified
1302,متواجد,present; available,False,False,,False,False,,True,True,explicit_review_required
1303,خلفية,background,True,True,background,True,True,background,True,True,verified_strong
1304,صيني,Chinese,True,True,chinese,True,False,,True,True,verified
1305,إخوة,brothers,True,False,,True,True,brother,True,True,verified
1306,شريك,partner; associate,True,True,associate|partner,True,True,partner,True,True,verified_strong
1307,رشد,integrity; forthrightness,True,False,,True,False,,True,True,explicit_review_required
1308,زار,visit,True,True,visit,True,True,visit,True,True,verified_strong
1309,جزائري,Algerian,True,True,algerian,False,False,,True,True,verified
1310,كبري,land; earth,False,False,,False,False,,True,True,explicit_review_required
1311,غد,tomorrow,True,True,tomorrow,True,True,tomorrow,True,True,verified_strong
1312,عانى,suffer,True,True,suffer,True,True,suffer,True,True,verified_strong
1313,جرح,wound; injury,True,True,wound,True,True,injury|wound,True,True,verified_strong
1314,سفير,ambassador,True,True,ambassador,False,False,,True,True,verified
1315,متنوع,diverse; sundry; various,True,True,diverse,False,False,,True,True,verified
1316,حيوان,animal; creature,True,True,animal,True,True,animal|creature,True,True,verified_strong
1317,جبل,mountain,True,True,mountain,True,True,mountain,True,True,verified_strong
1318,ترجمة,translation; interpretation,True,True,interpret|transl,True,True,transl,True,True,verified_strong
1319,خبير,expert; specialist,True,True,expert|specialist,True,True,expert,True,True,verified_strong
1320,مسلح,armed,True,True,armed,True,True,armed,True,True,verified_strong
1321,ممثل,representative; delegate,True,True,representative,True,True,representative,True,True,verified_strong
1322,أحب,love; like,True,True,like|love,True,True,like|love,True,True,verified_strong
1323,تدخل,intervention; interference,True,True,interference|intervention,True,True,interference|intervention,True,True,verified_strong
1324,فائدة,benefit; use,True,True,benefit,True,True,benefit,True,True,verified_strong
1325,أزياء,fashion; clothes; uniforms,False,False,,False,False,,True,True,explicit_review_required
1326,واجه,face; be faced with; confront,True,True,confront|face,True,True,confront|face,True,True,verified_strong
1327,تعزيز,praise; pride,False,False,,True,False,,True,True,explicit_review_required
1328,نبوي,prophetic; of the Prophet,False,False,,False,False,,True,True,explicit_review_required
1329,نقابة,union; syndicate,True,True,syndicate|union,True,True,syndicate,True,True,verified_strong
1330,معهد,institute,True,True,institute,True,True,institute,True,True,verified_strong
1331,مشارك,participant; associate,True,True,participant,True,True,associate|participant,True,True,verified_strong
1332,عملة,workers,True,False,,True,False,,True,True,explicit_review_required
1333,حوال,obstacle; partition,True,True,obstacle|partition,False,False,,True,True,verified
1334,ظرف,circumstance; condition; situation,True,True,circumstance|condition,True,True,circumstance|condition,True,True,verified_strong
1335,عشرون,twenty,True,True,twenty,False,False,,True,True,verified
1336,هندسة,engineering,True,True,engineer,True,True,engineer,True,True,verified_strong
1337,لاين,be lenient with; be kind to,False,False,,False,False,,True,True,explicit_review_required
1338,واجب,duty; obligation; requirement,True,True,duty|oblig|require,True,True,duty|oblig,True,True,verified_strong
1339,تمام,exact; complete,True,True,complete,False,False,,True,True,verified
1340,قرأ,read,True,True,read,True,True,read,True,True,verified_strong
1341,ترتيب,arrangement; organization; preparation,True,True,arrange|organiz|prepar,True,True,arrange|organiz,True,True,verified_strong
1342,رجا,request; hope for; plead to,True,True,hope,True,True,hope|request,True,True,verified_strong
1343,سابع,seventh,True,True,seventh,False,False,,True,True,verified
1344,عناية,care; attention; concern,True,True,attention|care,True,True,attention|care,True,True,verified_strong
1345,سأل,ask; inquire; request,True,True,ask|inquire|request,True,True,ask|inquire|request,True,True,verified_strong
1346,قبيلة,tribe,True,True,tribe,True,True,tribe,True,True,verified_strong
1347,تهنئة,congratulations,True,False,,False,False,,True,True,explicit_review_required
1348,قومي,national; state,True,True,national,True,True,national,True,True,verified_strong
1349,مبادرة,initiative; proposal,True,True,initiative,True,True,initiative,True,True,verified_strong
1350,مستمر,continuous; continuing; incessant,True,True,continuou,True,True,continu,True,True,verified_strong
1351,ضمان,guarantee; insurance,True,True,guarantee|insurance,True,True,guarantee|insurance,True,True,verified_strong
1352,معين,fixed; determined; prescribed,True,True,determin,False,False,,True,True,verified
1353,ذكرى,commemoration; remembrance,True,True,remembrance,True,False,,True,True,verified
1354,سير,course; motion; march,True,True,motion,True,True,course|march|motion,True,True,verified_strong
1355,تبادل,exchange,True,True,exchange,True,True,exchange,True,True,verified_strong
