Front,Back
أَوْ,"Translations:
EN: or
FR: ou
UR: یا

Definition:
(EN) Conjunction used to link alternatives.

Example: شَايٌ أَوْ قَهْوَةٌ؟

Translation: Tea or coffee?

Root: — (function word; no productive lexical root)

Synonyms: أَمْ, إِمَّا"
كُلّ,"Translations:
EN: all / every / each
FR: tout / chaque
UR: سب / ہر

Definition:
(EN) Determiner referring to the whole quantity or every member of a group.

Example: كُلُّ يَوْمٍ.

Translation: Every day.

Root Word: K-L-L (ك ل ل)

Synonyms: جَمِيع, كَافَّة"
مَا,"Translations:
EN: what / that which / not
FR: quoi / ce que / ne... pas
UR: کیا / جو / نہیں

Definition:
(EN) Multi-functional particle used for questioning, relative clauses, or negation.

Example: مَا هَذَا؟

Translation: What is this?

Root: — (function word; no productive lexical root)

Synonyms: مَاذَا, لَيْسَ"
يَا,"Translations:
EN: O (vocative particle)
FR: Ô
UR: اے

Definition:
(EN) Particle used to call or address someone directly.

Example: يَا أَحْمَدُ!

Translation: O Ahmad!

Root: — (function word; no productive lexical root)

Synonyms: أَيُّهَا, نِدَاء"
بَعْدَ,"Translations:
EN: after
FR: après
UR: بعد

Definition:
(EN) Preposition indicating a later time or following in order.

Example: بَعْدَ الظُّهْرِ.

Translation: After noon.

Root Word: B-ʿ-D (ب ع د)

Synonyms: ثُمَّ, تَالٍ"
لَا,"Translations:
EN: no / not
FR: non / ne... pas
UR: نہ / نہیں

Definition:
(EN) Negative particle used to negate verbs in the present tense or as a general 'no'.

Example: لَا أَعْرِفُ.

Translation: I do not know.

Root: — (function word; no productive lexical root)

Synonyms: لَمْ, لَنْ"
هِيَ,"Translations:
EN: she / it (feminine)
FR: elle
UR: وہ (مؤنث)

Definition:
(EN) Third-person singular feminine subject pronoun.

Example: هِيَ طَالِبَةٌ ذَكِيَّةٌ.

Translation: She is a smart student.

Root: — (function word; no productive lexical root)

Synonyms: هُنَّ (plural)"
بَيْنَ,"Translations:
EN: between / among
FR: entre / parmi
UR: درمیان / بیچ

Definition:
(EN) Preposition indicating a position in the middle of two or more things.

Example: المَدْرَسَةُ بَيْنَ البَيْتِ وَالمَسْجِدِ.

Translation: The school is between the house and the mosque.

Root Word: B-Y-N (ب ي ن)

Synonyms: وَسَطَ, خِلَالَ"
كَمَا,"Translations:
EN: as / like / just as
FR: comme
UR: جیسے / جس طرح

Definition:
(EN) Conjunction used to indicate similarity or to introduce a clause.

Example: كَمَا تَعْلَمُونَ.

Translation: As you know.

Root: — (function word; no productive lexical root)

Synonyms: مِثْلَمَا, مِثْلَ"
كَانَتْ,"Translations:
EN: was (feminine)
FR: était (féminin)
UR: تھی

Definition:
(EN) Past tense third-person singular feminine form of 'to be'.

Example: كَانَتِ السَّمَاءُ صَافِيَةً.

Translation: The sky was clear.

Root Word: K-W-N (ك و ن)

Synonyms: وُجِدَتْ, أَصْبَحَتْ"
حَيْثُ,"Translations:
EN: where / whereas
FR: où / tandis que
UR: جہاں

Definition:
(EN) Adverb of place used as a conjunction to introduce a clause.

Example: اِجْلِسْ حَيْثُ شِئْتَ.

Translation: Sit wherever you wish.

Root: — (function word; no productive lexical root)

Synonyms: مَكَانَ, حِينَمَا"
قَدْ,"Translations:
EN: has / may / might
FR: déjà / peut-être
UR: تحقیق / شاید

Definition:
(EN) Particle used with the past tense for emphasis (already) or with the present tense for possibility (may).

Example: قَدْ ذَهَبَ.

Translation: He has already gone.

Root: — (function word; no productive lexical root)

Synonyms: لَقَدْ, رُبَّمَا"
هُمْ,"Translations:
EN: they (masculine plural)
FR: ils / eux
UR: وہ (جمع مذکر)

Definition:
(EN) Third-person plural masculine subject pronoun.

Example: هُمْ يَلْعَبُونَ الكُرَةَ.

Translation: They are playing football.

Root: — (function word; no productive lexical root)

Synonyms: هُنَّ (feminine)"
عَنْ,"Translations:
EN: about / from / away from
FR: sur / de / à propos de
UR: سے / بارے میں

Definition:
(EN) Preposition indicating topic, origin, or distance.

Example: سَأَلْتُ عَنْكَ.

Translation: I asked about you.

Root: — (function word; no productive lexical root)

Synonyms: حَوْلَ, مِنْ"
لِـ,"Translations:
EN: to / for / because of
FR: à / pour
UR: کو / کے لیے

Definition:
(EN) Preposition indicating purpose, possession, or direction.

Example: هَذَا لَكَ.

Translation: This is for you.

Root Word: L (ل)

Synonyms: إِلَى, أَجْلِ"
ذَلِكَ,"Translations:
EN: that
FR: cela / ce... là
UR: وہ

Definition:
(EN) Demonstrative pronoun for identifying something at a distance.

Example: ذَلِكَ الرَّجُلُ كَرِيمٌ.

Translation: That man is generous.

Root: — (function word; no productive lexical root)

Synonyms: ذَاكَ, تِلْكَ"
نَحْنُ,"Translations:
EN: we
FR: nous
UR: ہم

Definition:
(EN) First-person plural subject pronoun.

Example: نَحْنُ نُحِبُّ القِرَاءَةَ.

Translation: We love reading.

Root: — (function word; no productive lexical root)

Synonyms: (none)"
مَتَى,"Translations:
EN: when
FR: quand
UR: کب

Definition:
(EN) Interrogative adverb used to ask about time.

Example: مَتَى سَتَعُودُ؟

Translation: When will you return?

Root: — (function word; no productive lexical root)

Synonyms: أَيَّانَ, حِينَ"
لَيْسَ,"Translations:
EN: not / is not
FR: ne pas être
UR: نہیں ہے

Definition:
(EN) Irregular verb used to negate a nominal sentence in the present tense.

Example: لَيْسَ المَاءُ بَارِدًا.

Translation: The water is not cold.

Root Word: L-Y-S (ل ي س)

Synonyms: مَا, لَا"
إِذَا,"Translations:
EN: if / when
FR: si / quand
UR: اگر / جب

Definition:
(EN) Conditional particle used to introduce a condition that is likely to happen.

Example: إِذَا جَاءَ نَصْرُ اللَّهِ.

Translation: When the victory of Allah comes.

Root: — (function word; no productive lexical root)

Synonyms: إِنْ, لَوْ"
هَؤُلَاءِ,"Translations:
EN: these
FR: ces / ceux-ci
UR: یہ (جمع)

Definition:
(EN) Demonstrative pronoun used to identify a group of people or things close at hand.

Example: هَؤُلَاءِ أَصْدِقَائِي.

Translation: These are my friends.

Root: — (function word; no productive lexical root)

Synonyms: هَذَا, هَذِهِ"
بَعْض,"Translations:
EN: some / part of
FR: certains / quelques / partie de
UR: کچھ / بعض

Definition:
(EN) Noun used to refer to an unspecified amount or a portion of a group.

Example: أَكَلْتُ بَعْضَ الطَّعَامِ.

Translation: I ate some of the food.

Root Word: B-ʿ-Ḍ (ب ع ض)

Synonyms: جُزْء, قَلِيل"
تِلْكَ,"Translations:
EN: that (feminine)
FR: celle-là / cela
UR: وہ (مؤنث)

Definition:
(EN) Demonstrative pronoun for identifying a feminine person or thing at a distance.

Example: تِلْكَ السَّيَّارَةُ سَرِيعَةٌ.

Translation: That car is fast.

Root: — (function word; no productive lexical root)

Synonyms: ذَلِكَ, هَذِهِ"
الَّذِينَ,"Translations:
EN: who / those who (plural)
FR: qui / ceux qui
UR: وہ جو (جمع)

Definition:
(EN) Relative pronoun (masculine plural) used to introduce a defining clause for a group.

Example: النَّاسُ الَّذِينَ يَعْمَلُونَ.

Translation: The people who work.

Root: — (function word; no productive lexical root)

Synonyms: اللَّاتِي (feminine), مَنْ"
إِذْ,"Translations:
EN: since / when / because
FR: car / puisque / quand
UR: چونکہ / جب

Definition:
(EN) Conjunction indicating time or cause, often introducing a reason or a past event.

Example: سَافَرْتُ إِذْ غَابَتِ الشَّمْسُ.

Translation: I traveled when the sun set.

Root: — (function word; no productive lexical root)

Synonyms: لِأَنَّ, حِينَمَا"
كَيْفَ,"Translations:
EN: how
FR: comment
UR: کیسے

Definition:
(EN) Interrogative adverb used to ask about the manner or condition of something.

Example: كَيْفَ حَالُكَ؟

Translation: How are you?

Root: — (function word; no productive lexical root)

Synonyms: أَيّ, حَال"
أَيّ,"Translations:
EN: which / any
FR: quel / n'importe quel
UR: کونسا / کوئی بھی

Definition:
(EN) Particle used to ask for a choice or to refer to any member of a group.

Example: أَيُّ كِتَابٍ تُرِيدُ؟

Translation: Which book do you want?

Root: — (function word; no productive lexical root)

Synonyms: أَيَّة, مَنْ"
عِنْدَ,"Translations:
EN: at / with / have
FR: chez / à / avoir
UR: پاس / نزدیک

Definition:
(EN) Preposition indicating proximity in space or time, or possession ('at my place' / 'I have').

Example: عِنْدِي فِكْرَةٌ.

Translation: I have an idea.

Root Word: ʿ-N-D (ع ن د)

Synonyms: لَدَى, قُرْبَ"
كَمْ,"Translations:
EN: how many / how much
FR: combien
UR: کتنا / کتنے

Definition:
(EN) Interrogative adverb used to ask about quantity or degree.

Example: كَمْ السَّاعَةُ؟

Translation: What time is it? (How much is the hour?)

Root: — (function word; no productive lexical root)

Synonyms: عَدَد, مِقْدَار"
هُنَا,"Translations:
EN: here
FR: ici
UR: یہاں

Definition:
(EN) Adverb of place referring to the location where the speaker is.

Example: تَعَالَ إِلَى هُنَا.

Translation: Come to here.

Root: — (function word; no productive lexical root)

Synonyms: هُنَاكَ (there), لَدَى"
هُنَاكَ,"Translations:
EN: there / there is
FR: là / il y a
UR: وہاں

Definition:
(EN) Adverb of place referring to a location away from the speaker, or used to indicate existence.

Example: هُنَاكَ مَشْكِلَةٌ.

Translation: There is a problem.

Root: — (function word; no productive lexical root)

Synonyms: ثَمَّةَ, هُنَا"
أَمْ,"Translations:
EN: or (interrogative)
FR: ou (alternative)
UR: یا

Definition:
(EN) Conjunction used specifically in questions to offer a choice between two alternatives.

Example: أَمُحَمَّدٌ هُنَا أَمْ عَلِيٌّ؟

Translation: Is Muhammad here or Ali?

Root: — (function word; no productive lexical root)

Synonyms: أَوْ, إِمَّا"
حَتَّى,"Translations:
EN: until / even / so that
FR: jusqu'à / même / pour que
UR: تک / یہاں تک کہ

Definition:
(EN) Preposition or conjunction indicating a limit in time or space, or providing emphasis.

Example: حَتَّى الصَّبَاحِ.

Translation: Until the morning.

Root: — (function word; no productive lexical root)

Synonyms: إِلَى, لِكَيْ"
أَلَمْ,"Translations:
EN: did not? / have you not?
FR: n'as-tu pas?
UR: کیا نہیں؟

Definition:
(EN) Interrogative negative particle used to ask a rhetorical or confirming question about the past.

Example: أَلَمْ نَشْرَحْ لَكَ صَدْرَكَ؟

Translation: Have We not expanded for you your chest?

Root Word: ʾ-L-M (أ ل م)

Synonyms: أَمَا, أَلَيْسَ"
لَمَّا,"Translations:
EN: when / not yet
FR: quand / pas encore
UR: جب / ابھی نہیں

Definition:
(EN) Conjunction used to indicate time ('when') or with the jussive to mean 'not yet'.

Example: لَمَّا جَاءَ صَدِيقِي.

Translation: When my friend came.

Root Word: L-M-A (ل م ا)

Synonyms: عِنْدَمَا, حِينَمَا"
لَوْ,"Translations:
EN: if (hypothetical)
FR: si (hypothétique)
UR: اگر (کاش)

Definition:
(EN) Conditional particle used for hypothetical or impossible conditions in the past or present.

Example: لَوْ كُنْتُ غَنِيًّا.

Translation: If I were rich.

Root: — (function word; no productive lexical root)

Synonyms: إِنْ, إِذَا"
فِيْمَا,"Translations:
EN: in what / while
FR: en ce qui / pendant que
UR: جس میں / جبکہ

Definition:
(EN) Compound of 'fī' (in) and 'mā' (what/that), used to mean 'in what' or as a conjunction for 'while'.

Example: فِيْمَا كَانَ يَلْعَبُ.

Translation: While he was playing.

Root Word: F-Y-M-A (ف ي م ا)

Synonyms: بَيْنَمَا, خِلَالَ"
إِذَنْ,"Translations:
EN: therefore / then / in that case
FR: donc / alors
UR: پھر / اس لیے

Definition:
(EN) Particle used to indicate a consequence or a conclusion to a statement.

Example: إِذَنْ، سَأَذْهَبُ مَعَكَ.

Translation: In that case, I will go with you.

Root Word: ʾ-DH-N (أ ذ ن)

Synonyms: فـَ, هَكَذَا"
بَلْ,"Translations:
EN: but / rather / instead
FR: mais / plutôt
UR: بلکہ

Definition:
(EN) Conjunction used to correct or supplement a previous statement, often meaning 'but rather'.

Example: لَيْسَ هَذَا فَقَطْ بَلْ ذَلِكَ أَيْضًا.

Translation: Not just this, but that too.

Root: — (function word; no productive lexical root)

Synonyms: لَكِنْ, بَلْ بَعْدَ"
لَكِنَّ,"Translations:
EN: but / however
FR: mais / cependant
UR: لیکن / مگر

Definition:
(EN) Particle from 'Inna' sisters used for correction or contrast (requires a noun/pronoun after).

Example: الرَّجُلُ غَنِيٌّ لَكِنَّهُ بَخِيلٌ.

Translation: The man is rich but he is stingy.

Root: — (function word; no productive lexical root)

Synonyms: بَيْدَ أَنَّ, غَيْرَ أَنَّ"
إِلَّا,"Translations:
EN: except / but
FR: sauf / excepté
UR: سوائے / مگر

Definition:
(EN) Particle used for exception in a sentence.

Example: لَا إِلَهَ إِلَّا اللَّهُ.

Translation: There is no god except Allah.

Root: — (function word; no productive lexical root)

Synonyms: سِوَى, عَدَا"
حِينَمَا,"Translations:
EN: when / at the time that
FR: quand / au moment où
UR: جب / جس وقت

Definition:
(EN) Compound conjunction indicating the specific time an action occurs.

Example: حِينَمَا نَجَحْتُ.

Translation: When I succeeded.

Root Word: Ḥ-Y-N-M-A (ح ي ن م ا)

Synonyms: عِنْدَمَا, لَمَّا"
أَنَّمَا,"Translations:
EN: that only / that
FR: que seulement
UR: کہ صرف

Definition:
(EN) Compound of 'anna' and 'mā', often used as a restrictive particle meaning 'only' or 'merely'.

Example: إِنَّمَا الأَعْمَالُ بِالنِّيَّاتِ.

Translation: Deeds are only by intentions.

Root Word: ʾ-N-M-A (أ ن م ا)

Synonyms: فَقَطْ, حَصْرًا"
لَدَى,"Translations:
EN: with / have / at
FR: chez / auprès de / avoir
UR: پاس / نزدیک

Definition:
(EN) Preposition indicating possession or proximity, similar to 'inda'.

Example: لَدَيَّ سُؤَالٌ.

Translation: I have a question.

Root Word: L-D-Y (ل د ي)

Synonyms: عِنْدَ, قُرْبَ"
ثُمَّ,"Translations:
EN: then / afterwards
FR: puis / ensuite
UR: پھر / تب

Definition:
(EN) Conjunction indicating sequence with a time delay between actions.

Example: أَكَلْتُ ثُمَّ نِمْتُ.

Translation: I ate then I slept.

Root: — (function word; no productive lexical root)

Synonyms: بَعْدَ ذَلِكَ, فَـ"
لَعَلَّ,"Translations:
EN: perhaps / maybe / so that
FR: peut-être / afin que
UR: شاید / تاکہ

Definition:
(EN) Particle used to express hope or possibility, or sometimes purpose.

Example: لَعَلَّكَ بِخَيْرٍ.

Translation: Perhaps you are well.

Root: — (function word; no productive lexical root)

Synonyms: رُبَّمَا, عَسَى"
أَيْنَ,"Translations:
EN: where
FR: où
UR: کہاں

Definition:
(EN) Interrogative adverb used to ask about a location.

Example: أَيْنَ المِفْتَاحُ؟

Translation: Where is the key?

Root: — (function word; no productive lexical root)

Synonyms: حَيْثُ, أَيَّانَ"
حَالَ,"Translations:
EN: state / condition / instantly
FR: état / condition / tout de suite
UR: حال / فورا

Definition:
(EN) Noun referring to a person's state, or used in phrases like 'fī al-ḥāl' to mean immediately.

Example: كَيْفَ الحَالُ؟

Translation: How is the condition? (How are you?)

Root Word: Ḥ-W-L (ح و ل)

Synonyms: وَضْع, شَأْن"
بَيْنَمَا,"Translations:
EN: while / whereas
FR: tandis que / alors que
UR: جبکہ

Definition:
(EN) Conjunction used to indicate that two actions are happening at the same time.

Example: كُنْتُ أَقْرَأُ بَيْنَمَا كَانَ هُوَ يَلْعَبُ.

Translation: I was reading while he was playing.

Root Word: B-Y-N-M-A (ب ي ن م ا)

Synonyms: فِي حِينِ, خِلَالَ"
أُولَئِكَ,"Translations:
EN: those
FR: ceux-là / ces... là
UR: وہ (جمع)

Definition:
(EN) Demonstrative pronoun used to refer to a group of people or things at a distance.

Example: أُولَئِكَ هُمُ المُفْلِحُونَ.

Translation: Those are the successful ones.

Root Word: ʾ-W-L (أ و ل)

Synonyms: هَؤُلَاءِ, ذَلِكَ"
لَقَدْ,"Translations:
EN: indeed / certainly (with past tense)
FR: certes / déjà
UR: تحقیق / بے شک

Definition:
(EN) Emphatic particle used with the past tense to indicate that an action has definitely occurred.

Example: لَقَدْ ذَهَبَ إِلَى البَيْتِ.

Translation: He has indeed gone home.

Root Word: L-Q-D (ل ق د)

Synonyms: قَدْ, حَقًّا"
جِدًّا,"Translations:
EN: very / extremely
FR: très / vraiment
UR: بہت / نہایت

Definition:
(EN) Adverb used to emphasize an adjective or another adverb.

Example: هَذَا جَمِيلٌ جِدًّا.

Translation: This is very beautiful.

Root Word: J-D-D (ج د د)

Synonyms: كَثِيرًا, لِلْغَايَةِ"
أَيْضًا,"Translations:
EN: also / too
FR: aussi / également
UR: بھی

Definition:
(EN) Adverb indicating addition or inclusion.

Example: أَنَا أَيْضًا أُرِيدُ الذَّهَابَ.

Translation: I also want to go.

Root Word: ʾ-Y-Ḍ (أ ي ض)

Synonyms: كَذَلِكَ, مِثْلَمَا"
مَثَلًا,"Translations:
EN: for example
FR: par exemple
UR: مثلاً

Definition:
(EN) Adverbial phrase used to introduce an illustration or instance.

Example: قُلْ شَيْئًا، مَثَلًا: مَرْحَبًا.

Translation: Say something, for example: Hello.

Root Word: M-TH-L (م ث ل)

Synonyms: عَلَى سَبِيلِ المِثَالِ, نَحْوَ"
دَائِمًا,"Translations:
EN: always
FR: toujours
UR: ہمیشہ

Definition:
(EN) Adverb indicating that an action occurs at all times or on every occasion.

Example: هُوَ دَائِمًا يَتَأَخَّرُ.

Translation: He is always late.

Root Word: D-W-M (د و م)

Synonyms: أَبَدًا, طَوَالَ الوَقْتِ"
أَبَدًا,"Translations:
EN: never / ever / forever
FR: jamais / à jamais
UR: کبھی نہیں / ہمیشہ

Definition:
(EN) Adverb indicating no time (with negation) or eternal duration.

Example: لَنْ أَنْسَاكَ أَبَدًا.

Translation: I will never forget you.

Root Word: ʾ-B-D (أ ب د)

Synonyms: دَائِمًا, قَطُّ"
رُبَّمَا,"Translations:
EN: perhaps / maybe
FR: peut-être
UR: شاید

Definition:
(EN) Adverb expressing possibility or uncertainty about an event.

Example: رُبَّمَا يَمْطُرُ اليَوْمَ.

Translation: Perhaps it will rain today.

Root Word: R-B-B (ر ب ب)

Synonyms: لَعَلَّ, عَسَى"
عَسَى,"Translations:
EN: perhaps / may be / it is hoped
FR: peut-être / il se peut que
UR: شاید / امید ہے

Definition:
(EN) Verb of hope used to express the possibility or desire for something to happen.

Example: عَسَى أَنْ يَأْتِيَ الخَيْرُ.

Translation: Perhaps good will come.

Root Word: ʿ-S-Y (ع س ي)

Synonyms: لَعَلَّ, رُبَّمَا"
مِمَّا,"Translations:
EN: from what / of which
FR: de ce que / dont
UR: جس سے / جس میں سے

Definition:
(EN) Compound of 'min' (from) and 'mā' (what/that), used to link a source or origin.

Example: هَذَا مِمَّا أَحَبُّ.

Translation: This is from what I love.

Root Word: M-N-M-A (م ن م ا)

Synonyms: عَمَّا, بِمَا"
عَمَّا,"Translations:
EN: about what / from what
FR: sur ce que / de quoi
UR: جس کے بارے میں

Definition:
(EN) Compound of 'an' (about) and 'mā' (what/that), used to introduce a topic or source.

Example: سَأَلْتُهُ عَمَّا فَعَلَ.

Translation: I asked him about what he did.

Root Word: ʿ-N-M-A (ع ن م ا)

Synonyms: مِمَّا, حِيَالَ"
بِمَا,"Translations:
EN: with what / by means of which
FR: avec ce que / par quoi
UR: جس کے ساتھ / جس سے

Definition:
(EN) Compound of 'bi' (with) and 'mā' (what/that), indicating a tool or cause.

Example: آمَنَ بِمَا أُنْزِلَ إِلَيْهِ.

Translation: He believed in what was revealed to him.

Root Word: B-M-A (ب م ا)

Synonyms: مِمَّا, لِمَا"
مُنْذُ,"Translations:
EN: since / ago
FR: depuis / il y a
UR: سے / جب سے

Definition:
(EN) Preposition or conjunction indicating the starting point of an action or period in the past.

Example: مُنْذُ يَوْمَيْنِ.

Translation: Two days ago (Since two days).

Root Word: M-N-DH (م ن ذ)

Synonyms: بَعْدَ, مِنْ"
فَقَطْ,"Translations:
EN: only / just
FR: seulement / juste
UR: صرف / فقط

Definition:
(EN) Adverb used to indicate a limitation or restriction to a specific thing or amount.

Example: كِتَابٌ وَاحِدٌ فَقَطْ.

Translation: One book only.

Root Word: F-Q-Ṭ (ف ق ط)

Synonyms: حَصْرًا, لَيْسَ غَيْر"
أَيَّانَ,"Translations:
EN: when (future/emphasis)
FR: quand (futur)
UR: کب

Definition:
(EN) Interrogative adverb used to ask about a future time, often with a sense of awe or importance.

Example: أَيَّانَ يَوْمُ القِيَامَةِ؟

Translation: When is the Day of Resurrection?

Root Word: ʾ-Y-A-N (أ ي ا ن)

Synonyms: مَتَى, حِينَ"
أَيْنَمَا,"Translations:
EN: wherever
FR: où que / n'importe où
UR: جہاں کہیں

Definition:
(EN) Conditional adverb of place meaning in whatever location.

Example: أَيْنَمَا تَذْهَبْ أَذْهَبْ.

Translation: Wherever you go, I will go.

Root Word: ʾ-Y-N-M-A (أ ي ن م ا)

Synonyms: حَيْثُمَا, فِي أَيِّ مَكَانٍ"
رَيْثَمَا,"Translations:
EN: until / as long as
FR: en attendant que / tant que
UR: یہاں تک کہ / جب تک

Definition:
(EN) Conjunction used to indicate the duration until something happens.

Example: اِنْتَظِرْ رَيْثَمَا أَعُودُ.

Translation: Wait until I return.

Root Word: R-Y-TH-M-A (ر ي ث م ا)

Synonyms: حَتَّى, لِحِينِ"
لَدُنْ,"Translations:
EN: from / with (formal/divine)
FR: de la part de / chez
UR: پاس سے / طرف سے

Definition:
(EN) Formal preposition similar to 'min' or 'inda', often used in a religious or administrative context.

Example: مِنْ لَدُنْ حَكِيمٍ.

Translation: From the presence of One Wise.

Root Word: L-D-N (ل د ن)

Synonyms: عِنْدَ, مِنْ"
أَيَّة,"Translations:
EN: which / any (feminine)
FR: quelle / n'importe quelle
UR: کونسی / کوئی بھی

Definition:
(EN) Feminine version of 'ayyu', used to ask for a choice or refer to any member of a group.

Example: أَيَّةُ قِصَّةٍ تُرِيدُ؟

Translation: Which story do you want?

Root Word: ʾ-Y-A (أ ي ا)

Synonyms: أَيّ, مَنْ"
كَيْ,"Translations:
EN: so that / in order to
FR: pour que / afin de
UR: تاکہ

Definition:
(EN) Particle used to indicate purpose or reason for an action.

Example: اِجْتَهِدْ كَيْ تَنْجَحَ.

Translation: Work hard so that you succeed.

Root: — (function word; no productive lexical root)

Synonyms: لِكَيْ, حَتَّى"
لِكَيْ,"Translations:
EN: so that / in order that
FR: afin que / pour que
UR: تاکہ

Definition:
(EN) Compound of 'li' and 'kay', providing a more emphatic sense of purpose.

Example: ذَهَبْتُ لِكَيْ أَرَاهُ.

Translation: I went so that I might see him.

Root Word: L-K-Y (ل ك ي)

Synonyms: كَيْ, حَتَّى"
فَـ,"Translations:
EN: and then / so / for
FR: et puis / donc / car
UR: تو / پھر / چونکہ

Definition:
(EN) Particle used to indicate immediate sequence, result, or reason.

Example: دَخَلَ فَجَلَسَ.

Translation: He entered and (then immediately) sat down.

Root: — (function word; no productive lexical root)

Synonyms: ثُمَّ, إِذَنْ"
بِـ,"Translations:
EN: with / by / in / at
FR: avec / par / à
UR: سے / کے ذریعے

Definition:
(EN) Preposition used to indicate means, accompaniment, or location.

Example: بِسْمِ اللَّهِ.

Translation: In the name of Allah.

Root Word: B (ب)

Synonyms: مَعَ, عَنْ طَرِيقِ"
كَـ,"Translations:
EN: like / as
FR: comme / tel que
UR: جیسا / طرح

Definition:
(EN) Particle used for comparison between two things.

Example: قَوِيٌّ كَالأَسَدِ.

Translation: Strong as a lion.

Root Word: K (ك)

Synonyms: مِثْلَ, كَمَا"
تَـ,"Translations:
EN: by (oath particle)
FR: par (serment)
UR: کی قسم

Definition:
(EN) Particle used exclusively for swearing an oath, usually with the word 'Allah'.

Example: تَاللَّهِ.

Translation: By Allah.

Root Word: T (ت)

Synonyms: وَ (oath), بِـ"
رُبَّ,"Translations:
EN: perhaps / many a / some
FR: peut-être / maintes
UR: شاید / کئی ایک

Definition:
(EN) Particle used to indicate possibility or to refer to an indefinite number, often with a following noun in the genitive.

Example: رُبَّ صَدِيقٍ أَنْفَعُ مِنْ أَخٍ.

Translation: Many a friend is more useful than a brother.

Root Word: R-B-B (ر ب ب)

Synonyms: لَعَلَّ, رُبَّمَا"
أَيُّهَا,"Translations:
EN: O (vocative used with definite nouns)
FR: Ô
UR: اے

Definition:
(EN) Vocative particle used specifically when addressing a noun that begins with the definite article 'al-'.

Example: أَيُّهَا النَّاسُ.

Translation: O people!

Root Word: ʾ-Y (أ ي)

Synonyms: يَا, أَيَّتُهَا (feminine)"
حَيْثُمَا,"Translations:
EN: wherever
FR: où que / n'importe où
UR: جہاں کہیں

Definition:
(EN) Conditional adverb of place similar to 'aynamā'.

Example: حَيْثُمَا تَكُونُوا يُدْرِكْكُمُ المَوْتُ.

Translation: Wherever you are, death will overtake you.

Root Word: Ḥ-Y-TH-M-A (ح ي ث م ا)

Synonyms: أَيْنَمَا, فِي أَيِّ مَكَانٍ"
