rank,front,expected_english,kaikki_entry,kaikki_pos,kaikki_has_english_gloss,semantic_overlap,semantic_overlap_terms,wordfreq_attested,wordfreq_zipf,arabic_wordnet_entry,camel_analysis,lexique4_entry,lexique4_pos,urdu_ud_entry,urdu_ud_pos,support_count,confidence
28,dans,in; into,True,noun|prep,True,False,,True,6.91,False,False,False,,False,,2,semantic_review
29,elle,she; it (feminine),True,noun|pron,True,True,it|she,True,6.49,False,False,False,,False,,2,strong
30,bien,well; good; quite; indeed,True,adj|adv|noun,True,True,good|inde|well,True,6.37,False,False,False,,False,,2,strong
31,me,me; myself,True,pron,True,True,me,True,6.31,False,False,False,,False,,2,strong
32,si,if; whether; so; yes (replying to a negative question),True,adv|conj|intj|noun,True,True,if|negative|so|whether|yes,True,6.46,False,False,False,,False,,2,strong
33,du,of the; from the; some (partitive),True,article|contraction,True,True,partitive,True,6.99,False,False,False,,False,,2,strong
34,non,no; not,True,adv|conj|intj|noun,True,True,no|not,True,6.08,False,False,False,,False,,2,strong
35,avec,with,True,adv|prep,True,False,,True,6.65,False,False,False,,False,,2,semantic_review
36,devoir,must; have to; owe; duty,True,noun|verb,True,True,duty|have|must|owe,True,4.99,False,False,False,,False,,2,strong
37,plus,more; most; no more (with negation),True,adv|noun|verb,True,True,more|most|no,True,6.68,False,False,False,,False,,2,strong
38,mon,my (masculine singular; also before vowel-initial feminine nouns),True,det,True,True,my|vowel-initial,True,6.21,False,False,False,,False,,2,strong
39,voir,see,True,adv|verb,True,True,see,True,5.94,False,False,False,,False,,2,strong
40,te,you; yourself (object/reflexive pronoun),True,pron,True,True,you|yourself,True,5.96,False,False,False,,False,,2,strong
41,moi,me; myself,True,noun|pron,True,True,me,True,6.17,False,False,False,,False,,2,strong
42,oui,yes,True,adv|intj,True,True,yes,True,5.80,False,False,False,,False,,2,strong
43,tout,all; everything; however; no matter how,True,adv|det|noun|pron,True,True,all|everyth|how|however|matter|no,True,6.44,False,False,False,,False,,2,strong
44,sur,on; upon; about,True,adj|prep,True,True,about|upon,True,6.77,False,False,False,,False,,2,strong
45,ils,they (masculine or mixed group),True,pron,True,True,group|mixed|they,True,6.36,False,False,False,,False,,2,strong
46,se,oneself; himself; herself; themselves; each other (reflexive/reciprocal use),True,pron,True,True,each|herself|himself|oneself|other|reciprocal|reflexive|themselv,True,6.56,False,False,False,,False,,2,strong
47,venir,come,True,verb,True,True,come,True,5.18,False,False,False,,False,,2,strong
48,ici,here,True,adv,True,True,here,True,5.71,False,False,False,,False,,2,strong
49,toi,"you; yourself (informal singular, stressed/disjunctive form)",True,pron,True,True,disjunctive|informal|you|yourself,True,5.86,False,False,False,,False,,2,strong
50,comme,like; as; such as; how,True,conj|particle,True,True,how|like|such,True,6.41,False,False,False,,False,,2,strong
51,bon,good; correct; fine/okay; voucher/coupon (noun),True,adj|intj|noun,True,True,correct|coupon|fine|good|voucher,True,5.93,False,False,False,,False,,2,strong
52,lui,him; her; to him; to her,True,pron|verb,True,True,her|him,True,6.20,False,False,False,,False,,2,strong
53,votre,your,True,det,True,True,your,True,5.93,False,False,False,,False,,2,strong
54,chose,thing; matter; something; affair,True,noun,False,False,,True,5.70,False,False,False,,False,,2,form_only
55,penser,to think; to consider; to think about,True,verb,True,True,consider|think,True,5.08,False,False,False,,False,,2,strong
56,parler,to talk; to speak; speech; way of speaking; dialect,True,noun|verb,True,True,dialect|speak|talk,True,5.52,False,False,False,,False,,2,strong
57,là,there,True,adv,True,True,there,True,5.99,False,False,False,,False,,2,strong
58,cette,this; that (feminine singular),True,det,True,False,,True,6.35,False,False,False,,False,,2,semantic_review
59,rien,nothing; anything,True,noun|pron,True,True,anyth|noth,True,5.97,False,False,False,,False,,2,strong
60,prendre,to gain; to make; to take,True,verb,True,True,gain|make|take,True,5.62,False,False,False,,False,,2,strong
61,quand,when,True,adv|conj,True,True,when,True,6.13,False,False,False,,False,,2,strong
62,son,his / her / its (masculine singular possessive); sound; bran,True,det|noun,True,True,bran|her|his|its|sound,True,6.47,False,False,False,,False,,2,strong
63,alors,"so, well, well then; then (at that time); so, hence (as a consequence)",True,adv|intj,True,True,consequence|hence|so|then|time|well,True,6.03,False,False,False,,False,,2,strong
64,ton,tone; your,True,det|noun,True,True,tone|your,True,5.82,False,False,False,,False,,2,strong
65,croire,"to believe (someone); to believe, to have faith; to believe, to accept as true",True,verb,True,True,accept|believe|faith|have|true,True,5.15,False,False,False,,False,,2,strong
66,par,by; through; per,True,noun|prep,True,True,per|through,True,6.72,False,False,False,,False,,2,strong
67,aimer,"to like (often with bien); to love (usually of a person, otherwise the meaning is closer to English like)",True,verb,True,True,bien|closer|english|like|love|otherwise,True,4.65,False,False,False,,False,,2,strong
68,ou,or,True,conj,True,False,,True,6.46,False,False,False,,False,,2,semantic_review
69,juste,just; only; exactly; correct; fair; just,True,adj|adv|noun,True,True,correct|exactly|fair|just|only,True,5.80,False,False,False,,False,,2,strong
70,passer,to pass; to go/come by; to spend (time); to take (an exam); to hand/pass; to put on,True,verb,True,True,come|exam|go|hand|pass|put|spend|take|time,True,5.45,False,False,False,,False,,2,strong
71,des,of the; from the; some (plural article),True,article|contraction,True,True,article|some,True,7.15,False,False,False,,False,,2,strong
72,trouver,find,True,verb,True,True,find,True,5.43,False,False,False,,False,,2,strong
73,merci,thanks; thank you,True,intj|noun,True,True,thank|you,True,5.62,False,False,False,,False,,2,strong
74,très,very,True,adv,True,True,very,True,6.12,False,False,False,,False,,2,strong
75,jamais,never; ever,True,adv,True,True,ever|never,True,5.89,False,False,False,,False,,2,strong
76,oh,oh,True,intj,True,True,oh,True,5.09,False,False,False,,False,,2,strong
77,laisser,"to let, to allow; to leave with, to give; to forget, to leave alone",True,verb,True,True,allow|alone|forget|give|leave|let,True,5.15,False,False,False,,False,,2,strong
78,vraiment,"really; very; really? for real?; truly, really, genuinely",True,adv|intj,True,True,genuinely|real|really|truly|very,True,5.80,False,False,False,,False,,2,strong
79,aussi,"therefore; too, also, as well; as (used for equal comparisons)",True,adv|conj,True,True,also|comparison|equal|therefore|too|well,True,6.19,False,False,False,,False,,2,strong
80,pourquoi,why,True,adv,True,True,why,True,5.66,False,False,False,,False,,2,strong
81,même,even; same; very,True,adj|adv,True,True,even|same|very,True,6.32,False,False,False,,False,,2,strong
82,autre,other; another; else,True,adj|pron,True,True,another|other,True,5.98,False,False,False,,False,,2,strong
83,attendre,"to expect; to wait for, to await",True,verb,True,True,await|expect|wait,True,5.02,False,False,False,,False,,2,strong
84,sa,her; his; its,True,det,True,True,her|his|its,True,6.34,False,False,False,,False,,2,strong
85,arriver,to arrive; to happen/occur; to manage/succeed (arriver à); to achieve success (context-dependent),True,verb,True,True,arrive|happen|manage|succes,True,4.99,False,False,False,,False,,2,strong
86,maintenant,"now; currently; maintaining (present participle of maintenir, context-dependent)",True,adv|verb,True,True,currently|maintenir|now|participle,True,5.53,False,False,False,,False,,2,strong
87,falloir,to be necessary; must; have to (impersonal verb),True,verb,True,True,have|necessary,True,4.43,False,False,False,,False,,2,strong
88,ta,your,True,det,True,True,your,True,5.66,False,False,False,,False,,2,strong
89,appeler,call; summon,True,verb,True,True,call|summon,True,4.75,False,False,False,,False,,2,strong
90,donner,to give; to provide; to donate; to produce/yield; to face/open onto (donner sur),True,verb,True,True,donate|give,True,5.41,False,False,False,,False,,2,strong
91,temps,tense; weather; time (in general),True,noun,True,True,general|tense|time|weather,True,6.01,False,False,False,,False,,2,strong
92,peu,few; little,True,adv|noun,True,True,few|little,True,5.99,False,False,False,,False,,2,strong
93,regarder,to face; to watch; to look at,True,verb,True,True,face|look|watch,True,5.03,False,False,False,,False,,2,strong
94,toujours,still; always,True,adv,True,True,alway|still,True,5.94,False,False,False,,False,,2,strong
95,petit,small; little; petty; small child; little one; young one,True,adj|noun,True,True,child|little|petty|small|young,True,5.67,False,False,False,,False,,2,strong
96,comment,how; in what way,True,adv|intj|noun,True,True,how|what,True,5.74,False,False,False,,False,,2,strong
97,besoin,need,True,noun,True,True,need,True,5.51,False,False,False,,False,,2,strong
98,encore,more; again; still,True,adv,True,True,again|more|still,True,6.04,False,False,False,,False,,2,strong
99,quelque,some (singular),True,det,True,True,some,True,5.54,False,False,False,,False,,2,strong
100,notre,our,True,det,True,True,our,True,5.90,False,False,False,,False,,2,strong
101,homme,man; adult male; husband (context-dependent),True,noun,True,True,adult|husband|male|man,True,5.71,False,False,False,,False,,2,strong
102,partir,to leave; to depart; to go away; to start/set off; to die (context-dependent),True,verb,True,True,away|depart|die|go|leave|start,True,5.48,False,False,False,,False,,2,strong
103,mes,my,True,det,True,True,my,True,5.77,False,False,False,,False,,2,strong
104,vie,life,True,noun,True,True,life,True,5.89,False,False,False,,False,,2,strong
105,sûr,"safe; trustworthy; sure, certain",True,adj,True,True,certain|safe|sure|trustworthy,True,5.27,False,False,False,,False,,2,strong
106,arrêter,to stop; to halt; to arrest; to detain; to stop/cease doing something,True,verb,True,True,arrest|cease|halt|stop,True,5.05,False,False,False,,False,,2,strong
107,quoi,what,True,adv|phrase|pron,True,True,what,True,5.84,False,False,False,,False,,2,strong
108,personne,"anyone; person; no one, nobody",True,noun|pron,True,True,anyone|no|nobody,True,5.73,False,False,False,,False,,2,strong
109,accord,"chord; agreement; permission, consent",True,noun,True,True,agree|chord|consent|permission,True,5.41,False,False,False,,False,,2,strong
110,tuer,to kill,True,verb,True,True,kill,True,4.77,False,False,False,,False,,2,strong
111,peut-être,"maybe, perhaps",True,adv,True,True,maybe|perhap,True,5.97,False,False,False,,False,,2,strong
112,fois,"times, multiplied by; time (an instance or repetition of something happening)",True,noun|prep,True,True,happen|instance|multipl|repetition|time,True,5.95,False,False,False,,False,,2,strong
113,mettre,"to put; to place; to put on; to set; to take (time, in constructions)",True,verb,True,True,place|put|set,True,5.55,False,False,False,,False,,2,strong
114,sortir,to go out; to come out; to leave; to take out (transitive use),True,noun|verb,True,True,come|go|out|take,True,5.19,False,False,False,,False,,2,strong
115,demander,to ask; to request; to ask for; to wonder (se demander),True,verb,True,True,ask|request|wonder,True,5.14,False,False,False,,False,,2,strong
116,rester,to stay; to remain; to live/reside (context-dependent),True,verb,True,True,live|remain|stay,True,5.10,False,False,False,,False,,2,strong
117,jour,day,True,noun,True,True,day,True,5.75,False,False,False,,False,,2,strong
118,monde,world,True,adj|intj|noun,True,True,world,True,5.96,False,False,False,,False,,2,strong
119,sans,without,True,prep,True,True,without,True,6.10,False,False,False,,False,,2,strong
120,vrai,true; real; genuine; the true/the real (noun use),True,adj|adv|noun,True,True,real|true,True,5.57,False,False,False,,False,,2,strong
121,connaître,to know; to be acquainted/familiar with; to experience; to know about,True,verb,True,True,about|experience|familiar|know,True,4.92,False,False,False,,False,,2,strong
122,essayer,try; test; attempt,True,verb,True,True,attempt|test|try,True,4.94,False,False,False,,False,,2,strong
123,quelqu'un,someone; somebody,True,pron,True,True,somebody,True,5.45,False,False,False,,False,,2,strong
124,mourir,to die,True,verb,True,True,die,True,4.75,False,False,False,,False,,2,strong
125,comprendre,"to comprise, include; to understand, comprehend; to be comprehensible or conceivable",True,verb,True,True,comprehend|comprehensible|comprise|conceivable|include|understand,True,5.14,False,False,False,,False,,2,strong
126,avant,before; in front of,True,adv|noun|prep,True,True,before|front,True,5.92,False,False,False,,False,,2,strong
127,trop,too; too much,True,adv,True,True,much|too,True,5.83,False,False,False,,False,,2,strong
128,an,year,True,noun,True,True,year,True,5.36,False,False,False,,False,,2,strong
129,seul,only; alone; lonely,True,adj,True,True,alone|lonely|only,True,5.58,False,False,False,,False,,2,strong
130,père,father,True,noun,True,True,father,True,5.44,False,False,False,,False,,2,strong
131,aider,to help; to aid; to assist; to make use of (s'aider de),True,verb,True,True,aid|help,True,5.09,False,False,False,,False,,2,strong
132,dieu,God; god,True,noun,True,True,god,True,5.40,False,False,False,,False,,2,strong
133,après,after; afterwards; later,True,adv|prep,True,True,after|afterward|later,True,6.12,False,False,False,,False,,2,strong
134,ami,friend; male friend,True,noun,True,True,friend,True,5.09,False,False,False,,False,,2,strong
135,ses,his; her; its (before a plural noun),True,det,True,True,her|his|its,True,6.21,False,False,False,,False,,2,strong
136,leur,their; to them,True,det|pron,True,True,their|them,True,6.17,False,False,False,,False,,2,strong
137,entendre,to hear; to understand; to mean/intend (context-dependent),True,verb,True,True,hear|intend|mean|understand,True,4.98,False,False,False,,False,,2,strong
138,mal,badly; wrong; ill; bad; pain; harm; evil,True,adj|adv|noun,True,True,bad|badly|evil|harm|pain,True,5.68,False,False,False,,False,,2,strong
139,chez,"at/to the home, place, or business of; among; in the work of",True,prep,True,True,among|home|work,True,5.80,False,False,False,,False,,2,strong
140,nouveau,new; novel,True,adj|noun,True,True,new|novel,True,5.63,False,False,False,,False,,2,strong
141,beaucoup,a lot; much; many; very much,True,adv,True,True,lot|much|very,True,5.75,False,False,False,,False,,2,strong
142,depuis,since; for (a duration); from,True,adv|prep,True,True,since,True,5.92,False,False,False,,False,,2,strong
143,déjà,"already, before; for a start, firstly; again (following a question)",True,adv,True,True,again|already|before|firstly|follow|question|start,True,5.84,False,False,False,,False,,2,strong
144,femme,wife; woman,True,noun,True,True,wife|woman,True,5.59,False,False,False,,False,,2,strong
145,grand,big; tall; grand,True,adj|noun,True,True,big|grand|tall,True,5.79,False,False,False,,False,,2,strong
146,monsieur,Mr.; Mister; sir; gentleman,True,noun,True,True,gentleman|mister|sir,True,5.01,False,False,False,,False,,2,strong
147,chercher,seek; look for,True,verb,True,True,look|seek,True,5.06,False,False,False,,False,,2,strong
148,mieux,better,True,adv|noun,True,True,better,True,5.67,False,False,False,,False,,2,strong
149,enfant,child; kid; offspring,True,noun,True,True,child|offspr,True,5.27,False,False,False,,False,,2,strong
150,gens,people,True,noun,True,True,people,True,5.80,False,False,False,,False,,2,strong
151,tes,your (informal singular possessor; before a plural noun),True,det,True,True,your,True,5.45,False,False,False,,False,,2,strong
152,heure,hour; time; o'clock,True,noun,True,True,hour|o'clock|time,True,5.39,False,False,False,,False,,2,strong
153,maison,house; home,True,adj|noun,True,True,house,True,5.53,False,False,False,,False,,2,strong
154,fait,fact; deed; done / made (past participle of faire),True,adj|noun|verb,True,True,done|fact|faire|participle,True,6.43,False,False,False,,False,,2,strong
155,problème,problem; trouble,True,noun,True,True,problem|trouble,True,5.41,False,False,False,,False,,2,strong
156,revenir,return; come back,True,verb,True,True,back|come|return,True,4.89,False,False,False,,False,,2,strong
157,voilà,there is/are; there it is; here it is; there you are,True,prep|verb,True,True,here|it|there,True,5.25,False,False,False,,False,,2,strong
158,cela,that,True,pron|verb,True,False,,True,5.72,False,False,False,,False,,2,semantic_review
159,écouter,listen,True,verb,True,True,listen,True,4.71,False,False,False,,False,,2,strong
160,fille,girl; daughter; female child; young woman (context-dependent),True,noun,True,True,daughter|girl,True,5.42,False,False,False,,False,,2,strong
161,soir,evening,True,noun|verb,True,True,even,True,5.49,False,False,False,,False,,2,strong
162,nom,name; noun; forms expletive interjections,True,noun,True,True,expletive|interjection|name,True,5.59,False,False,False,,False,,2,strong
163,premier,first,True,adj|adv|noun,True,True,first,True,5.74,False,False,False,,False,,2,strong
164,perdre,lose,True,verb,True,True,lose,True,5.02,False,False,False,,False,,2,strong
165,finir,"to end up; to finish, end, complete",True,verb,True,True,complete|end|finish|up,True,4.81,False,False,False,,False,,2,strong
166,sentir,to feel; to smell; to smell of; to sense,True,verb,True,True,feel|smell,True,4.68,False,False,False,,False,,2,strong
167,raison,reason; logical reasoning,True,noun,True,True,reason,True,5.50,False,False,False,,False,,2,strong
168,jouer,"to play (a role); to bid (money), gamble; to play (engage in games or play)",True,verb,True,True,bid|engage|gamble|game|money|play|role,True,5.23,False,False,False,,False,,2,strong
169,nuit,night,True,noun|verb,True,True,night,True,5.38,False,False,False,,False,,2,strong
170,travailler,work,True,verb,True,True,work,True,5.03,False,False,False,,False,,2,strong
171,moment,moment; point in time; a while; moment/torque (physics),True,noun,True,True,moment|point|time|while,True,5.66,False,False,False,,False,,2,strong
172,dernier,last,True,adj,True,True,last,True,5.47,False,False,False,,False,,2,strong
173,commencer,"to begin, commence",True,verb,True,True,begin|commence,True,4.93,False,False,False,,False,,2,strong
174,cet,this; that (masculine singular before a vowel or mute h),True,det,False,False,,True,5.66,False,False,False,,False,,2,form_only
175,beau,beautiful; handsome; fine; nice,True,adj|adv|noun,True,True,fine|handsome|nice,True,5.26,False,False,False,,False,,2,strong
176,salut,"hi, hello; salvation; bye, goodbye",True,intj|noun,True,True,bye|goodbye|hello|hi|salv,True,4.79,False,False,False,,False,,2,strong
177,rendre,to return; to give back; to make; to render; to yield; to visit (rendre visite),True,verb,True,True,back|give|make|render|return|visit|yield,True,5.21,False,False,False,,False,,2,strong
178,truc,"trick; procedure, technique; thingamajig, thingy, thing",True,noun,True,True,procedure|technique|thingamajig|thingy|trick,True,5.28,False,False,False,,False,,2,strong
179,désoler,to sadden; distress; upset,True,verb,True,True,distres|sadden|upset,True,2.82,False,False,False,,False,,2,strong
180,argent,money; silver,True,noun,True,True,money|silver,True,5.37,False,False,False,,False,,2,strong
181,bonjour,hello; good morning; good day,True,intj|noun,True,True,day|good|hello,True,5.12,False,False,False,,False,,2,strong
182,moins,less; fewer; minus; least (in constructions),True,adv|noun|prep,True,True,fewer|least|less|minu,True,5.87,False,False,False,,False,,2,strong
183,plaire,to please; to be pleasing to; to appeal to,True,verb,True,True,appeal|please,True,4.15,False,False,False,,False,,2,strong
184,maman,"mummy, mommy, mom, mum",True,noun,True,True,mom|mommy|mum|mummy,True,4.74,False,False,False,,False,,2,strong
185,rentrer,to return; to go/come home; to go back in; to re-enter; to fit; to score (context-dependent),True,verb,True,True,back|come|fit|go|home|re-enter|score,True,4.80,False,False,False,,False,,2,strong
186,air,air; appearance; look; manner; tune; aria,True,noun,True,True,air|appearance|aria|tune,True,5.39,False,False,False,,False,,2,strong
187,mort,death; dead; dead person,True,adj|noun|verb,True,True,dead|death,True,5.64,False,False,False,,False,,2,strong
188,tenir,to hold; to keep; to maintain; to hold on; to care about/be attached to (tenir à),True,verb,True,True,about|attach|hold|keep|maintain,True,4.89,False,False,False,,False,,2,strong
189,affaire,matter; business; affair; case; deal; thing (context-dependent),True,noun,True,True,affair|busines|deal|matter,True,5.19,False,False,False,,False,,2,strong
190,désolé,sorry; saddened; desolate,True,adj|intj|verb,True,True,desolate|sorry,True,4.78,False,False,False,,False,,2,strong
191,gars,"lad, guy; guys (usually all male)",True,noun,True,True,all|guy|guys|lad|male,True,5.19,False,False,False,,False,,2,strong
192,famille,family,True,noun,True,True,family,True,5.52,False,False,False,,False,,2,strong
193,ah,ah!,True,intj,True,True,ah,True,5.31,False,False,False,,False,,2,strong
194,vivre,to live; to experience,True,verb,True,True,experience|live,True,5.21,False,False,False,,False,,2,strong
195,main,hand,True,noun,True,True,hand,True,5.33,False,False,False,,False,,2,strong
196,mec,guy; man; dude; fellow; boyfriend (informal/context-dependent),True,noun,True,True,boyfriend|dude|fellow|guy,True,5.20,False,False,False,,False,,2,strong
197,peur,fear,True,noun,True,True,fear,True,5.24,False,False,False,,False,,2,strong
198,question,question,True,noun,True,True,question,True,5.50,False,False,False,,False,,2,strong
199,devenir,to become; future; development/fate (noun use),True,noun|verb,True,True,become,True,5.06,False,False,False,,False,,2,strong
200,eh,eh; hey; huh (interjection),True,intj,True,False,,True,4.86,False,False,False,,False,,2,semantic_review
201,changer,to change; to exchange (something),True,verb,True,True,change|exchange,True,5.11,False,False,False,,False,,2,strong
202,idée,idea,True,noun,True,True,idea,True,5.38,False,False,False,,False,,2,strong
203,travail,work; labor; job,True,noun,True,True,job|labor|work,True,5.63,False,False,False,,False,,2,strong
204,voiture,car; vehicle; motor car,True,noun,True,True,car|vehicle,True,5.19,False,False,False,,False,,2,strong
205,tête,head,True,noun,True,True,head,True,5.53,False,False,False,,False,,2,strong
206,assez,to a sufficient or moderate degree; enough; sufficiently,True,adv,True,True,degree|enough|moderate|sufficient|sufficiently,True,5.51,False,False,False,,False,,2,strong
207,fils,"son/sons; threads/wires (plural of fil, different pronunciation/context)",True,noun,True,True,fil|son,True,5.40,False,False,False,,False,,2,strong
208,oublier,forget,True,verb,True,True,forget,True,4.84,False,False,False,,False,,2,strong
209,coup,blow; hit; stroke; shot; move; sudden action/event; time/instance (in expressions),True,noun,True,True,action|blow|hit|instance|move|shot|time,True,5.55,False,False,False,,False,,2,strong
210,mère,mother,True,noun,True,True,mother,True,5.45,False,False,False,,False,,2,strong
211,chance,luck; chance,True,noun,True,True,chance|luck,True,5.15,False,False,False,,False,,2,strong
212,minute,minute,True,intj|noun|verb,True,True,minute,True,4.67,False,False,False,,False,,2,strong
213,manger,to eat,True,noun|verb,True,True,eat,True,5.02,False,False,False,,False,,2,strong
214,meilleur,better; best; the best (noun use),True,adj|noun,True,True,best|better,True,5.36,False,False,False,,False,,2,strong
215,entre,among; between,True,prep|verb,True,True,among|between,True,6.02,False,False,False,,False,,2,strong
216,quelle,which; what (feminine singular),True,adj|pron,True,True,what,True,5.27,False,False,False,,False,,2,strong
217,envoyer,to send; to dispatch; to send off; to throw (context-dependent),True,verb,True,True,send,True,4.86,False,False,False,,False,,2,strong
218,prêt,ready; loan (noun),True,adj|noun,True,True,loan|ready,True,4.99,False,False,False,,False,,2,strong
219,hé,hey!; ho! (interjection),True,intj|noun,True,True,hey,True,4.18,False,False,False,,False,,2,strong
220,souvenir,memory; souvenir; remembrance; to remember (se souvenir de),True,noun|verb,True,True,memory|remember|souvenir,True,4.69,False,False,False,,False,,2,strong
221,merde,shit; damn!/shit! (vulgar),True,intj|noun,True,True,shit,True,5.23,False,False,False,,False,,2,strong
222,occuper,occupy,True,verb,True,True,occupy,True,4.60,False,False,False,,False,,2,strong
223,entrer,to enter,True,verb,True,True,enter,True,4.77,False,False,False,,False,,2,strong
224,pendant,during; for (a duration); while (pendant que); hanging; pendant,True,adj|noun|prep|verb,True,True,duration|during|hang,True,5.67,False,False,False,,False,,2,strong
225,vite,quickly; quick; fast,True,adj|adv,True,True,fast|quick|quickly,True,5.31,False,False,False,,False,,2,strong
226,tomber,"to fall; to come down; to become, to get",True,verb,True,True,become|come|down|fall|get,True,4.91,False,False,False,,False,,2,strong
227,aujourd'hui,today,True,adv,True,True,today,True,5.62,False,False,False,,False,,2,strong
228,elles,they (feminine),True,noun|pron,True,True,they,True,5.66,False,False,False,,False,,2,strong
229,hein,huh?; right?; isn't it?,True,intj,True,True,huh,True,5.08,False,False,False,,False,,2,strong
230,garder,to keep; to guard; to look after,True,verb,True,True,guard|keep,True,4.88,False,False,False,,False,,2,strong
231,année,year,True,noun,True,True,year,True,5.66,False,False,False,,False,,2,strong
232,payer,pay,True,verb,True,True,pay,True,5.01,False,False,False,,False,,2,strong
233,excuser,excuse; pardon; forgive,True,verb,True,True,excuse|forgive|pardon,True,4.07,False,False,False,,False,,2,strong
234,combien,how many; how much,True,adv,True,True,how|many|much,True,4.98,False,False,False,,False,,2,strong
235,histoire,history; story; account,True,noun,True,True,history|story,True,5.64,False,False,False,,False,,2,strong
236,marcher,to walk; to work; to function; to go; to march,True,verb,True,True,function|march|walk|work,True,4.56,False,False,False,,False,,2,strong
237,tant,so much; so many; as much; as many,True,adv,True,True,many|much|so,True,5.54,False,False,False,,False,,2,strong
238,tirer,"to pull; to draw; to shoot; to drag; to get away/leave (se tirer, informal)",True,verb,True,True,drag|draw|leave|pull|shoot,True,4.76,False,False,False,,False,,2,strong
239,puis,then; next; and then,True,adv|conj|verb,True,True,next|then,True,5.67,False,False,False,,False,,2,strong
240,vieux,old; elderly; old man (noun use),True,adj|noun,True,True,old,True,5.11,False,False,False,,False,,2,strong
241,apprendre,learn; teach,True,verb,True,True,learn|teach,True,4.94,False,False,False,,False,,2,strong
242,espérer,hope,True,verb,True,True,hope,True,4.38,False,False,False,,False,,2,strong
243,montrer,to show; to point to; to point out,True,verb,True,True,out|point|show,True,4.93,False,False,False,,False,,2,strong
244,importer,to import; to matter; to be important (often impersonal),True,verb,True,True,import|important|matter,True,3.50,False,False,False,,False,,2,strong
245,ensemble,together; set; ensemble,True,adv|noun,True,True,ensemble|set|together,True,5.46,False,False,False,,False,,2,strong
246,semaine,week,True,noun,True,True,week,True,5.42,False,False,False,,False,,2,strong
247,frère,brother,True,noun,True,True,brother,True,5.18,False,False,False,,False,,2,strong
248,tard,late,True,adv,True,True,late,True,5.34,False,False,False,,False,,2,strong
249,part,part; share; portion; side,True,noun|verb,True,True,part|portion|share,True,5.63,False,False,False,,False,,2,strong
250,contre,against; versus; in exchange for,True,noun|prep|verb,True,True,against|exchange,True,5.93,False,False,False,,False,,2,strong
251,amour,love; affection; romantic love,True,noun,True,True,love,True,5.30,False,False,False,,False,,2,strong
