rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags,readurdu_semantic_agreement,kaikki_semantic_agreement_recheck,word2word_entry,word2word_translations,word2word_semantic_agreement,word2word_overlap_terms,semantic_source_count,combined_status
1050,خبریں,plural formal of خَبَر (xabar — news),explicit_review_required,4.890,False,False,,True,True,,,True,False,True,indications; saw; arming; plotting; appeared,False,,1,explicit_review_required
1053,حوالے,"plural direct of حَوَالَہ (havāla — reference, citing) | also: oblique singular of حَوَالَہ (havāla — reference, citing)",explicit_review_required,5.230,False,False,,True,True,,,True,False,True,hand; regards; over; obliged; fact,False,,1,explicit_review_required
1054,دینے,oblique infinitive; masculine plural infinitive participle,explicit_review_required,5.750,True,True,"infinitive,masculine,oblique,participle,plural",False,,,,False,True,True,give; deceiving; cloned; Welcome; Of,False,,1,explicit_review_required
1055,آنے,inflection of आना (ānā): | also: plural direct of آنَہ (āna — an anna (¹⁄₁₆ of an Indian rupee)),explicit_review_required,5.590,False,False,,True,True,,,True,False,True,come; coming; COMING; shouldn; working,False,,1,explicit_review_required
1056,کرتی,does (feminine of کرنا),explicit_review_required,5.560,False,False,,True,True,,,True,False,True,much; love; talks; unite; Friends,False,,1,explicit_review_required
1057,ایسی,direct/oblique/vocative feminine singular/plural of ऐसा (aisā),explicit_review_required,5.600,False,False,,True,True,,,True,False,True,such; repeat; Something; wasn; unclaimed,False,,1,explicit_review_required
1058,سید,Sayyid (title/name: descendant of the Prophet),explicit_review_required,5.400,False,False,,True,True,,,True,False,True,Sayeed; ?,False,,1,explicit_review_required
1060,ذریعے,"plural direct of ذَرِیعَہ (zariya — means, way, agency) | also: oblique singular of ذَرِیعَہ (zariya — means, way, agency)",explicit_review_required,5.370,False,False,,True,True,,,True,False,True,through; THROUGH; ashes; skull; via,False,,1,explicit_review_required
1061,دیتے,give (plural),explicit_review_required,5.610,False,False,,True,True,,,True,False,True,invite; suggest; unhook; -You; Money,False,,1,explicit_review_required
1063,پابندی,"restriction, curtailment; custom, tradition",explicit_review_required,4.990,False,False,,True,True,,,True,False,True,banned; punctual; Drink; drinking; particular,False,,1,explicit_review_required
1064,ڈی,the English letter D (in acronyms),explicit_review_required,5.630,False,False,,True,True,,,True,False,True,dig; Dig; DVDs; CDs; Proper,False,,1,explicit_review_required
1065,پوری,s.f. A thin cake of meal fried in ghī or oil,explicit_review_required,5.610,False,False,,True,True,,,True,False,True,whole; entire; truculent; supply; convince,False,,1,explicit_review_required
1066,لیں,take (polite/plural of لینا),explicit_review_required,5.510,False,False,,True,True,,,True,False,True,LL; flying; burn; bases; Listen,False,,1,explicit_review_required
1067,ایس,the English letter S (in acronyms),explicit_review_required,5.680,False,False,,True,True,,,True,False,True,ISI; SUV; GPS; hopefully; raid,False,,1,explicit_review_required
1068,مل,"s.m. Dirt, filth; dust; impurity; impure matter; excrement; refuse; sediment; dregs; scum; alloy or dross (of…",explicit_review_required,5.600,False,False,,True,True,,,True,False,True,got; meet; MEET; found; Nice,False,,1,explicit_review_required
1070,اعلان,"announcement, declaration",explicit_review_required,5.570,False,False,,True,True,,,True,False,True,proclaim; martyr; announced; backstabbing; trail,False,,1,explicit_review_required
1072,ابہی,"adj. & s.m. (f. -ā), Without fear, fearless, undaunted, bold, courageous; — a fearless person, &c.…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1073,آف,of (in English names: بینک آف...),explicit_review_required,5.560,False,False,,True,True,,,True,False,True,Off; off; piggyback; Council; 2,False,,1,explicit_review_required
1075,بہر,"(changeable to बहिस् bahis and बहिः bahih̥), adj. Out, without, outside, outer, ex ternal, exterior…",explicit_review_required,4.180,False,False,,True,True,,,True,False,True,Nevertheless; Basically; Either; live; tough,False,,1,explicit_review_required
1076,چکے,"(fr. ćakkā), s.m. A Hindū festival at which it is unlawful to eat any grain ground in a mill. | also: plural masculine of چُکْنا (cuknā — to be settled) | also: plural masculine of چَکْنا (caknā — to be astonished, bewildered, surprised, or amazed)",explicit_review_required,5.300,False,False,,True,True,,,True,False,True,dead; Sir; Sarah; boarded; trading,False,,1,explicit_review_required
1078,لگا,"seemed, struck, began (of لگنا)",explicit_review_required,5.650,False,False,,True,True,,,True,False,True,Pleasure; felt; meet; MEET; Nice,False,,1,explicit_review_required
1079,سلسلے,"plural direct of سِلْسِلَہ (silsila — chain, shackle) | also: oblique singular of سِلْسِلَہ (silsila — chain, shackle)",explicit_review_required,5.130,False,False,,True,True,,,True,False,True,regard; carrying; unless; Even; rifle,False,,1,explicit_review_required
1081,رنز,s.m. Rice (syn. ćāwal; birinj),explicit_review_required,4.600,False,False,,True,True,,,True,False,True,runs; Three; will; score; .,False,,1,explicit_review_required
1082,اقبال,"s.m. Prosperity, good fortune, auspices, felicity; prestige; — acceptance (of a bond, bill, &c.); admission…",explicit_review_required,5.340,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1086,اچہی,"adj. Imperishable; undecayable: — aććhai-lok, s.m. The imperishable world, heaven",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1091,باوجود,despite (کے باوجود),explicit_review_required,5.270,False,False,,True,True,,,True,False,True,:; 09; 00; still; devising,False,,1,explicit_review_required
1092,چکا,already done (completive of چکنا),explicit_review_required,5.360,False,False,,True,True,,,True,False,True,letters; drop; gone; Actually; bought,False,,1,explicit_review_required
1093,حسن,beauty,explicit_review_required,5.400,False,False,,True,True,,,True,False,True,seats; kindly; Good; stay; Lord,False,,1,explicit_review_required
1095,صوبائی,provincial,explicit_review_required,5.230,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1097,مولانا,a maulana,explicit_review_required,5.520,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1098,میر,"(contrac. of amīr, q.v.), s.m. Chief, leader, master, head, dux; a title by which the Saiyids (or descendants…",explicit_review_required,5.170,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1101,کیے,did (plural of کرنا),explicit_review_required,5.690,False,False,,True,True,,,True,False,True,signed; bugged; bunch; realizing; Sun,False,,1,explicit_review_required
1103,درج,"(inf. n. of درج 'to fold or roll up'), s.m. Folding up, fold; comprising, including, holding; insertion,…",explicit_review_required,5.280,False,False,,True,True,,,True,False,True,Enter; trumpeted; entered; Ahab; Recorded,False,,1,explicit_review_required
1105,چودہری,"s.m. The head man of a caste, guild, profession, or trade; the head man of a village; a title, an honorific…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1110,زیر,"under, below (زیرِ غور = under consideration)",explicit_review_required,5.410,False,False,,True,True,,,True,False,True,underground; footprint; logs; figure; deck,False,,1,explicit_review_required
1111,وزیراعظم,prime minister,explicit_review_required,5.620,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1115,سری,"s.f. Cascade, waterfall; water-course, channel for water (in a garden, &c.), a river; — sari-tīr, s.m. Bank…",explicit_review_required,5.040,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1117,حیثیت,"status, standing, capacity",explicit_review_required,5.320,False,False,,True,True,,,True,False,True,position; exactly; supported; fully; refugee,False,,1,explicit_review_required
1119,این,the English letter N (in acronyms),explicit_review_required,5.610,False,False,,True,True,,,True,False,True,CNN; Police; Baldwin; bomber; confirming,False,,1,explicit_review_required
1122,چل,"s.f.m. (masc. in S., but fem. in H., in which it is the v.n. of ćalnā, q.v.), Going, departure; dispersion;…",explicit_review_required,5.260,False,False,,True,True,,,True,False,True,running; walking; Running; goin; walk,False,,1,explicit_review_required
1123,زائد,"(act. part. of زيد 'to increase,' &c.), adj. Exceeding, in excess, beyond, more (than, -se), redundant,…",explicit_review_required,5.050,False,False,,True,True,,,True,False,True,over; Lights; Waziristan; Impala; lanes,False,,1,explicit_review_required
1125,تقریب,"s.f. Giving access (to), causing to approach, bringing near; approaching; approximation, proximity; approach,…",explicit_review_required,5.070,False,False,,True,True,,,True,False,True,event; an; other; won; night,False,,1,explicit_review_required
1128,تعالی,"adj., lit. 'He is exalted'; or 'be He exalted'; the Exalted, the Most High (God)",explicit_review_required,5.630,False,False,,True,True,,,True,False,True,Catch; little; bitch; that; !,False,,1,explicit_review_required
1129,دیکہا,"(fr. dekhnā, q.v.), s.m. (f. -ī), Seeing, sight: — dekhā-bhālī, s.f. Looking, scanning; ogling…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1130,اچہا,"adj. (f. -ī), Good; serviceable; useful; fit; excellent; nice, fine; — sound; hale; healthy; salubrious (as…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1131,رہیں,plural perfective of رَہْنا (rahnā — to live) | also: feminine of رَہْنا (rahnā — to live),explicit_review_required,5.370,False,False,,True,True,,,True,False,True,stay; remain; Stay; decency; propriety,False,,1,explicit_review_required
1136,ارکان,"s.m. pl. (of رکن rukn), Supports, props; posts, pillars, columns; component parts; fundamentals, essentials;…",explicit_review_required,5.080,False,False,,True,True,,,True,False,True,newest; operate; members; According; seems,False,,1,explicit_review_required
1137,رقم,"(inf. n. of رقم 'to stamp, mark,' &c.), s.f. Mark, sign, price-mark; writing, hand-writing, character;…",explicit_review_required,4.900,False,False,,True,True,,,True,False,True,money; amount; My; dollars; Five,False,,1,explicit_review_required
1138,آتے,inflection of आना (ānā); inflection of आना (ānā):,explicit_review_required,5.350,False,False,,True,True,,,True,False,True,come; look; dearie; protesting; 44,False,,1,explicit_review_required
1139,بنائے,made (plural),explicit_review_required,5.010,False,False,,True,True,,,True,False,True,framed; decisions; Founders; These; appointed,False,,1,explicit_review_required
1141,عرصہ,"(for A. عرصة, v.n. fr. عرص 'to play, sport,' &c.), s.m. Court, open area (of a house, — the 'play-ground' of…",explicit_review_required,5.060,False,False,,True,True,,,True,False,True,long; ago; weren; staying; Tsars,False,,1,explicit_review_required
1142,شوکت,"corr. shokat (for A. شوکة, n. of un. fr. shauk, inf. n. of شوك 'to pierce,' &c.), s.f. A thorn; — power,…",explicit_review_required,4.670,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1148,نامہ نگار,correspondent (journalist who sends reports from abroad),explicit_review_required,4.700,True,True,"abroad,correspondent,journalist,report,reports,send,sends",False,,,,False,True,False,,False,,1,explicit_review_required
1150,بش,"s.m. Poison, &c. = bis, q.v.: — bish-kanyā, s.f. lit. 'Poison-damsel'…",explicit_review_required,4.030,False,False,,True,True,,,True,False,True,"Bush; ""; Drop; bombs; Attack",False,,1,explicit_review_required
1151,الیکشن,election,explicit_review_required,5.540,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1152,منعقد,"(act. part. of اِنْعقد 'to become tied, or knit,' &c., vii of عقد 'to tie,' &c.), part. adj. Tied, knit;…",explicit_review_required,4.960,False,False,,True,True,,,True,False,True,hold; held; SOMETHIN; MIGHT; WANNA,False,,1,explicit_review_required
1153,قائد,"(act. part. of قود 'to lead,' &c.), s.m. A leader; a general; — the last star in the tail of Ursa Minor",explicit_review_required,5.090,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1154,تبدیلی,"s.f. Transfer (of officials, &c.); relief (of a guard)",explicit_review_required,5.270,False,False,,True,True,,,True,False,True,change; strung; swoop; ritalin; paradigm,False,,1,explicit_review_required
1155,مشتمل,"comprising, consisting of (پر مشتمل)",explicit_review_required,5.180,False,False,,True,True,,,True,False,True,Unable; resist; wave; attacks; destructive,False,,1,explicit_review_required
1158,بین الاقوامی,international,explicit_review_required,5.000,True,True,international,False,,,,False,True,False,,False,,1,explicit_review_required
1162,حیدر,"(fr. حدر 'to be thick and strong'), s.m. A lion; a name of ʻAlī, son-in-law of Mohammad; a proper name",explicit_review_required,4.860,False,False,,True,True,,,True,False,True,Haider; Roomi; Taimur; Mmm-hmm; Said,False,,1,explicit_review_required
1164,نواز,"(fr. nawāḵẖtan; see nawāḵẖta), part. adj. & n. of ag., Caressing, soothing; cherishing; — playing (on a…",explicit_review_required,5.750,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1166,نتیجے,"plural direct of نَتِیجَہ (natīja — result, consequence, end, outcome) | also: oblique singular of نَتِیجَہ (natīja — result, consequence, end, outcome)",explicit_review_required,5.270,False,False,,True,True,,,True,False,True,places; wake; mirrors; self; mysterious,False,,1,explicit_review_required
1167,دیتی,gives (feminine),explicit_review_required,5.190,False,False,,True,True,,,True,False,True,shoots; draw; hits; Aspasius; breaks,False,,1,explicit_review_required
1169,فرمایا,"masculine singular of فَرْمانا (farmānā — to bequest, request; to utter, say graciously)",explicit_review_required,5.420,False,False,,True,True,,,True,False,True,said; Do; he; what; know,False,,1,explicit_review_required
1170,لیتے,take (plural),explicit_review_required,5.250,False,False,,True,True,,,True,False,True,breathe; Crusade; Children; notice; brightness,False,,1,explicit_review_required
1171,ٹاؤن,town,explicit_review_required,5.270,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1172,اپوزیشن,opposition (political),explicit_review_required,5.070,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1173,فروغ,"(for furoḵẖ, by change of خ to غ; see furoz, and furoḵẖta), s.m. Illumination, light, brightness, splendour;…",explicit_review_required,4.950,False,False,,True,True,,,True,False,True,promotion; thriving; cherished; Such; fact,False,,1,explicit_review_required
1175,فائنل,last round of a competition to decide the winner,explicit_review_required,4.920,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1176,عملی,"(rel. n. fr. ʻamal), adj. Practical (opp. to ʻilmī, 'theoretical'); to be done, fabrile, fictitious,…",explicit_review_required,5.030,False,False,,True,True,,,True,False,True,devising; strategy; practically; cult; Even,False,,1,explicit_review_required
1177,ہاکی,hockey,explicit_review_required,4.520,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1181,دودہ,"(see dūd), s.m. Family; — lamp-black; soot",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1182,شعبہ,"(for A. شعبة shǒʻbat, v.n. fr. شعب 'to collect;' 'to separate,' &c.), s.m. A crack, cleft in a mountain; a…",explicit_review_required,5.030,False,False,,True,True,,,True,False,True,department; deep-science; Nazi; This; division,False,,1,explicit_review_required
1183,ملین,"(act. part. of ليّن 'to smooth; to soften,' &c., ii of لان (for لين) 'to be smooth,' &c.), adj. & s.m.…",explicit_review_required,4.800,False,False,,True,True,,,True,False,True,million; PM; Five; Buried; 30,False,,1,explicit_review_required
1184,رہتی,feminine singular of رَہْنا (rahnā — to live) | also: feminine of رَہْنا (rahnā — to live),explicit_review_required,5.080,False,False,,True,True,,,True,False,True,Guy; confused; His; ingesting; poisonous,False,,1,explicit_review_required
1185,اکرم,"adj. compar. & superl. (of کريم karīm), Most merciful; very kind, very generous, bountiful",explicit_review_required,4.980,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1186,نمایاں,alternative form of नुमायान (numāyān),explicit_review_required,5.010,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1187,طریقے,plural direct of طَرِیقَہ (tarīqa — method) | also: oblique singular of طَرِیقَہ (tarīqa — method),explicit_review_required,4.910,False,False,,True,True,,,True,False,True,everything; rethink; ways; posters; correctly,False,,1,explicit_review_required
1188,یونین,operation denoted by symbol “∪” applied on two sets; the set of all distinct elements in the collection,explicit_review_required,5.080,False,False,,True,True,,,True,False,True,poverty; union; Like; symbolizes; save,False,,1,explicit_review_required
1189,ایل,the English letter L (in acronyms),explicit_review_required,5.320,False,False,,True,True,,,True,False,True,Kal-El; LA; days; SQL; injections,False,,1,explicit_review_required
1190,طلبہ,"(for A. طلبة, pl. of t̤ālib), s.m. Students (see t̤ulabā)",explicit_review_required,4.950,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1192,پائی,"s.f. A small copper coin; the fourth part of an ānā or anna, a paisā or pice; a vertical line (in Hindī…",explicit_review_required,5.040,False,False,,True,True,,,True,False,True,pseudonym; found; This; dead; which,False,,1,explicit_review_required
1193,سماجی,s.m. Musicians that attend dancers,explicit_review_required,5.180,False,False,,True,True,,,True,False,True,social; economic; influence; privilege; occasion,False,,1,explicit_review_required
1195,مالی,"s.m. The caste of gardeners; a man of that caste, a gardener, a florist",explicit_review_required,4.990,False,False,,True,True,,,True,False,True,Financed; collect; N; D; B,False,,1,explicit_review_required
1197,اثرات,"plural formal of اَثَر (asar — result, consequence, impact)",explicit_review_required,4.870,False,False,,True,True,,,True,False,True,effects; influences; RIPPLING; EFFECTS; THROUGHOUT,False,,1,explicit_review_required
1198,ڈال,"branch, bough",explicit_review_required,5.300,False,False,,True,True,,,True,False,True,put; Put; putting; PUT; mouth,False,,1,explicit_review_required
1199,اہتمام,"s.m. Solicitude, care, anxiety, diligence; inspection, supervision, management, superintendence, charge: —…",explicit_review_required,4.740,False,False,,True,True,,,True,False,True,frame; ambush; arranged; said; show,False,,1,explicit_review_required
1200,اینڈ,"city in and county seat of Garfield County, Oklahoma, United States",explicit_review_required,5.100,False,False,,True,True,,,True,False,True,calling; civilian; Thank; personnel; Incorporated,False,,1,explicit_review_required
1201,گورنر,high ranked governing official,explicit_review_required,5.030,False,False,,True,True,,,True,False,True,Governor; governor; hi; The; -,False,,1,explicit_review_required
1202,فراہمی,"s.f. A gathering together, collecting, assembling; collection",explicit_review_required,4.650,False,False,,True,True,,,True,False,True,deliver; become; reserves; dwindling; loss,False,,1,explicit_review_required
1204,ذیل,"s.m. The latter, hinder, last, or hindmost part (of anything), lower part, bottom; supplementary part; skirt,…",explicit_review_required,4.890,False,False,,True,True,,,True,False,True,below; Stay; FOLLOWING; COUNTIES; INCLUDING,False,,1,explicit_review_required
1205,مجموعی,"total, overall, aggregate",explicit_review_required,5.010,False,False,,True,True,,,True,False,True,grab; Let; everything; home; go,False,,1,explicit_review_required
1207,میران,s.m. A portion paid to the head of a department out of the fees received by the inferior officers…,explicit_review_required,3.280,False,False,,True,True,,,True,False,True,wants; us; He; him; go,False,,1,explicit_review_required
1208,مجلس,"(n. of place fr. جلس 'to sit'), s.f. An assembly, congregation, company, party, meeting; convivial meeting;…",explicit_review_required,5.010,False,False,,True,True,,,True,False,True,October; bump; conversation; political; having,False,,1,explicit_review_required
1210,کوچ,"s.m. Armour, mail, coat of mail, cuirass; — an amulet, a charm (part of a mantra, or a mystical verse or…",explicit_review_required,4.520,False,False,,True,True,,,True,False,True,Coach; armor; coach; layer; Armor,False,,1,explicit_review_required
1211,لگتا,"part. adj. (f. -ī), Touching, joining, &c.; applying (to, -se); having affinity, related; resembling; —…",explicit_review_required,5.180,False,False,,True,True,,,True,False,True,think; guess; seems; Looks; sounds,False,,1,explicit_review_required
1212,رکہی,"s.m. Protector, guardian ( = rakshak, q.v.)",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1214,رسد,"(fr. rasīdan; see ras), s.f. Coming in, income, import; revenue; store of grain (laid up for an army, or…",explicit_review_required,3.890,False,False,,True,True,,,True,False,True,supply; could; something; But; give,False,,1,explicit_review_required
1215,چلے,"moved, went (plural)",explicit_review_required,5.250,False,False,,True,True,,,True,False,True,outta; gone; OUTTA; Here; GET,False,,1,explicit_review_required
1216,اخراجات,"s.m. (pl. of the above), Expenses, disbursements, costs, charges",explicit_review_required,4.540,False,False,,True,True,,,True,False,True,Keep; end; rice; Your; sold,False,,1,explicit_review_required
1219,تجویز,"s.f. Permitting, allowing; approving; permission; approbation; inquiring into, examining, considering;…",explicit_review_required,4.880,False,False,,True,True,,,True,False,True,idea; suggestion; humble; adviser; affair,False,,1,explicit_review_required
1220,کرنی,"s.f. An action, act, deed, doing; business",explicit_review_required,5.100,False,False,,True,True,,,True,False,True,talk; gotta; speak; hurry; breathe,False,,1,explicit_review_required
1222,دکہائی,"s.f. Showing (one self, itself, &c.), coming in sight, appearance…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1223,فرق,"(inf. n. of فرق 'to make a separation or distinction' (between)), s.m. Separation, intervening space,…",explicit_review_required,5.130,False,False,,True,True,,,True,False,True,matter; difference; probability; changes; Right,False,,1,explicit_review_required
1224,اننگز,division of a cricket match during which a team takes its turn at batting,explicit_review_required,4.020,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1226,عائد,"(act. part. of عود 'to return,' &c.), part. adj. Returning, coming back, reverting (to), relating or…",explicit_review_required,4.810,False,False,,True,True,,,True,False,True,banned; charged; blame; Why; Yes,False,,1,explicit_review_required
1227,کردہ,"done, made (Persian participle: قائم کردہ = established)",explicit_review_required,5.250,False,False,,True,True,,,True,False,True,become; volunteer; Then; effectively; swiftly,False,,1,explicit_review_required
1228,الطاف,"s.m. pl. (of لطف lut̤f,), Kindnesses, favours",explicit_review_required,4.650,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1230,اندازہ,"estimate, guess (a rough calculation that approximates the actual value); hypothesis (a conjecture to the cause or purpose of something)",explicit_review_required,4.990,False,False,,True,True,,,True,False,True,idea; no; clue; Do; sir,False,,1,explicit_review_required
1234,میڈیا,media,explicit_review_required,5.680,False,False,,True,True,,,True,False,True,mainstream; standards; By; anymore; social,False,,1,explicit_review_required
1235,مظفر,"(pass. part. of ظفّر 'to cause to be successful, or victorious,' ii of ظفر 'to be successful,' &c.), part.…",explicit_review_required,4.570,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1236,کیں,did (feminine plural of کرنا),explicit_review_required,5.020,False,False,,True,True,,,True,False,True,seized; 17; suffered; See; They,False,,1,explicit_review_required
1241,نکل,"s.m. (f. -ī), The mungoose, Viverra ichneumon (i.q. newal, q.v.)…",explicit_review_required,5.240,False,False,,True,True,,,True,False,True,Get; OUT; GET; out; nickel,False,,1,explicit_review_required
1242,مقابلہ,"(for A. مقابلة muqābalat, inf. n. of قابل 'to stand over against, to face,' &c., iii of قبل 'to look to the…",explicit_review_required,5.200,False,False,,True,True,,,True,False,True,competition; contest; Like; fight; 1200,False,,1,explicit_review_required
