"Front","Back"
"نہ","Translations:
EN: no / not / neither
AR: لَا
FR: non / ne... pas

Definition:
(EN) Negative particle used for prohibition or in neither/nor constructions.

Example: نہ یہ نہ وہ۔

Translation: Neither this nor that.

Root Word: Indo-European origin.

Synonyms: نہیں, مت"
"نہیں","Translations:
EN: no / not
AR: لَا / لَيْسَ
FR: non / pas

Definition:
(EN) General negative particle used in sentences.

Example: میں نہیں جانتا۔

Translation: I do not know.

Root Word: Indo-Aryan origin.

Synonyms: نہ, نا"
"تو","Translations:
EN: then / so / (particle)
AR: إِذًا / فَـ
FR: alors / donc

Definition:
(EN) Particle used to indicate consequence or for emphasis in a sentence.

Example: اگر وہ آیا تو میں جاؤں گا۔

Translation: If he comes, then I will go.

Root Word: Indo-Aryan origin.

Synonyms: پھر, پس"
"کر","Translations:
EN: do / having done
AR: فَعَلَ / بَعْدَ فِعْلِ
FR: faire

Definition:
(EN) Root form of the verb 'to do' or a conjunctive participle.

Example: کام کر کے آؤ۔

Translation: Come after doing the work.

Root Word: Sanskrit 'kṛ'.

Synonyms: کرنا, انجام دینا"
"تھا","Translations:
EN: was
AR: كَانَ
FR: était

Definition:
(EN) Past tense masculine singular form of 'to be'.

Example: وہ وہاں تھا۔

Translation: He was there.

Root Word: Indo-Aryan origin.

Synonyms: تھی, تھے"
"گا","Translations:
EN: will (future marker)
AR: سَوْفَ / سَـ
FR: (futur)

Definition:
(EN) Future tense auxiliary marker (masculine singular).

Example: وہ آئے گا۔

Translation: He will come.

Root Word: Indo-Aryan origin.

Synonyms: گی, گے"
"وہ","Translations:
EN: he / she / it / that
AR: هُوَ / هِيَ / ذَلِكَ
FR: il / elle / cela

Definition:
(EN) Third-person singular pronoun used as a subject or a demonstrative adjective for distant objects.

Example: وہ بہت اچھا انسان ہے۔

Translation: He is a very good person.

Root Word: Indo-Aryan origin.

Synonyms: اس, انہوں"
"یہ","Translations:
EN: this / it
AR: هَذَا / هَذِهِ / هُوَ
FR: ceci / cela / il

Definition:
(EN) Demonstrative pronoun for identifying a specific person or thing close at hand.

Example: یہ میری کتاب ہے۔

Translation: This is my book.

Root Word: Indo-Aryan origin.

Synonyms: اس, ان"
"رہے","Translations:
EN: staying / remaining / (cont. marker)
AR: بَقِيَ / (cont.)
FR: restant / (cont.)

Definition:
(EN) Form of the verb 'rahna' (to stay) often used as an auxiliary for continuous actions.

Example: وہ کھیل رہے ہیں۔

Translation: They are playing.

Root Word: Indo-Aryan origin.

Synonyms: رہا, رہی"
"بھی","Translations:
EN: also / too / even
AR: أَيْضًا
FR: aussi

Definition:
(EN) Adverb used to indicate inclusion or emphasis.

Example: میں بھی جاؤں گا۔

Translation: I will also go.

Root Word: Indo-Aryan origin.

Synonyms: ہی, کما"
"نے","Translations:
EN: (agentive marker)
AR: (subject marker)
FR: (sujet marker)

Definition:
(EN) Postposition used to mark the subject of a transitive verb in perfective tenses.

Example: اس نے کھانا کھایا۔

Translation: He ate the food.

Root Word: Indo-Aryan origin.

Synonyms: (none)"
"ہو","Translations:
EN: be / become / happen
AR: يَكُونُ / يُصْبِحُ
FR: être / devenir

Definition:
(EN) Subjunctive or imperative form of the verb 'hona' (to be).

Example: خوش ہو جاؤ۔

Translation: Become happy.

Root Word: Indo-Aryan origin.

Synonyms: ہونا, بننا"
"کیا","Translations:
EN: what / did
AR: مَاذَا / فَعَلَ
FR: quoi / fait

Definition:
(EN) Interrogative pronoun ('what') or the past tense of 'karna' ('did').

Example: تم نے کیا کیا؟

Translation: What did you do?

Root Word: Sanskrit 'kim' / 'kṛta'.

Synonyms: کونسے, کیونکر"
"کہ","Translations:
EN: that (conjunction)
AR: أَنَّ / أَنْ
FR: que

Definition:
(EN) Conjunction used to link a main clause with a subordinate clause.

Example: اس نے کہا کہ وہ آئے گا۔

Translation: He said that he will come.

Root Word: Persian 'kih'.

Synonyms: تاکہ, چونکہ"
"اس","Translations:
EN: him / her / it / that (oblique)
AR: هُوَ / هِيَ / ذَلِكَ
FR: lui / le / la / cela

Definition:
(EN) Oblique form of 'woh' or 'yeh' used before postpositions.

Example: اس کا نام کیا ہے؟

Translation: What is his name?

Root Word: Indo-Aryan origin.

Synonyms: ان, اسے"
"ان","Translations:
EN: them / these / those (oblique)
AR: هُمْ / هُنَّ / هَؤُلَاءِ
FR: eux / elles / ces

Definition:
(EN) Oblique plural form of 'woh' or 'yeh'.

Example: ان لوگوں سے پوچھو۔

Translation: Ask these people.

Root Word: Indo-Aryan origin.

Synonyms: اس, انہیں"
"جو","Translations:
EN: who / which / that
AR: الَّذِي / مَنْ
FR: qui / lequel

Definition:
(EN) Relative pronoun used to refer to a person or thing already mentioned.

Example: وہ لڑکا جو وہاں ہے۔

Translation: The boy who is there.

Root Word: Indo-Aryan origin.

Synonyms: جس, جن"
"تھے","Translations:
EN: were (masculine plural)
AR: كَانُوا
FR: étaient

Definition:
(EN) Past tense masculine plural form of 'to be'.

Example: وہ وہاں تھے۔

Translation: They were there.

Root Word: Indo-Aryan origin.

Synonyms: تھا, تھی"
"کرنا","Translations:
EN: to do / to perform
AR: فَعَلَ
FR: faire

Definition:
(EN) Infinitive form of the verb meaning to perform an action.

Example: کام کرنا ضروری ہے۔

Translation: To work is necessary.

Root Word: Sanskrit 'kṛ'.

Synonyms: انجام دینا, بجا لانا"
"میں","Translations:
EN: I
AR: أَنَا
FR: je

Definition:
(EN) First-person singular subject pronoun. (Note: different from 'meñ' (in) which has a nasal n).

Example: میں ٹھیک ہوں۔

Translation: I am fine.

Root Word: Indo-Aryan origin.

Synonyms: (none)"
"جس","Translations:
EN: whom / which / whose (oblique)
AR: الَّذِي / لَهُ
FR: lequel / dont

Definition:
(EN) Oblique singular relative pronoun used before postpositions.

Example: جس کا گھر۔

Translation: Whose house.

Root Word: Indo-Aryan origin.

Synonyms: جو, جن"
"رہا","Translations:
EN: staying / remaining / (cont. masc)
AR: بَقِيَ / (cont.)
FR: restant / (cont.)

Definition:
(EN) Masculine singular form of 'rahna', used as an auxiliary for continuous present/past actions.

Example: وہ جا رہا ہے۔

Translation: He is going.

Root Word: Indo-Aryan origin.

Synonyms: رہی, رہے"
"رہی","Translations:
EN: staying / remaining / (cont. fem)
AR: بَقِيَتْ / (cont.)
FR: restant / (cont. f.)

Definition:
(EN) Feminine singular form of 'rahna', used as an auxiliary for continuous present/past actions.

Example: وہ کھیل رہی ہے۔

Translation: She is playing.

Root Word: Indo-Aryan origin.

Synonyms: رہا, رہے"
"لیے","Translations:
EN: for / for the sake of
AR: لِأَجْل / لِـ
FR: pour

Definition:
(EN) Postposition indicating the purpose, recipient, or reason for an action.

Example: یہ آپ کے لیے ہے۔

Translation: This is for you.

Root Word: Indo-Aryan origin.

Synonyms: واسطے, کی خاطر"
"کوئی","Translations:
EN: someone / any / some
AR: أَحَد / أَيّ
FR: quelqu'un / n'importe quel

Definition:
(EN) Indefinite pronoun or adjective referring to an unspecified person or thing.

Example: کوئی ہے؟

Translation: Is anyone there?

Root Word: Sanskrit 'ko-api'.

Synonyms: کچھ, کسی"
"کیا","Translations:
EN: what
AR: مَاذَا / مَا
FR: quoi / qu'est-ce que

Definition:
(EN) Interrogative pronoun used to ask about a thing or action (pronounced 'kyā').

Example: آپ کا نام کیا ہے؟

Translation: What is your name?

Root Word: Sanskrit 'kim'.

Synonyms: کونسا, کیونکر"
"تک","Translations:
EN: until / up to / even
AR: حَتَّى / إِلَى
FR: jusqu'à / même

Definition:
(EN) Postposition indicating a limit in time or space, or emphasis.

Example: میں شام تک آؤں گا۔

Translation: I will come until evening.

Root Word: Indo-Aryan origin.

Synonyms: حتٰی, توڑے"
"آپ","Translations:
EN: you (formal) / self
AR: أَنْتَ (formal) / نَفْس
FR: vous (vouvoiement) / soi-même

Definition:
(EN) Respectful second-person pronoun or a reflexive pronoun meaning 'self'.

Example: آپ کیسے ہیں؟

Translation: How are you?

Root Word: Sanskrit 'ātman' (self).

Synonyms: تم, جناب"
"ہم","Translations:
EN: we / us
AR: نَحْنُ / نَا (object)
FR: nous

Definition:
(EN) First-person plural subject pronoun.

Example: ہم کل جائیں گے۔

Translation: We will go tomorrow.

Root Word: Sanskrit 'asme'.

Synonyms: (none)"
"جب","Translations:
EN: when (conjunction)
AR: عِنْدَمَا / لَمَّا
FR: quand / lorsque

Definition:
(EN) Relative adverb of time used to link a time-based condition to a result.

Example: جب وہ آئے گا، میں جاؤں گا۔

Translation: When he comes, I will go.

Root Word: Sanskrit 'yadā'.

Synonyms: جس وقت, جب کبھی"
"اگر","Translations:
EN: if
AR: إِذَا / إِنْ / لَوْ
FR: si

Definition:
(EN) Conditional conjunction used to introduce a possibility or requirement.

Example: اگر تم محنت کرو گے تو کامیاب ہو گے۔

Translation: If you work hard, you will succeed.

Root Word: Persian 'agar'.

Synonyms: بشرطیکہ, جو"
"سب","Translations:
EN: all / every / everything
AR: كُلّ / جَمِيع
FR: tout / tous

Definition:
(EN) Adjective or pronoun referring to the whole quantity or every member of a set.

Example: سب لوگ ٹھیک ہیں۔

Translation: All the people are fine.

Root Word: Sanskrit 'sarva'.

Synonyms: تمام, کل"
"اب","Translations:
EN: now
AR: الآنَ
FR: maintenant

Definition:
(EN) Adverb of time referring to the present moment.

Example: اب ہم کیا کریں؟

Translation: What should we do now?

Root Word: Sanskrit 'evam'.

Synonyms: فی الوقت, اس وقت"
"تم","Translations:
EN: you (informal)
AR: أَنْتَ / أَنْتِ
FR: tu / toi

Definition:
(EN) Second-person singular pronoun used for friends, family, or children.

Example: تم کہاں ہو؟

Translation: Where are you?

Root Word: Sanskrit 'tva-m'.

Synonyms: آپ, تو"
"کچھ","Translations:
EN: some / something / a little
AR: بَعْض / شَيْء
FR: quelque chose / un peu

Definition:
(EN) Indefinite pronoun or adjective referring to an unspecified quantity or thing.

Example: مجھے کچھ پانی چاہیے۔

Translation: I want some water.

Root Word: Sanskrit 'kaścit'.

Synonyms: تھوڑا, کوئی"
"وہاں","Translations:
EN: there
AR: هُنَاكَ
FR: là / là-bas

Definition:
(EN) Adverb of place referring to a location away from the speaker.

Example: وہاں کون ہے؟

Translation: Who is there?

Root Word: Sanskrit 'tatra'.

Synonyms: ادھر, اس جگہ"
"کسی","Translations:
EN: someone / anyone / some (oblique)
AR: أَحَد / أَيّ
FR: quelqu'un / n'importe quel

Definition:
(EN) Oblique form of 'koī', used before postpositions to refer to an unspecified person or thing.

Example: کسی سے پوچھو۔

Translation: Ask someone.

Root Word: Sanskrit 'ko-api'.

Synonyms: کوئی, کس"
"انہوں","Translations:
EN: they (oblique / respect)
AR: هُمْ / هُنَّ
FR: ils / elles / eux

Definition:
(EN) Oblique form of 'woh' (plural or formal singular) used before postpositions.

Example: انہوں نے کہا۔

Translation: They said.

Root Word: Indo-Aryan origin.

Synonyms: ان, اس"
"اسے","Translations:
EN: him / her / it (acc / dat)
AR: إِيَّاهُ / لَهُ
FR: lui / le / la

Definition:
(EN) Accusative or dative form of 'woh' or 'yeh', meaning 'to him/her' or just 'him/her'.

Example: اسے جانے دو۔

Translation: Let him go.

Root Word: Indo-Aryan origin.

Synonyms: اس کو, انہیں"
"ہوتے","Translations:
EN: happening / becoming / being
AR: حَدَثَ / صَارَ
FR: arrivant / devenant

Definition:
(EN) Present participle (masculine plural) of the verb 'hona' (to be/become).

Example: وہ اچھے ہوتے ہیں۔

Translation: They are (become) good.

Root Word: Indo-Aryan origin.

Synonyms: ہونا, ہونا"
"دوسرے","Translations:
EN: others / second / another
AR: آخَرُونَ / ثَانٍ
FR: autres / second

Definition:
(EN) Ordinal number for 'second' or a pronoun/adjective meaning 'others'.

Example: دوسرے لوگ کہاں ہیں؟

Translation: Where are the other people?

Root Word: Sanskrit 'dvitīya'.

Synonyms: دیگر, ثانی"
"والی","Translations:
EN: (marker / possessor / fem)
AR: صَاحِبَة / (f. marker)
FR: celle qui / (f. marker)

Definition:
(EN) Suffix/particle used to turn a noun or verb into an adjective or to indicate possession (feminine).

Example: دودھ والی۔

Translation: The milkwoman.

Root Word: Sanskrit 'pāla'.

Synonyms: والا, والے"
"والے","Translations:
EN: (marker / possessor / plural)
AR: أَصْحَاب / (pl. marker)
FR: ceux qui / (pl. marker)

Definition:
(EN) Masculine plural or oblique form of the 'wālā' suffix.

Example: آنے والے۔

Translation: Those who are coming.

Root Word: Sanskrit 'pāla'.

Synonyms: والا, والی"
"والا","Translations:
EN: (marker / possessor / masc)
AR: ذُو / صَاحِب
FR: celui qui / (m. marker)

Definition:
(EN) Masculine singular suffix used to indicate a person associated with a thing or action.

Example: چائے والا۔

Translation: The tea-seller.

Root Word: Sanskrit 'pāla'.

Synonyms: والی, والے"
"اپنے","Translations:
EN: one's own (oblique / plural)
AR: خَاصَّتُهُ / نَفْسُهُ
FR: son propre / soi-même

Definition:
(EN) Reflexive possessive pronoun referring back to the subject (masculine plural or oblique).

Example: اپنے گھر جاؤ۔

Translation: Go to your (own) house.

Root Word: Sanskrit 'ātman'.

Synonyms: اپنا, اپنی"
"اپنی","Translations:
EN: one's own (feminine)
AR: خَاصَّتُهَا / نَفْسُهَا
FR: sa propre / soi-même

Definition:
(EN) Reflexive possessive pronoun referring back to the subject (feminine singular).

Example: وہ اپنی کتاب پڑھ رہی ہے۔

Translation: She is reading her (own) book.

Root Word: Sanskrit 'ātman'.

Synonyms: اپنا, اپنے"
"ابنا","Translations:
EN: one's own (masculine)
AR: خَاصَّتُهُ / نَفْسُهُ
FR: son propre / soi-même

Definition:
(EN) Reflexive possessive pronoun referring back to the subject (masculine singular).

Example: اپنا کام کرو۔

Translation: Do your (own) work.

Root Word: Sanskrit 'ātman'.

Synonyms: اپنی, اپنے"
"یہاں","Translations:
EN: here
AR: هُنَا
FR: ici

Definition:
(EN) Adverb of place referring to the current location of the speaker.

Example: یہاں آؤ۔

Translation: Come here.

Root Word: Sanskrit 'iha'.

Synonyms: ادھر, اس جگہ"
"کیوں","Translations:
EN: why
AR: لِمَاذَا
FR: pourquoi

Definition:
(EN) Interrogative adverb used to ask about the reason or purpose of something.

Example: تم کیوں رو رہے ہو؟

Translation: Why are you crying?

Root Word: Sanskrit 'kim'.

Synonyms: کس لیے, کاہے کو"
"کیسے","Translations:
EN: how / in what way
AR: كَيْفَ
FR: comment

Definition:
(EN) Interrogative adverb used to ask about the manner, quality, or state of something.

Example: یہ کیسے ہوا؟

Translation: How did this happen?

Root Word: Sanskrit 'kīdṛk'.

Synonyms: کیوں کر, کیونکر"
"کتنا","Translations:
EN: how much / how many
AR: كَمْ
FR: combien

Definition:
(EN) Interrogative adjective or pronoun used to ask about quantity or degree.

Example: کتنا وقت لگے گا؟

Translation: How much time will it take?

Root Word: Sanskrit 'kiyat'.

Synonyms: کثیر, بہت"
"جن","Translations:
EN: whom / those / which (plural oblique)
AR: الَّذِينَ / هُمْ
FR: lesquels / ceux

Definition:
(EN) Plural oblique relative pronoun used before postpositions to refer to people or things.

Example: جن لوگوں سے میں ملا۔

Translation: The people whom I met.

Root Word: Indo-Aryan origin.

Synonyms: جو, جس"
"پھر","Translations:
EN: then / again / afterwards
AR: ثُمَّ / مَرَّةً أُخْرَى
FR: puis / encore / ensuite

Definition:
(EN) Adverb indicating sequence in time or repetition of an action.

Example: پھر کیا ہوا؟

Translation: Then what happened?

Root Word: Sanskrit 'punar'.

Synonyms: تب, دوبارہ"
"ادھر","Translations:
EN: here / this way / hither
AR: إِلَى هُنَا
FR: ici / par ici

Definition:
(EN) Adverb of place indicating direction towards the speaker or a nearby location.

Example: ادھر آؤ۔

Translation: Come this way.

Root Word: Indo-Aryan origin.

Synonyms: یہاں, اس طرف"
"جہاں","Translations:
EN: where / world
AR: حَيْثُ / عَالَم
FR: où / monde

Definition:
(EN) Relative adverb of place ('where') or a noun meaning 'world'.

Example: جہاں تم ہو، میں بھی ہوں۔

Translation: Where you are, I am too.

Root Word: Persian 'jahān' (world) / Indo-Aryan (where).

Synonyms: جس جگہ, دنیا"
"کب","Translations:
EN: when
AR: مَتَى
FR: quand

Definition:
(EN) Interrogative adverb used to ask about the time of an event.

Example: تم کب آؤ گے؟

Translation: When will you come?

Root Word: Sanskrit 'kadā'.

Synonyms: کس وقت, جب"
"کس","Translations:
EN: who / which (singular oblique)
AR: مَنْ / أَيّ
FR: qui / lequel

Definition:
(EN) Singular oblique interrogative pronoun used before postpositions.

Example: کس کا گھر؟

Translation: Whose house?

Root Word: Sanskrit 'kasya'.

Synonyms: کون, کیا"
"کون","Translations:
EN: who
AR: مَنْ
FR: qui

Definition:
(EN) Interrogative pronoun used to ask about the identity of a person.

Example: تم کون ہو؟

Translation: Who are you?

Root Word: Sanskrit 'kaḥ'.

Synonyms: کس, جو"
"کونسے","Translations:
EN: which ones
AR: أَيُّهُمْ
FR: lesquels

Definition:
(EN) Plural interrogative adjective used to ask for a choice among many.

Example: کونسے کپڑے؟

Translation: Which clothes?

Root Word: Indo-Aryan origin.

Synonyms: کونسا, کونسی"
"کہیں","Translations:
EN: somewhere / anywhere / (lest)
AR: فِي مَكَانٍ مَا / لِئَلَّا
FR: quelque part / de peur que

Definition:
(EN) Indefinite adverb of place or a conjunction expressing a fear ('lest').

Example: کہیں مت جاؤ۔

Translation: Do not go anywhere.

Root Word: Indo-Aryan origin.

Synonyms: کسی جگہ, شاید"
"ہر","Translations:
EN: every / each
AR: كُلّ
FR: chaque

Definition:
(EN) Adjective referring to all members of a group considered individually.

Example: ہر روز۔

Translation: Every day.

Root Word: Persian 'har'.

Synonyms: سب, فی"
"تمام","Translations:
EN: all / entire / finished
AR: تَمَام / كُلّ
FR: tout / entier

Definition:
(EN) Adjective indicating completeness or the whole quantity of something.

Example: تمام کام ختم ہوا۔

Translation: All the work is finished.

Root Word: Arabic 'tamm'.

Synonyms: سب, مکمل"
"صرف","Translations:
EN: only / just
AR: فَقَطْ / صَرْف
FR: seulement / juste

Definition:
(EN) Adverb used to indicate a restriction or limitation.

Example: صرف ایک منٹ۔

Translation: Only one minute.

Root Word: Arabic 'ṣarf'.

Synonyms: محض, فقط"
"ہمیشہ","Translations:
EN: always / forever
AR: دَائِمًا
FR: toujours / à jamais

Definition:
(EN) Adverb indicating that something happens at all times without end.

Example: میں ہمیشہ تمھارے ساتھ ہوں۔

Translation: I am always with you.

Root Word: Persian 'hamesha'.

Synonyms: سدا, مدام"
"ابھی","Translations:
EN: right now / yet
AR: الآنَ / بَعْدُ
FR: tout de suite / encore

Definition:
(EN) Adverb referring to the immediate present or the time up to now.

Example: ابھی جاؤ۔

Translation: Go right now.

Root Word: Indo-Aryan origin (ab + hī).

Synonyms: اب, فی الحال"
"کبھی","Translations:
EN: ever / sometimes / once
AR: أَبَدًا / أَحْيَانًا
FR: jamais / parfois

Definition:
(EN) Adverb referring to some time or an indefinite time.

Example: کبھی کبھی۔

Translation: Sometimes.

Root Word: Indo-Aryan origin (kab + hī).

Synonyms: کسی وقت, کب"
"وہی","Translations:
EN: exactly that / same
AR: نَفْسُهُ / ذَلِكَ عَيْنُهُ
FR: le même / celui-là même

Definition:
(EN) Emphatic form of 'woh', indicating identity or the exact same thing.

Example: یہ وہی لڑکا ہے۔

Translation: This is the same boy.

Root Word: Indo-Aryan origin (woh + hī).

Synonyms: ویسا, اس جیسا"
"یہی","Translations:
EN: exactly this / same
AR: نَفْسُهُ / هَذَا عَيْنُهُ
FR: ceci même / le même

Definition:
(EN) Emphatic form of 'yeh', indicating the exact person or thing close at hand.

Example: یہی میری کتاب ہے۔

Translation: This is exactly my book.

Root Word: Indo-Aryan origin (yeh + hī).

Synonyms: ایسا, اس جیسا"
"انہیں","Translations:
EN: to them / them
AR: إِيَّاهُمْ / لَهُمْ
FR: les / leur / eux

Definition:
(EN) Accusative or dative form of the plural/formal singular pronoun 'un'.

Example: انہیں بلائو۔

Translation: Call them.

Root Word: Indo-Aryan origin.

Synonyms: ان کو, اسے"
"جسے","Translations:
EN: whom / which (acc / dat)
AR: الَّذِي (acc.)
FR: que / auquel

Definition:
(EN) Accusative or dative form of the relative pronoun 'jis'.

Example: جسے میں نے دیکھا۔

Translation: Whom I saw.

Root Word: Indo-Aryan origin.

Synonyms: جس کو, جنہوں"
"جنہوں","Translations:
EN: who (plural relative oblique)
AR: الَّذِينَ (subject)
FR: qui (pluriel)

Definition:
(EN) Oblique plural form of the relative pronoun 'jo', used as the subject in perfective tenses with 'ne'.

Example: جنہوں نے کام کیا۔

Translation: Those who worked.

Root Word: Indo-Aryan origin.

Synonyms: جو, جن"
"جس کا","Translations:
EN: whose / of which
AR: الَّذِي لَهُ
FR: dont / duquel

Definition:
(EN) Possessive form of the relative pronoun 'jis'.

Example: جس کا گھر وہاں ہے۔

Translation: Whose house is there.

Root Word: Indo-Aryan origin.

Synonyms: اس کا, جن کا"
"جن کا","Translations:
EN: whose (plural) / of which
AR: الَّذِينَ لَهُمْ
FR: dont (pluriel)

Definition:
(EN) Possessive plural form of the relative pronoun 'jin'.

Example: جن کا کام ختم ہوا۔

Translation: Whose work is finished.

Root Word: Indo-Aryan origin.

Synonyms: جس کا, ان کا"
"ان کا","Translations:
EN: their / theirs
AR: لَهُمْ / خَاصَّتُهُمْ
FR: leur / le leur

Definition:
(EN) Possessive form of the plural/formal pronoun 'un'.

Example: ان کا گھر۔

Translation: Their house.

Root Word: Indo-Aryan origin.

Synonyms: اس کا, اپنا"
"اس کا","Translations:
EN: his / her / its
AR: لَهُ / خَاصَّتُهُ
FR: son / sa / le sien

Definition:
(EN) Possessive form of the singular pronoun 'us'.

Example: اس کا بھائی۔

Translation: His/Her brother.

Root Word: Indo-Aryan origin.

Synonyms: ان کا, اپنا"
"آپ کا","Translations:
EN: your (formal) / yours
AR: لَكَ (formal)
FR: votre / le vôtre

Definition:
(EN) Possessive form of the respectful pronoun 'āp'.

Example: آپ کا شکریہ۔

Translation: Your thank you (Thank you).

Root Word: Indo-Aryan origin.

Synonyms: تمھارا, تیرا"
"تمھارا","Translations:
EN: your (informal) / yours
AR: لَكَ / خَاصَّتُكَ
FR: ton / le tien

Definition:
(EN) Possessive form of the second-person plural or informal pronoun 'tum'.

Example: تمھارا نام کیا ہے؟

Translation: What is your name?

Root Word: Indo-Aryan origin.

Synonyms: آپ کا, تیرا"
"میرا","Translations:
EN: my / mine
AR: لِي / خَاصَّتِي
FR: mon / le mien

Definition:
(EN) Possessive form of the first-person singular pronoun 'maiñ'.

Example: یہ میرا قلم ہے۔

Translation: This is my pen.

Root Word: Indo-Aryan origin.

Synonyms: ہمارا, اپنا"
"ہمارا","Translations:
EN: our / ours
AR: لَنَا / خَاصَّتُنَا
FR: notre / le nôtre

Definition:
(EN) Possessive form of the first-person plural pronoun 'ham'.

Example: یہ ہمارا سکول ہے۔

Translation: This is our school.

Root Word: Indo-Aryan origin.

Synonyms: میرا, اپنا"
"کونسا","Translations:
EN: which
AR: أَيّ
FR: quel / lequel

Definition:
(EN) Interrogative adjective used to ask for a choice among alternatives.

Example: کونسا رنگ؟

Translation: Which color?

Root Word: Indo-Aryan origin.

Synonyms: کونسے, کونسی"
"کیونکر","Translations:
EN: how / in what way / why
AR: كَيْفَ / لِمَاذَا
FR: comment / pourquoi

Definition:
(EN) Formal or literary interrogative adverb meaning 'how' or 'in what manner'.

Example: یہ کیونکر ممکن ہے؟

Translation: How is this possible?

Root Word: Persian 'kyūn' + 'kar'.

Synonyms: کیسے, کیوں"
"اتنا","Translations:
EN: so much / so many
AR: كَثِير جِدًّا
FR: tant / tellement

Definition:
(EN) Adjective or adverb indicating a large quantity or degree already implied.

Example: اتنا شور کیوں ہے؟

Translation: Why is there so much noise?

Root Word: Indo-Aryan origin.

Synonyms: بہت, زیادہ"
"جتنا","Translations:
EN: as much as
AR: بِقَدْرِ مَا
FR: autant que

Definition:
(EN) Relative adjective or adverb indicating an equal quantity or degree.

Example: جتنا ہو سکے، کام کرو۔

Translation: Work as much as possible.

Root Word: Indo-Aryan origin.

Synonyms: جتنا، جتنی"
"جتنے","Translations:
EN: as many as
AR: بِعَدَدِ مَا
FR: autant que (pluriel)

Definition:
(EN) Masculine plural or oblique form of 'jitnā'.

Example: جتنے لوگ آئے۔

Translation: As many people as came.

Root Word: Indo-Aryan origin.

Synonyms: جتنا، جتنی"
"اتنے","Translations:
EN: so many
AR: هَذَا العَدَد الكَبِير
FR: tant de

Definition:
(EN) Masculine plural or oblique form of 'itnā'.

Example: اتنے پیسے کہاں سے آئے؟

Translation: Where did so much money come from?

Root Word: Indo-Aryan origin.

Synonyms: اتنی، اتنے"
"کئی","Translations:
EN: many / several
AR: عِدَّة / كَثِير
FR: plusieurs / beaucoup

Definition:
(EN) Indefinite adjective referring to a large but unspecified number.

Example: کئی دن گزر گئے۔

Translation: Many days passed.

Root Word: Indo-Aryan origin.

Synonyms: بہت, متعدد"
"بہت","Translations:
EN: many / very / much
AR: جِدًّا / كَثِير
FR: très / beaucoup

Definition:
(EN) Adverb or adjective indicating a high degree or a large quantity.

Example: بہت شکریہ۔

Translation: Thank you very much.

Root Word: Sanskrit 'bahutva'.

Synonyms: زیادہ, کافی"
