14,REPAIR,ہمیں قلم چاہیے۔,We need the pen.,hˈʌmẽː qˈʌləm cˈaːhjeː,hʌmẽ qʌlohohhm cahyay,Normalize ہمیں nasal vowel, قلم, and چاہیے.,/ɦəmẽː qələm t͡ʃaːɦijeː/,humein qalam chaa-hi-yay
15,REPAIR,قلم کہاں ہے؟,Where is the pen?,qˈʌləm kˈʌhãː hɛ,qʌlohohhm kʌhã hay,Normalize قلم, کہاں /kəɦãː/, and ہے /ɦɛː/.,/qələm kəɦãː ɦɛː/,qalam kahaan hai
16,REPAIR,کیا قلم یہاں ہے؟,Is the pen here?,kjˈaː qˈʌləm jˈʌhãː hɛ,kya qʌlohohhm yʌhã hay,Normalize interrogative کیا, قلم, یہاں, and ہے.,/kjaː qələm jəɦãː ɦɛː/,kyaa qalam yahaan hai
17,REPAIR,براہِ کرم قلم لے آئیے۔,Please bring the pen.,bˌəraːhˈeː kˈʌrəm qˈʌləm lˈeː ˈaːjeː,bohohhrahay kʌrohohhm qʌlohohhm lay ayay,Normalize polite phrase, قلم, and آئیے glide.,/bəɾaːɦe kəɾəm qələm leː aːɪjeː/,baraah-e-karam qalam lay aa-i-yay
18,REPAIR,براہِ کرم مجھے قلم دیجیے۔,Please give me the pen.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː qˈʌləm diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay qʌlohohhm dayaygyayayay,Normalize affricates and polite دیجیے; machine hint is corrupted.,/bəɾaːɦe kəɾəm mʊd͡ʒʰeː qələm d̪iːd͡ʒijeː/,baraah-e-karam mujhay qalam dee-ji-yay
19,REPAIR,میرے پاس قلم ہے۔,I have the pen.,mˈeːreː pˈaːs qˈʌləm hɛ,mayray pas qʌlohohhm hay,Normalize Urdu rhotic, قلم, and ہے.,/meːɾeː paːs qələm ɦɛː/,may-ray paas qalam hai
20,REPAIR,کیا آپ کے پاس قلم ہے؟,Do you have the pen?,kjˈaː ˌaːp keː pˈaːs qˈʌləm hɛ,kya ap kay pas qʌlohohhm hay,Normalize interrogative کیا, قلم, and ہے.,/kjaː aːp keː paːs qələm ɦɛː/,kyaa aap kay paas qalam hai
21,REPAIR,مجھے پنسل چاہیے۔,I need the pencil.,mˌʊɟʰeː pˈʌnsəl cˈaːhjeː,mohohgyʰay pʌnsohohhl cahyay,English loan پنسل is /pɛnsəl/, not /pʌnsəl/; normalize چاہیے and affricate.,/mʊd͡ʒʰeː pɛnsəl t͡ʃaːɦijeː/,mujhay pen-sul chaa-hi-yay
22,REPAIR,مجھے پنسل نہیں چاہیے۔,I don't need the pencil.,mˌʊɟʰeː pˈʌnsəl nahˈiːn cˈaːhjeː,mohohgyʰay pʌnsohohhl nahayayn cahyay,Correct پنسل vowel, nasal نہیں, and چاہیے.,/mʊd͡ʒʰeː pɛnsəl nəɦĩː t͡ʃaːɦijeː/,mujhay pen-sul nuh-heen chaa-hi-yay
23,REPAIR,کیا آپ کو پنسل چاہیے؟,Do you need the pencil?,kjˈaː ˌaːp kˈoː pˈʌnsəl cˈaːhjeː,kya ap koh pʌnsohohhl cahyay,Correct پنسل vowel and normalize interrogative کیا/چاہیے.,/kjaː aːp koː pɛnsəl t͡ʃaːɦijeː/,kyaa aap ko pen-sul chaa-hi-yay
24,REPAIR,ہمیں پنسل چاہیے۔,We need the pencil.,hˈʌmẽː pˈʌnsəl cˈaːhjeː,hʌmẽ pʌnsohohhl cahyay,Correct پنسل vowel and normalize ہمیں/چاہیے.,/ɦəmẽː pɛnsəl t͡ʃaːɦijeː/,humein pen-sul chaa-hi-yay
25,REPAIR,پنسل کہاں ہے؟,Where is the pencil?,pˈʌnsəl kˈʌhãː hɛ,pʌnsohohhl kʌhã hay,Correct پنسل /ɛ/, کہاں with /ɦ/ and nasal vowel, and ہے.,/pɛnsəl kəɦãː ɦɛː/,pen-sul kahaan hai
26,REPAIR,کیا پنسل یہاں ہے؟,Is the pencil here?,kjˈaː pˈʌnsəl jˈʌhãː hɛ,kya pʌnsohohhl yʌhã hay,Correct پنسل vowel and normalize interrogative کیا/یہاں/ہے.,/kjaː pɛnsəl jəɦãː ɦɛː/,kyaa pen-sul yahaan hai
27,REPAIR,براہِ کرم پنسل لے آئیے۔,Please bring the pencil.,bˌəraːhˈeː kˈʌrəm pˈʌnsəl lˈeː ˈaːjeː,bohohhrahay kʌrohohhm pʌnsohohhl lay ayay,Correct loan vowel and polite phrase/آئیے glide.,/bəɾaːɦe kəɾəm pɛnsəl leː aːɪjeː/,baraah-e-karam pen-sul lay aa-i-yay
28,REPAIR,براہِ کرم مجھے پنسل دیجیے۔,Please give me the pencil.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː pˈʌnsəl diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay pʌnsohohhl dayaygyayayay,Correct پنسل vowel and normalize affricates/polite دیجیے.,/bəɾaːɦe kəɾəm mʊd͡ʒʰeː pɛnsəl d̪iːd͡ʒijeː/,baraah-e-karam mujhay pen-sul dee-ji-yay
29,REPAIR,میرے پاس پنسل ہے۔,I have the pencil.,mˈeːreː pˈaːs pˈʌnsəl hɛ,mayray pas pʌnsohohhl hay,Correct پنسل /ɛ/ and normalize rhotic/ہے.,/meːɾeː paːs pɛnsəl ɦɛː/,may-ray paas pen-sul hai
30,REPAIR,کیا آپ کے پاس پنسل ہے؟,Do you have the pencil?,kjˈaː ˌaːp keː pˈaːs pˈʌnsəl hɛ,kya ap kay pas pʌnsohohhl hay,Correct پنسل /ɛ/ and normalize interrogative کیا/ہے.,/kjaː aːp keː paːs pɛnsəl ɦɛː/,kyaa aap kay paas pen-sul hai
31,REPAIR,مجھے کاپی چاہیے۔,I need the notebook.,mˌʊɟʰeː kˈaːpi cˈaːhjeː,mohohgyʰay kapayay cahyay,Final vowel of کاپی is long /iː/; normalize مجھے/چاہیے.,/mʊd͡ʒʰeː kaːpiː t͡ʃaːɦijeː/,mujhay kaa-pee chaa-hi-yay
32,REPAIR,مجھے کاپی نہیں چاہیے۔,I don't need the notebook.,mˌʊɟʰeː kˈaːpi nahˈiːn cˈaːhjeː,mohohgyʰay kapayay nahayayn cahyay,Normalize کاپی long /iː/, nasal نہیں, and چاہیے.,/mʊd͡ʒʰeː kaːpiː nəɦĩː t͡ʃaːɦijeː/,mujhay kaa-pee nuh-heen chaa-hi-yay
33,REPAIR,کیا آپ کو کاپی چاہیے؟,Do you need the notebook?,kjˈaː ˌaːp kˈoː kˈaːpi cˈaːhjeː,kya ap koh kapayay cahyay,Normalize interrogative کیا, کاپی final long vowel, and چاہیے.,/kjaː aːp koː kaːpiː t͡ʃaːɦijeː/,kyaa aap ko kaa-pee chaa-hi-yay
34,REPAIR,ہمیں کاپی چاہیے۔,We need the notebook.,hˈʌmẽː kˈaːpi cˈaːhjeː,hʌmẽ kapayay cahyay,Normalize ہمیں nasal vowel, کاپی final long vowel, and چاہیے.,/ɦəmẽː kaːpiː t͡ʃaːɦijeː/,humein kaa-pee chaa-hi-yay
35,REPAIR,کاپی کہاں ہے؟,Where is the notebook?,kˈaːpi kˈʌhãː hɛ,kapayay kʌhã hay,Normalize final /iː/, کہاں, and ہے.,/kaːpiː kəɦãː ɦɛː/,kaa-pee kahaan hai
36,REPAIR,کیا کاپی یہاں ہے؟,Is the notebook here?,kjˈaː kˈaːpi jˈʌhãː hɛ,kya kapayay yʌhã hay,Normalize interrogative کیا, final /iː/, یہاں, and ہے.,/kjaː kaːpiː jəɦãː ɦɛː/,kyaa kaa-pee yahaan hai
37,REPAIR,براہِ کرم کاپی لے آئیے۔,Please bring the notebook.,bˌəraːhˈeː kˈʌrəm kˈaːpi lˈeː ˈaːjeː,bohohhrahay kʌrohohhm kapayay lay ayay,Normalize polite phrase, کاپی long /iː/, and آئیے glide.,/bəɾaːɦe kəɾəm kaːpiː leː aːɪjeː/,baraah-e-karam kaa-pee lay aa-i-yay
38,REPAIR,براہِ کرم مجھے کاپی دیجیے۔,Please give me the notebook.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː kˈaːpi diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay kapayay dayaygyayayay,Normalize affricates, final /iː/, and polite دیجیے.,/bəɾaːɦe kəɾəm mʊd͡ʒʰeː kaːpiː d̪iːd͡ʒijeː/,baraah-e-karam mujhay kaa-pee dee-ji-yay
39,REPAIR,میرے پاس کاپی ہے۔,I have the notebook.,mˈeːreː pˈaːs kˈaːpi hɛ,mayray pas kapayay hay,Normalize rhotic, final /iː/, and ہے.,/meːɾeː paːs kaːpiː ɦɛː/,may-ray paas kaa-pee hai
40,REPAIR,کیا آپ کے پاس کاپی ہے؟,Do you have the notebook?,kjˈaː ˌaːp keː pˈaːs kˈaːpi hɛ,kya ap kay pas kapayay hay,Normalize interrogative کیا, final /iː/, and ہے.,/kjaː aːp keː paːs kaːpiː ɦɛː/,kyaa aap kay paas kaa-pee hai
41,REPAIR,مجھے لغت چاہیے۔,I need the dictionary.,mˌʊɟʰeː lˈʌɣət cˈaːhjeː,mohohgyʰay lʌghohohht cahyay,Standard لغت is /lʊɣət̪/; normalize affricate and چاہیے.,/mʊd͡ʒʰeː lʊɣət̪ t͡ʃaːɦijeː/,mujhay lu-ghat chaa-hi-yay
42,REPAIR,مجھے لغت نہیں چاہیے۔,I don't need the dictionary.,mˌʊɟʰeː lˈʌɣət nahˈiːn cˈaːhjeː,mohohgyʰay lʌghohohht nahayayn cahyay,Correct لغت vowel/dental, nasal نہیں, and چاہیے.,/mʊd͡ʒʰeː lʊɣət̪ nəɦĩː t͡ʃaːɦijeː/,mujhay lu-ghat nuh-heen chaa-hi-yay
43,REPAIR,کیا آپ کو لغت چاہیے؟,Do you need the dictionary?,kjˈaː ˌaːp kˈoː lˈʌɣət cˈaːhjeː,kya ap koh lʌghohohht cahyay,Normalize interrogative کیا, لغت /lʊɣət̪/, and چاہیے.,/kjaː aːp koː lʊɣət̪ t͡ʃaːɦijeː/,kyaa aap ko lu-ghat chaa-hi-yay
44,REPAIR,ہمیں لغت چاہیے۔,We need the dictionary.,hˈʌmẽː lˈʌɣət cˈaːhjeː,hʌmẽ lʌghohohht cahyay,Normalize ہمیں nasal vowel, لغت, and چاہیے.,/ɦəmẽː lʊɣət̪ t͡ʃaːɦijeː/,humein lu-ghat chaa-hi-yay
45,REPAIR,لغت کہاں ہے؟,Where is the dictionary?,lˈʌɣət kˈʌhãː hɛ,lʌghohohht kʌhã hay,Normalize لغت vowel/dental, کہاں, and ہے.,/lʊɣət̪ kəɦãː ɦɛː/,lu-ghat kahaan hai
46,REPAIR,کیا لغت یہاں ہے؟,Is the dictionary here?,kjˈaː lˈʌɣət jˈʌhãː hɛ,kya lʌghohohht yʌhã hay,Normalize interrogative کیا, لغت, یہاں, and ہے.,/kjaː lʊɣət̪ jəɦãː ɦɛː/,kyaa lu-ghat yahaan hai
47,REPAIR,براہِ کرم لغت لے آئیے۔,Please bring the dictionary.,bˌəraːhˈeː kˈʌrəm lˈʌɣət lˈeː ˈaːjeː,bohohhrahay kʌrohohhm lʌghohohht lay ayay,Normalize polite phrase, لغت, and آئیے glide.,/bəɾaːɦe kəɾəm lʊɣət̪ leː aːɪjeː/,baraah-e-karam lu-ghat lay aa-i-yay
48,REPAIR,براہِ کرم مجھے لغت دیجیے۔,Please give me the dictionary.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː lˈʌɣət diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay lʌghohohht dayaygyayayay,Normalize لغت, Urdu affricates, and polite دیجیے.,/bəɾaːɦe kəɾəm mʊd͡ʒʰeː lʊɣət̪ d̪iːd͡ʒijeː/,baraah-e-karam mujhay lu-ghat dee-ji-yay
49,REPAIR,میرے پاس لغت ہے۔,I have the dictionary.,mˈeːreː pˈaːs lˈʌɣət hɛ,mayray pas lʌghohohht hay,Normalize rhotic, لغت, and ہے.,/meːɾeː paːs lʊɣət̪ ɦɛː/,may-ray paas lu-ghat hai
50,REPAIR,کیا آپ کے پاس لغت ہے؟,Do you have the dictionary?,kjˈaː ˌaːp keː pˈaːs lˈʌɣət hɛ,kya ap kay pas lʌghohohht hay,Normalize interrogative کیا, لغت, and ہے.,/kjaː aːp keː paːs lʊɣət̪ ɦɛː/,kyaa aap kay paas lu-ghat hai
